2
1000 1000 
1 72 45
2 65 64
3 50 66
4 52 83
5 87 45
6 54 98
7 25 40
8 38 95
9 66 45
10 27 97
11 84 71
12 62 59
13 90 59
14 87 42
15 84 31
16 36 51
17 68 74
18 67 54
19 34 97
20 40 60
21 84 62
22 88 46
23 68 38
24 96 59
25 90 78
26 82 57
27 40 26
28 61 29
29 84 78
30 84 99
31 93 68
32 46 89
33 92 44
34 45 29
35 38 36
36 48 73
37 86 78
38 37 79
39 89 92
40 53 91
41 37 57
42 74 94
43 64 83
44 64 42
45 42 30
46 38 83
47 91 57
48 96 38
49 57 49
50 55 79
51 97 91
52 84 61
53 68 62
54 88 92
55 53 55
56 85 78
57 29 78
58 70 80
59 49 91
60 58 75
61 89 30
62 56 96
63 36 58
64 66 94
65 58 75
66 100 31
67 31 88
68 35 82
69 91 60
70 29 71
71 37 34
72 25 86
73 36 89
74 84 59
75 75 98
76 27 74
77 64 42
78 97 64
79 60 66
80 82 82
81 73 65
82 60 49
83 49 63
84 45 29
85 52 84
86 83 51
87 73 90
88 95 80
89 50 47
90 88 79
91 40 36
92 42 54
93 43 39
94 59 98
95 76 66
96 75 50
97 53 25
98 45 32
99 56 65
100 89 32
101 93 41
102 97 47
103 44 29
104 65 87
105 50 38
106 97 64
107 26 37
108 44 52
109 46 52
110 97 59
111 47 65
112 83 42
113 91 82
114 30 65
115 85 30
116 67 86
117 69 56
118 66 77
119 96 79
120 90 50
121 61 95
122 93 83
123 89 52
124 82 98
125 55 56
126 79 37
127 55 59
128 44 89
129 26 80
130 59 58
131 63 83
132 47 85
133 68 39
134 68 46
135 25 47
136 100 74
137 25 96
138 55 51
139 65 45
140 61 71
141 80 97
142 94 95
143 25 33
144 62 25
145 99 69
146 41 81
147 93 62
148 93 77
149 72 65
150 77 99
151 42 39
152 91 32
153 61 27
154 80 34
155 76 92
156 58 55
157 63 44
158 74 54
159 51 66
160 98 30
161 88 33
162 59 65
163 90 82
164 31 45
165 81 55
166 44 47
167 69 96
168 77 56
169 66 31
170 92 73
171 26 33
172 60 45
173 43 92
174 73 61
175 84 49
176 59 85
177 66 100
178 87 68
179 43 85
180 98 78
181 80 74
182 93 53
183 54 57
184 35 30
185 83 99
186 61 38
187 59 52
188 42 64
189 72 56
190 96 64
191 85 51
192 29 76
193 88 27
194 91 27
195 58 94
196 60 68
197 62 99
198 85 29
199 47 55
200 26 33
201 43 25
202 38 29
203 64 53
204 60 26
205 58 66
206 29 63
207 66 70
208 61 71
209 77 92
210 38 60
211 26 41
212 36 91
213 59 92
214 43 28
215 91 74
216 100 96
217 72 68
218 40 76
219 50 57
220 92 57
221 63 96
222 44 51
223 91 76
224 100 97
225 90 95
226 40 46
227 37 85
228 37 76
229 39 69
230 43 78
231 57 45
232 71 83
233 33 96
234 74 76
235 73 87
236 48 48
237 33 56
238 62 88
239 71 52
240 51 79
241 70 94
242 63 39
243 79 55
244 100 70
245 36 97
246 70 75
247 53 67
248 83 71
249 40 93
250 94 46
251 69 34
252 40 73
253 44 49
254 89 37
255 90 91
256 41 29
257 59 50
258 58 29
259 67 28
260 62 74
261 83 96
262 72 48
263 27 76
264 52 91
265 42 51
266 87 58
267 83 53
268 65 33
269 48 46
270 99 60
271 41 65
272 83 85
273 79 62
274 63 78
275 62 91
276 84 76
277 48 95
278 27 75
279 69 42
280 39 65
281 86 86
282 91 97
283 85 67
284 96 56
285 89 72
286 35 39
287 38 39
288 41 65
289 58 83
290 43 84
291 74 63
292 54 99
293 87 81
294 60 97
295 29 87
296 26 92
297 39 62
298 31 62
299 32 36
300 49 70
301 43 39
302 96 49
303 51 54
304 50 61
305 100 64
306 43 89
307 56 55
308 59 48
309 69 74
310 64 58
311 33 35
312 39 50
313 39 59
314 82 73
315 91 49
316 30 69
317 83 25
318 83 42
319 35 59
320 62 93
321 33 81
322 73 87
323 65 92
324 41 63
325 97 32
326 50 65
327 32 76
328 53 92
329 64 27
330 79 67
331 44 81
332 59 54
333 41 52
334 33 31
335 59 92
336 50 62
337 67 93
338 31 78
339 50 37
340 81 34
341 43 90
342 57 84
343 79 52
344 80 53
345 49 72
346 77 41
347 54 84
348 40 45
349 30 80
350 45 96
351 92 75
352 71 87
353 57 73
354 53 55
355 88 52
356 87 30
357 28 60
358 96 93
359 67 48
360 32 81
361 34 88
362 45 61
363 40 79
364 36 74
365 82 41
366 77 42
367 25 75
368 37 98
369 60 78
370 99 48
371 57 62
372 30 77
373 27 76
374 67 62
375 59 61
376 49 85
377 72 42
378 35 51
379 74 46
380 45 77
381 82 76
382 78 95
383 27 25
384 48 98
385 35 62
386 54 67
387 46 88
388 90 81
389 42 60
390 37 47
391 29 100
392 69 56
393 36 58
394 77 90
395 52 38
396 72 74
397 46 84
398 98 90
399 87 72
400 77 70
401 34 74
402 57 59
403 48 29
404 81 82
405 100 55
406 100 59
407 69 44
408 70 89
409 81 91
410 59 48
411 83 71
412 42 49
413 75 27
414 97 95
