2
10 10 
1 9 2
2 7 9
3 4 9
4 2 7
5 5 1
6 9 2
7 2 9
8 4 6
9 2 3
10 7 4
11 3 9
12 1 2
13 3 2
14 10 7
15 1 1
16 7 3
17 8 1
18 10 6
19 8 3
20 3 5
21 1 5
22 4 3
23 7 5
24 7 2
25 9 9
26 9 1
27 1 1
28 4 7
29 6 1
30 3 10
31 2 3
32 2 5
33 10 7
34 7 7
35 1 5
36 10 2
37 3 8
38 1 10
39 6 7
40 2 6
41 10 7
42 1 6
43 7 7
44 9 1
45 5 6
46 7 6
47 8 7
48 7 1
49 10 5
50 6 5
51 9 10
52 10 4
53 1 7
54 4 1
55 1 7
56 3 7
57 2 6
58 1 2
59 10 2
60 3 5
61 9 2
62 3 1
63 9 10
64 10 10
65 4 5
66 2 1
67 4 2
68 7 3
69 4 9
70 7 3
71 1 4
72 2 9
73 4 8
74 4 2
75 6 8
76 5 3
77 8 6
78 9 7
79 9 3
80 1 10
81 9 3
82 4 2
83 10 7
84 6 7
85 6 8
86 4 9
87 1 7
88 2 7
89 4 10
90 4 9
91 8 6
92 1 1
93 4 3
94 5 9
95 4 5
96 1 10
97 6 9
98 3 3
99 10 8
100 1 2
101 9 3
102 3 8
103 1 7
104 8 2
105 1 8
106 3 8
107 3 8
108 2 8
109 4 6
110 3 9
111 4 9
112 6 3
113 6 10
114 2 10
115 7 1
116 9 10
117 4 2
118 7 8
119 8 6
120 8 6
121 9 4
122 6 2
123 3 1
124 7 8
125 1 1
126 8 10
127 10 2
128 10 8
129 8 9
130 4 10
131 3 3
132 10 7
133 2 1
134 6 2
135 2 9
136 8 3
137 5 9
138 1 9
139 3 3
140 9 8
141 1 3
142 9 3
143 9 5
144 3 2
145 2 1
146 8 6
147 10 2
148 5 4
149 2 8
150 4 1
151 7 6
152 2 10
153 1 3
154 5 9
155 7 10
156 2 10
157 6 7
158 7 8
159 5 9
160 9 7
161 7 2
162 5 5
163 8 9
164 9 6
165 6 10
166 10 8
167 4 5
168 2 9
169 10 10
170 7 9
171 1 10
172 2 4
173 6 5
174 1 4
175 6 1
176 6 3
177 7 1
178 8 6
179 3 2
180 9 7
181 2 10
182 1 3
183 8 4
184 3 1
185 5 4
186 5 4
187 1 4
188 5 6
189 5 1
190 4 4
191 10 10
192 10 6
193 4 4
194 2 9
195 3 9
196 7 8
197 9 9
198 6 8
199 9 3
200 9 7
201 5 10
202 8 5
203 10 3
204 10 10
205 10 1
206 9 3
207 6 4
208 5 9
209 4 1
210 4 10
211 6 9
212 2 9
213 10 8
214 10 10
215 5 3
216 9 8
217 3 9
218 6 9
219 7 2
220 5 9
221 5 6
222 6 9
223 10 8
224 4 3
225 1 9
226 9 8
227 10 5
228 6 2
229 3 7
230 8 5
231 9 3
