2
1000 1000 
1 71 91
2 38 88
3 69 64
4 95 33
5 38 50
6 77 58
7 82 44
8 35 46
9 75 66
10 78 86
11 29 90
12 98 83
13 61 53
14 96 33
15 25 47
16 46 49
17 59 75
18 56 58
19 25 69
20 51 25
21 42 26
22 33 27
23 92 94
24 93 86
25 73 79
26 87 62
27 41 58
28 47 28
29 44 29
30 100 48
31 84 88
32 67 35
33 38 28
34 91 56
35 34 38
36 47 44
37 99 29
38 74 50
39 47 53
40 41 42
41 48 100
42 32 83
43 69 49
44 38 38
45 74 57
46 88 92
47 25 48
48 54 38
49 38 92
50 46 90
51 64 83
52 31 86
53 48 40
54 85 67
55 84 28
56 72 91
57 53 43
58 46 59
59 34 26
60 42 61
61 98 51
62 99 82
63 79 29
64 84 77
65 95 77
66 67 36
67 27 50
68 54 53
69 50 41
70 85 74
71 42 36
72 44 47
73 73 27
74 66 66
75 100 76
76 40 38
77 85 69
78 81 54
79 40 28
80 53 31
81 54 91
82 78 40
83 63 70
84 68 41
85 32 49
86 57 53
87 38 57
88 40 44
89 64 41
90 59 51
91 33 36
92 83 49
93 55 70
94 90 92
95 81 69
96 78 87
97 46 70
98 76 32
99 86 33
100 36 49
101 77 84
102 44 42
103 76 64
104 71 38
105 97 43
106 32 99
107 59 53
108 58 99
109 69 54
110 87 77
111 65 93
112 43 76
113 77 62
114 28 88
115 98 42
116 32 39
117 71 71
118 86 45
119 83 33
120 88 64
121 65 44
122 34 47
123 70 31
124 66 25
125 84 92
126 82 83
127 46 28
128 66 66
129 56 56
130 47 56
131 38 40
132 49 87
133 51 33
134 92 61
135 83 38
136 56 36
137 34 42
138 42 67
139 96 58
140 81 99
141 28 88
142 62 80
143 30 75
144 66 26
145 63 31
146 37 76
147 34 74
148 81 44
149 95 95
150 41 93
151 76 37
152 96 97
153 28 97
154 68 87
155 100 68
156 96 99
157 80 86
158 87 36
159 90 31
160 53 70
161 46 50
162 95 88
163 76 94
164 70 57
165 97 74
166 57 94
167 76 44
168 60 95
169 82 63
170 95 49
171 63 85
172 76 69
173 38 67
174 28 42
175 68 76
176 78 80
177 63 98
178 46 65
179 74 68
180 60 94
181 34 38
182 62 94
183 97 90
184 70 84
185 75 76
186 65 61
187 86 36
188 84 57
189 74 49
190 55 58
191 57 51
192 42 78
193 33 53
194 94 60
195 34 99
196 35 42
197 53 97
198 31 85
199 40 41
200 81 63
