2
10 10 
1 8 1
2 6 1
3 7 7
4 10 10
5 6 5
6 2 6
7 5 9
8 10 4
9 8 4
10 7 6
11 3 5
12 7 3
13 7 2
14 7 3
15 4 3
16 2 4
17 9 4
18 10 9
19 4 4
20 4 8
21 5 1
22 5 3
23 10 1
24 4 7
25 2 8
26 5 7
27 3 2
28 1 3
29 7 7
30 5 3
31 3 1
32 4 10
33 3 5
34 6 9
35 10 9
36 8 4
37 5 8
38 8 2
39 10 2
40 5 4
41 5 9
42 2 3
43 10 2
44 9 4
45 6 6
46 7 1
47 2 3
48 10 1
49 10 8
50 3 1
51 8 7
52 5 6
53 9 1
54 3 1
55 1 2
56 1 8
57 10 1
58 7 5
59 1 2
60 4 4
61 2 7
62 2 10
63 8 10
64 2 1
65 7 7
66 7 3
67 8 2
68 4 2
69 7 8
70 10 2
71 10 5
72 9 5
73 1 3
74 2 2
75 3 9
76 4 10
77 4 4
78 5 1
79 8 7
80 5 10
81 1 3
82 3 6
83 2 2
84 9 8
85 6 4
86 1 1
87 4 6
88 1 9
89 2 9
90 8 8
91 6 3
92 2 3
93 9 4
94 7 10
95 9 8
96 8 7
97 8 5
98 7 2
99 8 7
100 5 9
101 10 9
102 4 8
103 2 6
104 2 7
105 2 3
106 5 9
107 4 1
108 9 2
109 7 3
110 1 4
111 8 1
112 8 1
113 9 3
114 7 3
115 9 7
116 9 9
117 6 4
118 6 8
119 5 5
120 2 7
121 7 5
122 10 10
123 4 3
124 1 6
125 4 9
126 5 2
127 5 9
128 10 8
129 3 10
130 2 1
131 10 2
132 2 10
133 1 4
134 9 8
135 2 5
136 3 8
137 7 6
138 9 9
139 3 9
140 6 9
141 9 1
142 6 8
143 2 6
144 6 4
145 4 4
146 1 7
147 4 8
148 7 1
149 7 1
150 10 5
151 9 10
152 10 8
153 8 10
154 8 6
155 3 8
156 5 3
157 5 1
158 4 2
159 1 5
160 9 3
161 10 5
162 1 10
163 3 5
164 6 1
165 7 6
166 10 10
167 7 6
168 10 9
169 8 4
170 2 1
171 10 2
172 7 6
173 10 10
174 9 4
175 10 10
176 1 3
177 3 5
178 8 10
179 1 7
180 7 2
181 2 8
182 6 4
183 8 10
184 6 9
185 3 6
186 8 7
187 10 9
188 8 9
189 7 6
190 4 6
191 8 5
192 6 10
193 1 3
194 9 10
195 8 6
196 4 10
197 1 8
198 4 6
199 2 3
200 10 4
