2
40 40 
1 14 29
2 14 15
3 12 6
4 33 11
5 16 11
6 20 16
7 4 11
8 7 22
9 12 23
10 27 23
11 22 16
12 31 23
13 14 29
14 2 29
15 11 18
16 21 19
17 10 7
18 2 34
19 17 8
20 12 11
21 19 31
22 34 30
23 22 2
24 32 19
25 2 5
26 15 33
27 14 7
28 25 26
29 23 29
30 33 10
31 28 35
32 32 3
33 32 33
34 1 1
35 6 18
36 22 9
37 2 33
38 12 31
39 7 24
40 4 4
41 12 7
42 3 2
43 24 10
44 7 17
45 19 35
46 12 35
47 18 17
48 4 24
49 19 6
50 33 6
51 35 31
52 13 35
53 1 7
54 30 4
55 20 12
56 23 35
57 10 31
58 27 7
59 2 15
60 31 29
61 29 2
62 12 18
63 21 25
64 31 9
65 20 6
66 23 26
67 28 9
68 31 5
69 4 13
70 33 10
71 21 24
72 2 13
73 15 13
74 22 30
75 13 1
76 1 28
77 32 7
78 21 5
79 29 15
80 25 2
81 18 4
82 21 28
83 15 20
84 12 13
85 1 23
86 8 11
87 7 6
88 31 30
89 3 29
90 21 12
91 13 16
92 10 20
93 10 24
94 22 27
95 29 17
96 18 29
97 19 7
98 12 24
99 14 33
100 20 4
