2
1000 1000 
1 498 298
2 627 557
3 729 442
4 768 507
5 576 344
6 736 659
7 258 473
8 715 589
9 305 453
10 447 343
11 438 203
12 728 308
13 498 413
14 390 302
15 229 678
16 657 640
17 703 261
18 622 391
19 480 615
20 452 317
21 330 654
22 624 342
23 297 701
24 594 529
25 765 572
26 266 785
27 790 603
28 280 487
29 700 580
30 769 417
31 602 532
32 496 286
33 530 575
34 230 262
35 738 687
36 336 330
37 220 358
38 424 735
39 765 593
40 222 599
41 291 596
42 715 387
43 493 661
44 485 749
45 547 296
46 379 559
47 287 485
48 569 476
49 504 727
50 258 732
51 725 445
52 368 225
53 405 738
54 753 397
55 644 697
56 504 459
57 383 422
58 313 538
59 348 629
60 780 587
61 652 287
62 468 695
63 758 416
64 509 234
65 538 228
66 604 251
67 665 517
68 713 617
69 678 713
70 287 535
71 509 632
72 568 565
73 797 203
74 254 590
75 525 472
76 451 759
77 505 323
78 797 455
79 667 552
80 656 290
81 353 672
82 294 260
83 781 546
84 536 310
85 386 392
86 235 441
87 208 662
88 306 546
89 252 514
90 566 553
91 239 344
92 200 751
93 583 618
94 668 268
95 331 765
96 483 595
97 390 703
98 732 451
99 498 329
100 500 300
101 632 559
102 267 335
103 509 774
104 507 417
105 281 223
106 373 427
107 512 708
108 272 790
109 488 510
110 264 425
111 453 403
112 628 327
113 276 350
114 440 321
115 279 200
116 501 314
117 544 728
118 550 717
119 253 235
120 242 387
121 728 642
122 634 322
123 708 616
124 388 603
125 286 382
126 699 562
127 294 479
128 209 645
129 490 472
130 550 379
131 436 370
132 574 678
133 232 223
134 513 612
135 744 262
136 541 474
137 327 326
138 385 563
139 526 346
140 377 383
141 277 383
142 354 567
143 239 541
144 234 304
145 311 497
146 728 730
147 659 757
148 585 347
149 429 286
150 326 627
151 566 384
152 731 674
153 348 639
154 716 525
155 489 760
156 698 306
157 372 680
158 314 299
159 389 766
160 313 608
161 772 213
162 294 556
163 276 433
164 338 743
165 392 328
166 383 250
167 462 642
168 651 275
169 416 489
170 560 493
171 306 733
172 204 724
173 238 467
174 608 395
175 794 576
176 297 629
177 405 776
178 725 713
179 265 495
180 403 489
181 278 741
182 305 503
183 498 441
184 685 539
185 403 468
186 363 740
187 364 349
188 694 445
189 377 435
190 546 320
191 652 451
192 497 251
193 271 263
194 345 249
195 337 430
196 675 415
197 794 551
198 602 412
199 278 312
200 362 694
201 282 568
202 695 675
203 228 460
204 247 798
205 585 303
206 331 599
207 592 408
208 701 445
209 262 211
210 611 642
211 279 505
212 258 661
213 663 549
214 410 245
215 753 325
216 607 704
217 208 788
218 416 414
219 485 347
220 300 760
221 500 595
222 324 790
223 319 586
224 778 220
225 444 496
226 220 457
227 200 279
228 705 480
229 705 300
230 464 232
231 440 780
232 779 701
233 231 462
234 558 215
235 757 534
236 540 313
237 353 636
238 754 249
239 458 666
240 523 738
241 531 525
242 435 531
243 353 691
244 612 562
245 449 471
246 281 451
247 688 691
248 326 217
249 604 395
250 392 719
251 536 625
252 315 329
253 241 616
254 728 534
255 351 252
256 783 492
257 219 681
258 620 782
259 361 590
260 249 605
261 538 285
262 470 210
263 302 599
264 322 695
265 376 417
266 710 582
267 365 405
268 513 244
269 749 392
270 375 519
271 216 317
272 428 302
273 285 796
274 737 425
275 564 287
276 482 392
277 688 742
278 444 689
279 785 480
280 505 390
281 629 373
282 717 450
283 792 548
284 540 349
285 496 388
286 577 775
287 655 411
288 539 585
289 436 201
290 530 748
291 461 476
292 657 693
293 741 225
294 593 644
295 525 370
296 453 617
297 247 281
298 355 295
299 568 335
300 619 744
301 210 262
302 365 389
303 229 592
304 670 339
305 205 429
306 226 531
307 555 223
308 351 279
309 271 360
310 486 613
311 708 201
312 344 500
313 626 722
314 796 561
315 471 794
316 550 356
317 249 342
318 287 449
319 549 793
320 647 201
321 232 595
322 777 306
323 368 761
324 212 516
325 321 218
326 282 303
327 428 789
328 323 554
329 340 396
330 618 588
331 448 214
332 512 589
333 468 391
334 210 576
335 373 707
336 722 413
337 376 611
338 533 218
339 571 594
340 737 572
341 552 570
342 358 604
343 290 310
344 395 406
345 434 366
346 769 595
347 580 250
348 243 723
349 562 472
350 434 564
351 715 446
352 388 481
353 363 455
354 752 575
355 790 273
356 750 484
357 371 549
358 482 630
359 330 753
360 302 661
361 378 485
362 706 789
363 263 248
364 351 371
365 550 451
366 588 460
367 393 608
368 745 399
369 753 749
370 624 540
371 763 230
372 438 461
373 510 505
374 245 466
375 368 548
376 769 479
377 588 472
378 532 313
379 744 696
380 478 356
381 234 667
382 676 473
383 227 764
384 309 569
385 768 739
386 259 426
387 259 716
388 726 294
389 599 579
390 654 347
391 222 269
392 435 386
393 371 743
394 455 229
395 276 745
396 690 438
397 453 529
398 633 449
399 358 541
400 634 368
