2
1000 1000 
1 177 199
2 72 108
3 181 50
4 123 190
5 55 156
6 94 63
7 62 186
8 107 170
9 184 120
10 85 59
11 101 55
12 154 145
13 118 138
14 126 102
15 101 133
16 79 158
17 79 97
18 120 75
19 50 122
20 157 109
21 198 83
22 129 59
23 51 200
24 58 66
25 174 121
26 148 101
27 136 170
28 71 194
29 122 77
30 196 131
31 67 103
32 108 172
33 175 65
34 124 97
35 68 102
36 90 143
37 157 152
38 102 197
39 59 103
40 155 152
41 142 86
42 139 116
43 128 93
44 154 80
45 148 188
46 83 66
47 165 55
48 184 182
49 61 88
50 102 106
51 192 102
52 62 200
53 84 54
54 161 89
55 53 190
56 124 120
57 62 54
58 122 182
59 165 124
60 79 63
61 126 123
62 50 111
63 115 107
64 186 105
65 168 191
66 142 119
67 102 169
68 118 127
69 97 98
70 73 89
71 69 129
72 157 90
73 69 141
74 56 58
75 142 108
76 90 196
77 107 98
78 132 192
79 141 166
80 181 53
81 192 80
82 188 106
83 104 69
84 184 150
85 153 59
86 88 163
87 76 148
88 144 66
89 183 108
90 183 188
91 80 128
92 142 113
93 66 156
94 153 88
95 131 106
96 179 92
97 93 88
98 174 87
99 140 186
100 160 99
101 122 78
102 194 131
103 104 83
104 173 200
105 76 199
106 88 113
107 143 112
108 82 185
109 73 161
110 52 126
111 128 65
112 63 76
113 96 142
114 168 50
115 133 80
116 61 141
117 137 162
118 114 79
119 133 108
120 172 99
121 109 141
122 98 153
123 163 175
124 99 66
125 190 141
126 50 190
127 150 93
128 117 116
129 174 129
130 54 168
131 127 76
132 177 168
133 172 136
134 145 112
135 194 58
136 61 156
137 118 80
138 70 55
139 153 88
140 108 185
141 123 117
142 143 94
143 108 65
144 149 150
145 193 110
146 101 94
147 163 175
148 84 103
149 185 75
150 64 152
151 78 90
152 66 127
153 103 108
154 172 137
155 54 135
156 96 191
157 140 69
158 140 139
159 78 181
160 198 81
161 78 127
162 120 139
163 126 158
164 56 141
165 53 127
166 162 87
167 174 198
168 164 168
169 197 74
170 106 119
171 141 172
172 166 119
173 95 90
174 127 182
175 134 118
176 153 94
177 56 175
178 161 185
179 133 136
180 52 110
181 196 55
182 94 89
183 166 176
184 157 127
185 88 53
186 149 190
187 112 63
188 192 103
189 184 173
190 52 67
191 178 75
192 160 102
193 104 134
194 154 127
195 165 89
196 141 58
197 59 80
198 190 68
199 164 183
200 122 100
