2
1000 1000 
1 292 349
2 120 273
3 253 184
4 178 309
5 347 226
6 281 123
7 358 184
8 205 145
9 134 250
10 274 315
11 381 158
12 277 115
13 206 315
14 273 330
15 208 249
16 384 341
17 226 119
18 169 236
19 372 354
20 172 182
21 121 284
22 374 173
23 388 221
24 218 107
25 350 140
26 372 163
27 283 215
28 313 349
29 352 149
30 302 386
31 168 294
32 262 316
33 249 253
34 348 132
35 252 353
36 174 360
37 239 354
38 204 326
39 289 124
40 382 370
41 104 305
42 271 161
43 306 351
44 360 225
45 334 110
46 251 272
47 220 363
48 177 293
49 311 307
50 184 377
51 179 168
52 398 158
53 131 388
54 227 318
55 366 355
56 213 270
57 134 271
58 148 320
59 230 270
60 302 373
61 208 206
62 386 148
63 138 205
64 118 149
65 149 273
66 284 105
67 259 215
68 177 398
69 391 130
70 128 338
71 121 209
72 285 249
73 212 288
74 352 293
75 239 176
76 214 135
77 363 159
78 149 235
79 357 176
80 102 133
81 373 295
82 142 295
83 141 133
84 359 175
85 117 323
86 135 375
87 212 208
88 357 115
89 249 400
90 322 169
91 304 314
92 268 131
93 189 271
94 146 314
95 209 190
96 229 390
97 191 355
98 366 393
99 273 358
100 332 264
101 218 370
102 275 121
103 369 370
104 276 215
105 370 363
106 233 268
107 107 193
108 323 321
109 395 205
110 183 189
111 396 393
112 322 181
113 199 184
114 315 367
115 201 348
116 124 342
117 271 118
118 285 278
119 128 217
120 331 310
121 398 245
122 134 123
123 383 262
124 309 177
125 152 264
126 213 187
127 396 316
128 137 275
129 257 359
130 371 346
131 239 306
132 330 290
133 294 129
134 200 117
135 240 310
136 290 292
137 154 249
138 222 366
139 264 367
140 128 113
141 347 104
142 296 329
143 263 285
144 359 270
145 251 269
146 337 200
147 373 125
148 234 216
149 383 104
150 173 111
151 393 382
152 137 248
153 249 383
154 331 375
155 374 132
156 386 121
157 361 363
158 227 274
159 170 183
160 392 353
161 248 248
162 210 360
163 118 274
164 379 146
165 397 309
166 129 173
167 374 183
168 398 322
169 217 397
170 279 119
171 353 343
172 317 182
173 308 266
174 145 217
175 201 389
176 391 115
177 355 153
178 240 362
179 307 261
180 248 269
181 115 380
182 191 241
183 397 269
184 250 322
185 397 383
186 388 334
187 173 206
188 162 380
189 368 319
190 337 308
191 204 114
192 174 331
193 332 203
194 366 135
195 219 176
196 242 264
197 172 386
198 389 109
199 362 313
200 254 124
201 325 335
202 227 194
203 142 127
204 137 268
205 104 151
206 335 205
207 215 329
208 326 319
209 256 230
210 273 102
211 246 266
212 247 203
213 344 396
214 150 381
215 368 267
216 203 113
217 106 285
218 247 260
219 342 199
220 147 268
221 314 342
222 218 330
223 100 291
224 126 202
225 147 348
226 233 178
227 385 144
228 216 375
229 170 288
230 236 201
231 331 291
232 231 174
233 267 303
234 106 158
235 393 297
236 395 106
237 116 360
238 118 186
239 286 115
240 391 394
241 275 170
242 192 111
243 279 296
244 155 369
245 220 369
246 145 293
247 337 333
248 167 332
249 322 278
250 215 131
251 392 352
252 302 323
253 107 148
254 287 247
255 172 312
256 133 109
257 154 111
258 105 344
259 233 356
260 327 337
261 375 102
262 123 225
263 243 148
264 156 270
265 392 243
266 255 399
267 296 119
268 283 326
269 324 326
270 102 335
271 187 241
272 310 121
273 153 375
274 389 290
275 160 150
276 324 216
277 151 317
278 232 286
279 198 151
280 173 126
281 212 251
282 200 200
283 143 123
284 400 133
285 165 294
286 285 307
287 154 223
288 366 245
289 291 139
290 388 358
291 379 233
292 276 321
293 330 189
294 251 224
295 167 142
296 210 206
297 270 198
298 320 161
299 302 147
300 359 360
301 343 265
302 389 323
303 119 101
304 168 365
305 358 171
306 182 114
307 368 237
308 392 128
309 307 162
310 135 209
311 380 278
312 220 206
313 122 105
314 237 160
315 374 258
316 231 187
317 311 334
318 235 249
319 332 271
320 109 181
321 229 263
322 217 235
323 395 219
324 323 181
325 330 319
326 263 192
327 374 149
328 364 355
329 306 161
330 142 370
331 351 313
332 337 113
333 312 169
334 143 374
335 161 107
336 305 329
337 323 185
338 206 296
339 258 151
340 327 227
341 295 283
342 248 318
343 212 256
344 154 204
345 345 276
346 196 207
347 334 335
348 366 106
349 342 234
350 207 184
351 249 368
352 221 225
353 100 239
354 104 346
355 213 379
356 213 143
357 359 129
358 260 135
359 354 296
360 310 336
361 289 203
362 336 239
363 161 217
364 144 148
365 262 286
366 400 331
367 154 114
368 177 294
369 148 158
370 211 242
371 240 396
372 378 275
373 197 149
374 110 351
375 348 369
376 212 258
377 331 120
378 245 149
379 278 145
380 218 357
381 245 181
382 258 228
383 317 185
384 176 295
385 368 267
386 305 287
387 363 393
388 343 327
389 115 273
390 209 162
391 176 318
392 304 262
393 350 127
394 355 102
395 370 181
396 385 376
397 173 164
398 259 116
399 222 181
400 300 219
401 342 308
402 191 122
403 292 276
404 285 266
405 330 174
406 390 400
407 306 193
408 388 260
409 279 345
410 316 135
411 344 349
412 175 374
413 186 143
414 341 360
415 182 215
416 348 269
417 322 201
418 171 195
419 356 164
420 312 157
421 282 188
422 309 328
423 269 230
424 328 124
425 285 140
426 237 249
427 205 390
428 265 182
429 102 366
430 106 115
431 361 276
432 308 272
433 280 222
434 309 342
435 223 186
436 245 131
437 121 311
438 388 182
439 197 105
440 348 161
441 108 282
442 261 175
443 165 332
444 353 392
445 181 159
446 115 153
447 139 334
448 207 381
449 105 265
450 172 310
451 263 355
452 210 105
453 262 290
454 154 372
455 347 189
456 400 278
457 197 178
458 174 303
459 367 169
460 117 154
461 259 133
462 300 355
463 362 125
464 215 244
465 113 152
466 313 317
467 134 115
468 339 343
469 109 285
470 312 150
471 354 133
472 288 386
473 262 250
474 221 346
475 395 377
476 139 276
477 218 151
478 262 363
479 298 220
480 292 155
481 322 314
482 334 388
483 393 130
484 395 239
485 318 396
486 199 182
487 275 306
488 305 201
489 388 149
490 316 371
491 188 286
492 256 277
493 191 262
494 167 400
495 396 117
496 396 143
497 136 281
498 352 300
499 397 155
500 240 322
501 372 307
502 294 313
503 290 101
504 337 342
505 267 189
506 131 239
507 100 395
508 299 365
509 277 361
510 384 129
511 183 284
512 400 240
513 307 144
514 173 198
515 385 155
516 116 272
517 195 252
518 386 322
519 101 384
520 300 189
521 187 130
522 296 351
523 342 172
524 275 205
525 187 276
526 311 199
527 177 141
528 385 395
529 309 137
530 211 390
531 196 105
532 253 125
533 298 353
534 378 328
535 125 328
536 219 252
537 242 388
538 190 298
539 260 308
540 300 144
541 279 129
542 283 149
543 185 155
544 260 130
545 359 158
546 391 161
547 367 139
548 142 112
549 289 110
550 100 108
551 165 217
552 267 121
553 115 124
554 115 362
555 356 222
556 107 382
557 302 111
558 281 204
559 305 382
560 165 277
561 382 201
562 206 213
563 145 137
564 139 372
565 229 228
566 206 139
567 128 320
568 293 152
569 362 196
570 284 210
571 392 187
572 323 250
573 192 225
574 352 240
575 180 303
576 100 208
577 212 389
578 137 184
579 376 392
580 214 318
581 331 143
582 294 265
583 284 170
584 275 250
585 376 100
586 113 230
587 308 398
588 275 238
589 319 236
590 238 195
591 296 253
592 212 216
593 388 177
594 151 109
595 377 270
596 128 328
597 356 340
598 180 293
599 230 290
600 366 346
601 345 298
602 145 348
603 375 131
604 397 193
605 130 184
606 295 189
607 351 217
608 168 295
609 141 326
610 288 143
611 388 190
612 118 152
613 186 116
614 177 103
615 280 242
616 160 254
617 254 232
618 259 391
619 179 184
620 211 267
621 216 333
622 265 210
623 341 369
624 329 312
625 170 392
626 144 324
627 379 266
628 281 311
629 234 211
630 177 291
631 167 275
632 106 293
633 209 273
634 223 278
635 301 229
636 374 101
637 176 183
638 144 223
639 293 302
640 322 244
641 394 336
642 350 204
643 354 118
644 359 329
645 245 376
646 111 155
647 151 185
648 107 163
649 141 253
650 152 354
651 165 162
652 241 136
653 225 274
654 205 339
655 237 160
656 320 232
657 149 300
658 210 206
659 351 152
660 350 382
661 304 362
662 335 131
663 379 260
664 182 208
665 352 121
666 267 331
667 255 271
668 217 366
669 298 258
670 162 369
671 368 271
672 263 287
673 301 201
674 304 141
675 366 170
676 337 358
677 309 135
678 321 243
679 232 220
680 158 345
681 395 383
682 137 260
683 365 301
684 187 208
685 365 338
686 254 340
687 129 205
688 392 397
689 166 119
690 281 258
691 155 232
692 171 121
693 259 111
694 124 305
695 210 217
696 175 352
697 396 172
698 221 165
699 335 165
700 222 170
701 224 386
702 201 171
703 196 105
704 182 368
705 120 246
706 333 390
707 239 137
708 294 141
709 249 267
710 114 364
711 205 132
712 290 120
713 323 152
714 151 283
715 132 158
716 387 244
717 150 101
718 379 232
719 187 379
720 108 389
721 298 293
722 120 202
723 115 239
724 393 175
725 314 286
726 104 163
727 231 268
728 250 235
729 338 100
730 134 177
731 133 155
732 298 316
733 225 224
734 278 241
735 283 125
736 255 108
737 127 357
738 276 295
739 190 121
740 400 291
741 167 107
742 219 220
743 284 186
744 396 123
745 322 272
746 311 157
747 305 233
748 359 361
749 276 133
750 337 361
751 378 259
752 298 122
753 238 399
754 314 268
755 348 150
756 106 366
757 250 273
758 113 122
759 265 166
760 398 147
761 255 367
762 217 148
763 120 272
764 318 261
765 338 216
766 130 146
767 377 249
768 276 346
769 320 132
770 342 338
771 397 188
772 257 336
773 141 394
774 300 339
775 272 229
776 283 308
777 109 281
778 101 202
779 333 288
780 354 218
781 203 343
782 133 194
783 263 233
784 104 303
785 189 312
786 137 116
787 383 286
788 242 346
789 140 214
790 169 302
791 147 311
792 184 122
793 153 265
794 108 178
795 164 167
796 372 343
797 109 198
798 342 182
799 293 316
800 242 279
801 137 323
802 207 213
803 168 308
804 146 297
805 293 131
806 112 389
807 145 302
808 288 188
809 368 218
810 238 208
811 356 115
812 235 397
813 383 208
814 223 191
815 294 364
816 239 159
817 118 199
818 160 340
819 212 368
820 254 139
821 378 242
822 235 270
823 366 360
824 208 227
825 167 166
826 250 145
827 103 137
828 208 155
829 251 164
830 168 296
831 306 341
832 202 300
833 298 143
834 317 177
835 196 256
836 291 143
837 272 370
838 208 107
839 186 346
840 198 363
841 227 208
842 338 236
843 106 274
844 235 130
845 260 286
846 203 104
847 225 398
848 397 388
849 160 379
850 110 132
851 161 249
852 141 370
853 147 273
854 275 309
855 338 196
856 153 201
857 303 202
858 243 208
859 295 319
860 284 248
861 294 104
862 187 215
863 135 281
864 215 271
865 185 221
866 238 338
867 175 229
868 192 161
869 111 102
870 344 359
871 384 263
872 202 358
873 221 134
874 371 243
875 345 375
876 198 227
877 346 198
878 259 175
879 277 309
880 168 117
881 246 324
882 190 258
883 396 388
884 309 307
885 395 253
886 110 274
887 381 245
888 262 136
889 332 309
890 291 224
891 112 368
892 334 102
893 236 289
894 156 132
895 301 349
896 136 155
897 213 145
898 360 119
899 369 255
900 304 135
901 265 158
902 250 315
903 365 135
904 371 263
905 382 303
906 239 314
907 342 143
908 134 242
909 279 394
910 169 102
911 217 235
912 284 283
913 107 343
914 399 379
915 271 153
916 261 143
917 192 297
918 156 373
919 320 293
920 255 342
921 277 283
922 245 361
923 279 232
924 101 162
925 400 367
926 275 175
927 399 180
928 374 287
929 244 107
930 139 372
931 364 304
932 187 345
933 164 226
934 322 240
935 284 226
936 137 140
937 139 276
938 143 368
939 172 236
940 343 118
941 140 382
942 205 197
943 388 234
944 320 383
945 102 131
946 365 232
947 339 166
948 336 109
949 165 122
950 132 243
951 124 197
952 256 350
953 282 314
954 399 280
955 238 142
956 369 270
957 358 321
958 349 154
959 149 269
960 144 291
961 322 225
962 347 378
963 343 239
964 253 333
965 293 258
966 291 368
967 323 253
968 338 272
969 264 378
970 144 145
971 195 288
972 213 189
973 167 386
974 126 235
975 183 132
976 284 315
977 245 141
978 354 388
979 261 141
980 331 188
981 213 222
982 106 262
983 246 280
984 236 394
985 335 374
986 222 151
987 234 330
988 390 328
989 345 148
990 252 127
991 241 171
992 236 153
993 378 129
994 124 397
995 283 142
996 338 327
997 335 107
998 327 244
999 272 231
1000 205 137
