2
100 100 
1 8 10
2 45 45
3 4 27
4 9 20
5 7 19
6 1 12
7 36 27
8 9 27
9 43 14
10 6 5
11 44 38
12 28 1
13 23 14
14 40 45
15 19 9
16 4 25
17 48 11
18 32 13
19 48 2
20 48 31
21 43 42
22 50 47
23 27 1
24 33 16
25 2 34
26 23 36
27 50 10
28 12 47
29 28 19
30 41 32
31 11 25
32 37 21
33 2 46
34 12 40
35 49 43
36 6 5
37 31 50
38 13 34
39 16 35
40 27 29
41 12 35
42 15 29
43 19 41
44 45 48
45 2 6
46 18 33
47 43 41
48 6 17
49 41 18
50 10 38
51 18 15
52 37 41
53 4 50
54 45 50
55 26 23
56 8 8
57 21 45
58 16 3
59 22 4
60 47 20
61 20 27
62 13 36
63 30 19
64 38 35
65 13 30
66 12 16
67 50 17
68 39 39
69 16 11
70 16 18
71 29 37
72 10 35
73 35 18
74 6 27
75 5 26
76 33 48
77 33 30
78 30 23
79 40 12
80 6 13
81 37 45
82 42 6
83 10 1
84 23 1
85 46 23
86 7 12
87 16 2
88 30 5
89 3 1
90 16 5
91 34 39
92 49 8
93 44 18
94 37 15
95 40 32
96 31 22
97 49 10
98 1 47
99 25 34
100 45 17
101 41 19
102 7 27
103 3 43
104 24 32
105 43 4
106 45 25
107 14 9
108 26 5
109 16 11
110 46 38
111 24 4
112 35 25
113 41 44
114 41 34
115 17 39
116 18 14
117 29 27
118 30 12
119 18 46
120 19 19
121 22 12
122 28 28
123 27 26
124 49 9
125 50 30
126 33 16
127 42 22
128 18 40
129 38 47
130 33 32
131 1 29
132 30 22
133 47 39
134 50 3
135 15 24
136 19 26
137 43 13
138 46 42
139 2 7
140 16 33
141 7 11
142 5 11
143 15 32
144 29 22
145 22 36
146 47 25
147 28 27
148 49 39
149 48 35
150 6 1
151 17 25
152 20 1
153 5 43
154 20 6
155 46 12
156 47 6
157 33 21
158 20 46
159 23 37
160 3 43
161 6 40
162 38 4
163 30 42
164 20 18
165 19 41
166 19 11
167 30 42
168 38 10
169 40 48
170 26 17
171 8 5
172 37 33
173 41 18
174 48 12
175 1 42
176 4 13
177 43 49
178 47 34
179 12 17
180 5 43
181 6 27
182 46 48
183 39 21
184 23 17
185 26 45
186 22 5
187 4 1
188 28 43
189 26 39
190 3 14
191 13 9
192 5 10
193 7 1
194 45 45
195 22 27
196 19 46
197 37 3
198 49 46
199 40 32
200 3 45
