2
1000 1000 
1 115 292
2 132 120
3 144 253
4 328 178
5 207 347
6 217 281
7 138 358
8 111 205
9 326 134
10 204 274
11 212 381
12 159 277
13 200 206
14 218 273
15 124 208
16 370 384
17 345 226
18 360 169
19 203 372
20 171 172
21 332 121
22 344 374
23 174 388
24 333 218
25 307 350
26 118 372
27 320 283
28 396 313
29 142 352
30 168 302
31 235 168
32 311 262
33 172 249
34 281 348
35 326 252
36 373 174
37 265 239
38 370 204
39 172 289
40 234 382
41 308 104
42 307 271
43 366 306
44 159 360
45 122 334
46 108 251
47 223 220
48 268 177
49 247 311
50 260 184
51 291 179
52 368 398
53 267 131
54 357 227
55 318 366
56 149 213
57 360 134
58 391 148
59 152 230
60 364 302
61 193 208
62 347 386
63 115 138
64 360 118
65 258 149
66 167 284
67 235 259
68 244 177
69 270 391
70 102 128
71 350 121
72 306 285
73 117 212
74 397 352
75 281 239
76 224 214
77 102 363
78 224 149
79 199 357
80 366 102
81 249 373
82 239 142
83 225 141
84 122 359
85 279 117
86 239 135
87 152 212
88 116 357
89 317 249
90 318 322
91 146 304
92 167 268
93 255 189
94 112 146
95 382 209
96 367 229
97 211 191
98 267 366
99 186 273
100 190 332
101 142 218
102 119 275
103 191 369
104 368 276
105 226 370
106 274 233
107 344 107
108 329 323
109 200 395
110 392 183
111 220 396
112 242 322
113 364 199
114 297 315
115 345 201
116 335 124
117 211 271
118 136 285
119 348 128
120 156 331
121 384 398
122 346 134
123 362 383
124 375 309
125 250 152
126 173 213
127 156 396
128 400 137
129 269 257
130 255 371
131 312 239
132 194 330
133 160 294
134 174 200
135 313 240
136 294 290
137 106 154
138 270 222
139 253 264
140 152 128
141 182 347
142 263 296
143 367 263
144 309 359
145 123 251
146 377 337
147 122 373
148 214 234
149 121 383
150 301 173
151 322 393
152 380 137
153 326 249
154 339 331
155 168 374
156 242 386
157 112 361
158 310 227
159 109 170
160 254 392
161 311 248
162 394 210
163 276 118
164 278 379
165 331 397
166 236 129
167 207 374
168 180 398
169 181 217
170 292 279
171 125 353
172 346 317
173 348 308
174 103 145
175 237 201
176 376 391
177 157 355
178 209 240
179 341 307
180 289 248
181 309 115
182 225 191
183 182 397
184 317 250
185 257 397
186 391 388
187 181 173
188 281 162
189 155 368
190 262 337
191 139 204
192 223 174
193 153 332
194 329 366
195 131 219
196 198 242
197 227 172
198 211 389
199 374 362
200 310 254
201 303 325
202 155 227
203 206 142
204 303 137
205 362 104
206 151 335
207 179 215
208 382 326
209 146 256
210 225 273
211 114 246
212 375 247
213 104 344
214 235 150
215 317 368
216 353 203
217 136 106
218 137 247
219 180 342
220 231 147
221 168 314
222 386 218
223 171 100
224 299 126
225 338 147
226 146 233
227 133 385
228 251 216
229 352 170
230 400 236
231 320 331
232 391 231
233 380 267
234 261 106
235 378 393
236 288 395
237 181 116
238 138 118
239 200 286
240 314 391
241 255 275
242 289 192
243 259 279
244 302 155
245 142 220
246 306 145
247 132 337
248 382 167
249 312 322
250 327 215
251 354 392
252 191 302
253 335 107
254 363 287
255 235 172
256 159 133
257 139 154
258 184 105
259 206 233
260 296 327
261 127 375
262 305 123
263 365 243
264 331 156
265 206 392
266 107 255
267 271 296
268 385 283
269 186 324
270 292 102
271 317 187
272 130 310
273 131 153
274 354 389
275 291 160
