2
10 10 
1 7 8
2 1 10
3 7 2
4 7 7
5 3 10
6 4 5
7 3 5
8 4 1
9 5 6
10 7 4
11 4 5
12 10 1
13 5 8
14 8 9
15 4 1
16 8 6
17 2 9
18 3 3
19 5 1
20 7 10
21 6 5
22 7 4
23 9 9
24 3 3
25 8 9
26 3 10
27 2 5
28 4 6
29 10 8
30 3 3
31 9 7
32 10 5
33 4 5
34 4 1
35 8 9
36 1 10
37 3 7
38 9 10
39 10 9
40 2 7
41 5 5
42 6 8
43 8 7
44 2 8
45 6 1
46 8 10
47 3 5
48 3 9
49 8 2
50 6 4
51 7 9
52 10 7
53 6 4
54 5 8
55 10 10
56 6 1
57 4 8
58 6 10
59 2 3
60 2 7
61 2 6
62 4 10
63 8 10
64 2 4
65 1 4
66 10 2
67 2 3
68 10 6
69 7 8
70 4 9
71 10 7
72 3 4
73 6 5
74 3 10
75 5 2
76 3 3
77 1 6
78 3 5
79 5 1
80 9 9
81 3 6
82 2 10
83 8 4
84 6 7
85 8 7
86 1 6
87 8 7
88 7 7
89 1 3
90 7 2
91 1 9
92 1 10
93 4 8
94 6 3
95 7 6
96 10 5
97 4 8
98 8 8
99 7 6
100 3 9
