2
1000 1000 
1 126 59
2 91 199
3 136 173
4 66 90
5 64 123
6 138 83
7 81 158
8 111 90
9 79 111
10 132 136
11 85 198
12 56 90
13 133 79
14 159 126
15 162 173
16 50 57
17 151 167
18 54 177
19 112 51
20 190 137
21 129 132
22 199 178
23 52 160
24 64 161
25 186 151
26 162 136
27 180 162
28 154 176
29 117 95
30 87 103
31 189 97
32 199 130
33 184 139
34 69 174
35 100 118
36 59 64
37 92 197
38 98 125
39 90 156
40 153 182
41 65 149
42 180 166
43 148 150
44 68 97
45 120 184
46 101 169
47 167 78
48 150 190
49 91 141
50 154 75
51 182 162
52 185 169
53 195 154
54 134 52
55 200 104
56 196 121
57 73 96
58 96 135
59 79 74
60 179 91
61 153 156
62 139 106
63 129 109
64 85 73
65 63 135
66 194 161
67 147 188
68 145 60
69 74 166
70 58 100
71 181 83
72 137 160
73 71 133
74 190 117
75 125 163
76 60 174
77 75 83
78 194 136
79 144 144
80 62 147
81 134 169
82 95 50
83 60 88
84 192 109
85 59 139
86 111 99
87 196 130
88 55 99
89 100 155
90 187 178
91 170 175
92 152 81
93 52 129
94 144 173
95 180 54
96 190 176
97 125 132
98 101 127
99 170 134
100 182 114
101 69 137
102 126 77
103 174 166
104 192 95
105 120 123
106 72 160
107 68 66
108 71 71
109 187 87
110 80 83
111 102 109
112 113 158
113 197 54
114 185 139
115 132 61
116 90 191
117 187 179
118 124 180
119 50 87
120 185 188
121 58 181
122 183 131
123 91 74
124 68 103
125 148 152
126 125 119
127 88 131
128 153 182
129 51 109
130 178 172
131 68 110
132 134 76
133 51 140
134 148 155
135 165 160
136 129 123
137 151 149
138 54 166
139 169 156
140 72 143
141 104 135
142 104 100
143 80 186
144 100 94
145 51 52
146 110 84
147 143 179
148 79 146
149 88 96
150 144 84
151 198 60
152 193 122
153 167 50
154 59 137
155 94 77
156 145 200
157 55 190
158 85 57
159 200 114
160 95 114
161 140 60
162 83 172
163 160 137
164 181 144
165 98 151
166 90 154
167 194 132
168 141 168
169 53 142
170 88 111
171 106 50
172 196 65
173 193 128
174 82 99
175 154 146
176 68 82
177 188 103
178 64 137
179 177 168
180 159 62
181 82 58
182 159 199
183 136 175
184 128 66
185 187 62
186 115 113
187 139 101
188 157 133
189 86 146
190 84 133
191 114 73
192 58 73
193 66 65
194 163 76
195 175 61
196 181 181
197 91 81
198 56 58
199 63 154
200 177 77
201 165 166
202 200 144
203 60 159
204 156 129
205 50 117
206 149 150
207 183 54
208 146 132
209 87 119
210 87 69
211 59 191
212 190 95
213 61 109
214 99 135
215 84 194
216 176 101
217 52 166
218 165 100
219 58 88
220 194 86
221 155 77
222 143 193
223 194 121
224 155 196
225 97 77
226 127 199
227 113 81
228 125 96
229 146 105
230 151 126
231 87 62
232 180 124
233 122 53
234 200 67
235 100 119
236 112 186
237 175 166
238 136 98
239 124 158
240 131 132
241 68 171
242 192 168
243 50 181
244 130 157
245 180 119
246 59 150
247 187 178
248 193 137
249 159 149
250 83 54
251 168 192
252 84 51
253 66 94
254 84 165
255 177 153
256 86 66
257 135 94
258 112 106
259 110 77
260 153 171
261 71 158
262 119 179
263 176 60
264 150 153
265 171 191
266 155 79
267 70 165
268 55 104
269 122 141
270 82 103
271 146 137
272 200 128
273 166 90
274 87 69
275 67 161
276 83 84
277 152 199
278 121 191
279 66 104
280 145 113
281 195 164
282 156 92
283 155 134
284 116 128
285 181 62
286 135 133
287 144 153
288 188 133
289 83 136
290 68 185
291 157 110
292 80 83
293 100 81
294 100 122
295 50 119
296 133 195
297 104 123
298 88 129
299 122 155
300 56 172
301 60 121
302 147 91
303 178 87
304 96 194
305 90 165
306 190 160
307 134 165
308 173 78
309 152 133
310 65 57
311 59 91
312 50 163
313 67 113
314 60 106
315 114 136
316 122 109
317 110 142
318 168 190
319 198 149
320 172 155
321 182 68
322 59 104
323 124 165
324 174 199
325 63 127
326 132 141
327 176 122
328 103 181
329 156 179
330 52 121
331 80 94
332 133 134
333 75 97
334 91 192
335 196 182
336 79 182
337 81 122
338 130 55
339 64 180
340 82 130
341 102 161
342 170 92
343 96 194
344 74 172
345 83 178
346 55 55
347 127 70
348 170 151
349 68 58
350 145 62
351 175 111
352 106 142
353 183 129
354 127 50
355 62 105
356 51 76
357 152 73
358 88 99
359 189 122
360 59 140
361 69 80
362 176 101
363 115 199
364 179 106
365 66 176
366 164 81
367 191 71
368 107 169
369 135 134
370 90 191
371 113 105
372 174 63
373 126 60
374 173 105
375 52 129
376 91 70
377 60 122
378 67 106
379 129 90
380 148 190
381 161 166
382 190 169
383 173 176
384 189 100
385 101 76
386 126 150
387 166 106
388 125 193
389 63 67
390 139 142
391 87 107
392 101 52
393 176 121
394 92 150
395 200 195
396 114 75
397 140 117
398 97 142
399 198 189
400 86 56
