2
100 100 
1 16 41
2 23 3
3 36 37
4 9 35
5 2 12
6 4 9
7 12 37
8 9 12
9 46 36
10 5 41
11 26 41
12 19 5
13 20 14
14 11 47
15 14 44
16 31 30
17 9 2
18 18 14
19 19 2
20 39 26
21 16 9
22 44 38
23 2 11
24 20 20
25 38 9
26 49 40
27 22 27
28 30 17
29 18 30
30 39 49
31 26 25
32 18 20
33 34 30
34 31 27
35 14 49
36 19 29
37 13 50
38 12 8
39 6 35
40 39 31
41 45 5
42 42 41
43 1 1
44 30 33
45 15 33
46 45 18
47 11 41
48 5 24
49 29 32
50 31 17
51 34 15
52 31 47
53 9 9
54 9 37
55 18 33
56 19 41
57 37 15
58 50 47
59 14 46
60 36 45
61 21 26
62 9 38
63 4 38
64 3 47
65 42 16
66 48 36
67 11 4
68 48 16
69 15 11
70 16 19
71 17 12
72 14 9
73 25 29
74 33 38
75 32 45
76 30 25
77 22 46
78 8 38
79 43 50
80 33 32
81 8 7
82 12 19
83 3 31
84 17 12
85 9 41
86 8 43
87 37 45
88 9 27
89 47 50
90 4 27
91 48 46
92 46 36
93 12 34
94 42 9
95 44 41
96 1 45
97 13 48
98 32 14
99 9 10
100 10 39
101 46 36
102 36 40
103 41 22
104 46 16
105 26 43
106 15 35
107 21 26
108 26 49
109 27 14
110 19 42
111 24 24
112 11 49
113 14 29
114 6 43
115 47 30
116 26 10
117 1 1
118 36 26
119 28 16
120 18 3
121 34 25
122 8 9
123 42 24
124 7 3
125 34 10
126 35 13
127 2 17
128 48 9
129 19 11
130 13 32
131 40 14
132 11 28
133 11 23
134 20 9
135 40 38
136 38 32
137 48 7
138 41 18
139 24 22
140 36 34
141 40 31
142 32 40
143 49 15
144 7 25
145 16 40
146 12 40
147 26 26
148 12 29
149 3 22
150 1 11
151 50 48
152 14 34
153 18 38
154 40 32
155 19 49
156 20 23
157 21 10
158 33 12
159 44 25
160 22 12
161 35 40
162 30 29
163 12 20
164 46 14
165 19 9
166 18 38
167 42 3
168 26 47
169 13 17
170 19 19
171 49 42
172 15 2
173 17 47
174 1 40
175 14 18
176 13 46
177 23 45
178 44 22
179 31 35
180 24 8
181 44 42
182 41 26
183 12 37
184 3 13
185 35 15
186 14 31
187 26 12
188 11 35
189 36 25
190 13 36
191 18 50
192 36 37
193 40 40
194 1 20
195 44 10
196 11 32
197 44 25
198 34 27
199 38 28
200 11 14
201 32 12
202 44 35
203 37 5
204 39 27
205 50 8
206 44 40
207 49 48
208 3 23
209 28 31
210 9 8
211 24 37
212 6 26
213 49 27
214 27 29
215 49 15
216 15 24
217 2 17
218 20 47
219 30 18
220 34 7
221 36 19
222 2 47
223 21 7
224 47 48
225 19 38
226 38 5
227 22 16
228 18 23
229 10 9
230 6 37
231 28 37
232 26 40
233 35 24
234 43 38
235 31 47
236 25 32
237 44 13
238 8 33
239 41 49
240 38 33
241 49 38
242 34 25
243 8 45
244 45 46
245 48 8
246 27 7
247 2 9
248 3 3
249 24 37
250 21 12
251 30 15
252 12 25
253 11 1
254 9 44
255 20 1
256 15 47
257 33 42
258 28 49
259 50 28
260 49 27
261 25 30
262 44 45
263 21 21
264 5 28
265 14 23
266 29 19
267 50 19
268 48 30
269 9 20
270 46 8
271 9 15
272 49 50
273 6 36
274 23 49
275 45 48
276 44 34
277 4 28
278 10 39
279 9 36
280 16 19
281 22 10
282 8 23
283 29 9
284 43 16
285 25 19
286 30 18
287 22 30
288 5 16
289 13 15
290 9 48
291 36 28
292 46 33
293 21 35
294 24 15
295 35 6
296 14 41
297 21 17
298 25 25
299 42 24
300 22 15
301 45 16
302 14 36
303 50 23
304 42 10
305 45 1
306 2 33
307 41 41
308 13 16
309 42 26
310 7 24
311 22 45
312 39 25
313 31 27
314 10 33
315 43 8
316 38 37
317 9 40
318 33 41
319 13 44
320 33 34
321 28 3
322 13 21
323 26 7
324 48 37
325 41 2
326 34 29
327 49 13
328 8 5
329 37 4
330 6 48
331 4 47
332 32 47
333 32 2
334 38 17
335 45 50
336 5 6
337 4 24
338 26 8
339 10 20
340 25 14
341 37 3
342 47 5
343 6 7
344 7 9
345 33 24
346 26 23
347 47 36
348 41 41
349 33 11
350 45 32
351 25 6
352 22 40
353 32 49
354 17 37
355 34 13
356 44 19
357 33 20
358 3 36
359 36 22
360 46 44
361 49 22
362 14 38
363 27 50
364 22 37
365 49 39
366 50 33
367 23 11
368 25 25
369 3 5
370 47 32
371 19 48
372 38 35
373 48 8
374 40 32
375 29 33
376 33 48
377 5 45
378 35 13
379 14 46
380 41 22
381 38 13
382 37 15
383 48 35
384 4 34
385 34 16
386 27 14
387 29 22
388 26 24
389 4 38
390 33 18
391 36 22
392 22 40
393 3 34
394 30 26
395 42 14
396 12 6
397 36 41
398 43 24
399 10 3
400 23 28
401 15 31
402 27 4
403 39 42
404 37 36
405 28 7
406 49 7
407 27 6
408 40 36
409 50 26
410 36 42
411 43 33
412 12 44
413 38 33
414 20 19
415 23 31
416 42 19
417 26 37
418 4 34
419 12 44
420 16 28
421 13 9
422 26 45
423 8 13
424 22 30
425 29 20
426 33 50
427 22 22
428 23 1
429 23 30
430 43 13
431 21 39
432 21 37
433 24 42
434 28 12
435 43 39
436 21 27
437 39 50
438 50 31
439 46 17
440 22 22
441 35 10
442 42 13
443 46 25
444 18 47
445 7 23
446 34 39
447 8 14
448 29 16
449 40 38
450 18 17
451 37 45
452 41 22
453 47 25
454 33 33
455 3 9
456 41 6
457 25 50
458 1 38
459 14 41
460 10 5
461 9 28
462 43 5
463 46 7
464 45 13
465 45 40
466 10 40
467 17 11
468 29 42
469 45 31
470 23 16
471 6 17
472 13 7
473 48 27
