2
1000 1000 
1 382 422
2 417 518
3 725 642
4 345 576
5 691 694
6 542 323
7 743 669
8 643 384
9 710 277
10 512 421
11 731 272
12 275 476
13 714 298
14 376 423
15 626 429
16 249 214
17 692 560
18 549 715
19 460 527
20 466 227
21 451 476
22 378 387
23 580 340
24 685 737
25 617 781
26 681 748
27 421 337
28 291 279
29 254 574
30 534 412
31 496 378
32 644 224
33 412 601
34 750 415
35 706 693
36 255 547
37 301 292
38 784 368
39 422 434
40 515 325
41 574 310
42 640 394
43 624 683
44 705 648
45 607 562
46 721 268
47 529 660
48 253 606
49 781 203
50 268 287
51 264 716
52 697 611
53 530 273
54 266 742
55 683 224
56 304 398
57 609 495
58 539 487
59 663 687
60 503 514
61 567 688
62 298 327
63 755 669
64 287 640
65 456 374
66 561 461
67 481 411
68 311 268
69 687 541
70 468 773
71 550 313
72 745 400
73 419 640
74 790 618
75 627 307
76 674 305
77 367 776
78 531 789
79 410 457
80 775 378
81 361 592
82 378 433
83 256 483
84 602 423
85 240 308
86 273 207
87 771 614
88 413 800
89 258 304
90 308 475
91 459 762
92 437 200
93 641 339
94 319 414
95 618 695
96 702 436
97 479 262
98 307 693
99 663 630
100 719 540
101 492 495
102 214 607
103 224 527
104 444 231
105 428 393
106 648 514
107 331 371
108 214 383
109 753 604
110 309 212
111 587 266
112 295 677
113 473 661
114 421 440
115 304 639
116 542 202
117 281 476
118 682 680
119 624 468
120 491 238
121 789 459
122 212 365
123 653 671
124 488 333
125 697 734
126 678 385
127 495 239
128 517 641
129 374 435
130 694 728
131 645 519
132 238 221
133 668 546
134 292 516
135 532 467
136 722 364
137 689 732
138 694 576
139 524 309
140 629 432
141 408 661
142 510 535
143 297 598
144 286 640
145 452 511
146 658 373
147 610 494
148 225 251
149 702 351
150 584 537
151 471 533
152 295 609
153 314 376
154 557 536
155 542 657
156 592 501
157 621 420
158 470 585
159 451 725
160 743 548
161 622 573
162 391 540
163 298 743
164 532 799
165 404 599
166 674 619
167 320 365
168 337 668
169 552 400
170 499 241
171 226 266
172 366 438
173 482 782
174 392 606
175 213 313
176 375 565
177 569 560
178 269 481
179 748 210
180 258 368
181 502 472
182 724 521
183 585 407
184 553 377
185 607 783
186 624 208
187 673 709
188 548 750
189 782 720
190 758 514
