2
1000 1000 
1 393 112
2 357 247
3 262 218
4 371 279
5 361 246
6 334 397
7 169 346
8 200 109
9 166 147
10 372 144
11 371 173
12 386 353
13 111 185
14 358 380
15 116 262
16 134 242
17 187 304
18 349 282
19 400 124
20 107 165
21 109 391
22 102 388
23 209 131
24 149 262
25 335 320
26 342 326
27 262 269
28 346 148
29 293 198
30 229 200
31 120 223
32 366 320
33 161 363
34 278 356
35 190 181
36 152 304
37 112 144
38 114 258
39 124 213
40 222 340
41 218 199
42 126 213
43 285 169
44 170 390
45 307 218
46 362 271
47 210 379
48 116 283
49 292 149
50 154 117
