2
1000 1000 
1 28 98
2 68 100
3 98 47
4 48 82
5 31 72
6 58 67
7 91 60
8 55 93
9 37 100
10 53 37
11 46 77
12 42 91
13 99 93
14 45 59
15 85 64
16 90 83
17 93 72
18 51 32
19 62 44
20 87 70
21 38 97
22 44 39
23 81 99
24 78 66
25 90 90
26 52 76
27 72 89
28 95 31
29 88 84
30 95 56
31 36 34
32 27 70
33 33 77
34 95 83
35 38 45
36 54 81
37 76 67
38 53 55
39 26 32
40 46 66
41 96 45
42 47 58
43 88 63
44 83 49
45 44 78
46 45 27
47 60 55
48 41 79
49 83 95
50 54 72
51 87 79
52 47 84
53 62 55
54 68 44
55 73 60
56 71 99
57 95 51
58 43 73
59 44 74
60 42 34
61 37 81
62 84 46
63 84 76
64 30 88
65 71 68
66 77 96
67 34 31
68 32 71
69 31 89
70 90 94
71 65 95
72 70 100
73 26 84
74 40 47
75 61 72
76 72 61
77 74 69
78 69 85
79 54 60
80 49 49
81 64 37
82 88 96
83 47 57
84 36 69
85 28 81
86 97 73
87 69 76
88 85 58
89 65 97
90 86 69
91 80 71
92 83 90
93 64 86
94 62 59
95 25 98
96 82 90
97 25 69
98 60 66
99 65 40
100 80 66
101 80 77
102 37 32
103 49 82
104 60 93
105 99 67
106 39 41
107 46 86
108 85 72
109 89 61
110 63 87
111 44 73
112 92 91
113 45 32
114 27 68
115 96 98
116 46 68
117 60 37
118 36 50
119 42 62
120 48 88
121 44 73
122 73 74
123 52 100
124 76 92
125 68 58
126 99 65
127 48 45
128 85 30
129 68 98
130 50 58
131 85 80
132 72 69
133 58 74
134 50 95
135 38 75
136 49 99
137 32 73
138 53 84
139 62 31
140 89 74
141 42 91
142 25 85
143 26 35
144 28 66
145 35 27
146 50 87
147 96 31
148 46 100
149 66 82
150 30 75
151 41 55
152 35 56
153 100 70
154 28 89
155 69 45
156 75 34
157 80 49
158 49 90
159 63 26
160 56 59
161 80 99
162 75 91
163 100 99
164 41 39
165 79 58
166 59 77
167 97 98
168 49 97
169 70 85
170 65 26
171 62 97
172 86 51
173 59 73
174 37 74
175 88 34
176 63 27
177 30 26
178 78 99
179 79 45
180 90 96
181 30 25
182 71 76
183 69 72
184 61 95
185 58 25
186 61 60
187 64 81
188 54 98
189 70 25
190 40 49
191 45 37
192 71 57
193 29 82
194 93 65
195 63 81
196 52 47
197 53 56
198 60 67
199 50 91
200 66 30
201 60 31
202 51 34
203 82 35
204 71 99
205 78 26
206 92 72
207 57 94
208 44 73
209 27 71
210 26 73
211 76 38
212 26 74
213 87 80
214 82 85
215 37 65
216 89 91
217 36 91
218 30 81
219 59 61
220 77 91
221 63 63
222 74 81
223 85 97
224 33 83
225 96 25
226 33 79
227 76 98
228 32 72
229 30 64
230 38 84
231 99 58
232 97 79
233 25 49
234 98 65
235 39 27
236 47 46
237 71 94
238 50 78
239 58 96
240 41 61
241 28 26
242 77 89
243 94 97
244 88 71
245 28 81
246 51 83
247 43 41
248 85 50
249 85 54
250 82 46
251 94 75
252 60 32
253 62 34
254 71 42
255 90 94
256 76 55
257 60 67
258 60 94
259 68 94
260 32 66
261 62 67
262 42 56
263 42 27
264 59 41
265 46 62
266 29 78
267 53 75
268 95 36
269 32 42
270 31 64
271 72 73
272 99 43
273 40 45
274 87 62
275 75 97
276 52 40
277 37 35
278 89 80
279 97 45
280 55 26
281 32 96
282 60 92
283 76 37
284 32 49
285 90 38
286 100 81
287 79 77
288 87 37
289 74 30
290 38 44
291 37 95
292 83 32
293 28 64
294 85 72
295 92 45
296 93 84
297 78 73
298 41 95
299 100 99
300 39 39
301 69 96
302 57 89
303 46 88
304 45 30
305 63 55
306 64 48
307 37 41
308 83 97
309 84 36
310 59 77
311 93 55
312 77 64
313 36 40
314 98 87
315 57 32
316 40 65
317 97 31
318 68 82
319 76 50
320 72 41
321 60 100
322 90 78
323 61 58
324 27 37
325 45 34
326 41 30
327 76 76
328 86 75
329 43 49
330 86 90
331 50 88
332 56 54
333 42 56
334 37 95
335 83 38
336 51 69
337 61 25
338 46 42
339 84 78
340 87 53
341 54 70
342 42 74
343 34 39
344 50 54
345 73 60
346 31 96
347 62 93
348 27 57
349 37 50
350 29 60
351 31 66
352 69 80
353 25 52
354 30 32
355 66 45
356 84 62
357 49 39
358 100 92
359 34 44
360 72 97
361 97 99
362 32 77
363 77 42
364 87 37
365 58 60
366 29 90
367 69 30
368 94 37
369 97 73
370 41 40
371 55 33
372 73 74
373 91 42
374 74 34
375 90 26
376 25 72
377 79 82
378 87 74
379 57 81
380 85 92
381 71 99
382 55 79
383 87 43
384 57 52
385 89 58
386 41 47
387 97 75
388 97 88
389 78 25
390 83 79
391 37 92
392 69 63
393 32 54
394 44 27
395 91 47
396 93 80
397 45 84
398 40 89
399 43 74
400 97 67
