2
1000 1000 
1 72 26
2 65 54
3 50 74
4 52 89
5 87 78
6 54 36
7 25 97
8 38 47
9 66 86
10 27 88
11 84 96
12 62 76
13 90 31
14 87 50
15 84 87
16 36 87
17 68 100
18 67 88
19 34 94
20 40 35
21 84 90
22 88 57
23 68 94
24 96 83
25 90 92
26 82 62
27 40 71
28 61 65
29 84 91
30 84 77
31 93 69
32 46 47
33 92 66
34 45 84
35 38 89
36 48 44
37 86 72
38 37 29
39 89 59
40 53 48
41 37 69
42 74 72
43 64 31
44 64 100
45 42 25
46 38 34
47 91 92
48 96 94
49 57 82
50 55 53
51 97 35
52 84 39
53 68 86
54 88 78
55 53 44
56 85 88
57 29 97
58 70 48
59 49 36
60 58 34
61 89 58
62 56 28
63 36 42
64 66 34
65 58 49
66 100 37
67 31 97
68 35 54
69 91 42
70 29 97
71 37 51
72 25 56
73 36 30
74 84 49
75 75 74
76 27 81
77 64 100
78 97 40
79 60 81
80 82 35
81 73 79
82 60 79
83 49 73
84 45 57
85 52 40
86 83 98
87 73 58
88 95 44
89 50 58
90 88 62
91 40 96
92 42 50
93 43 48
94 59 31
95 76 76
96 75 56
97 53 48
98 45 92
99 56 68
100 89 79
101 93 86
102 97 40
103 44 81
104 65 79
105 50 66
106 97 54
107 26 70
108 44 49
109 46 89
110 97 52
111 47 66
112 83 91
113 91 26
114 30 91
115 85 45
116 67 100
117 69 40
118 66 49
119 96 71
120 90 44
121 61 73
122 93 30
123 89 80
124 82 28
125 55 32
126 79 85
127 55 94
128 44 65
129 26 96
130 59 90
131 63 64
132 47 37
133 68 47
134 68 74
135 25 97
136 100 95
137 25 56
138 55 100
139 65 41
140 61 90
141 80 89
142 94 76
143 25 91
144 62 49
145 99 45
146 41 58
147 93 100
148 93 53
149 72 62
150 77 29
151 42 84
152 91 67
153 61 62
154 80 45
155 76 46
156 58 36
157 63 63
158 74 81
159 51 76
160 98 33
161 88 65
162 59 37
163 90 75
164 31 77
165 81 46
166 44 32
167 69 31
168 77 37
169 66 98
170 92 90
171 26 43
172 60 68
173 43 31
174 73 81
175 84 91
176 59 91
177 66 87
178 87 66
179 43 34
180 98 60
181 80 87
182 93 56
183 54 80
184 35 42
185 83 78
186 61 67
187 59 78
188 42 57
189 72 46
190 96 36
191 85 56
192 29 70
193 88 28
194 91 80
195 58 39
196 60 44
197 62 38
198 85 41
199 47 27
200 26 62
201 43 37
202 38 25
203 64 47
204 60 93
205 58 26
206 29 81
207 66 70
208 61 93
209 77 46
210 38 31
211 26 100
212 36 47
213 59 68
214 43 28
215 91 88
216 100 33
217 72 50
218 40 49
219 50 40
220 92 90
221 63 42
222 44 60
223 91 39
224 100 83
225 90 36
226 40 66
227 37 100
228 37 59
229 39 96
230 43 32
231 57 37
232 71 92
233 33 85
234 74 34
235 73 41
236 48 79
237 33 82
238 62 32
239 71 31
240 51 25
241 70 78
242 63 54
243 79 54
244 100 33
245 36 70
246 70 73
247 53 75
248 83 66
249 40 53
250 94 79
251 69 100
252 40 100
253 44 57
254 89 44
255 90 43
256 41 65
257 59 70
258 58 65
259 67 30
260 62 67
261 83 41
262 72 49
263 27 30
264 52 81
265 42 63
266 87 35
267 83 47
268 65 94
269 48 64
270 99 83
271 41 74
272 83 50
273 79 42
274 63 27
275 62 98
276 84 30
277 48 77
278 27 33
279 69 44
280 39 63
281 86 81
282 91 36
283 85 27
284 96 43
285 89 25
286 35 33
287 38 89
288 41 44
289 58 28
290 43 98
291 74 91
292 54 75
293 87 94
294 60 52
295 29 41
296 26 65
297 39 41
298 31 45
299 32 92
300 49 57
301 43 97
302 96 40
303 51 42
304 50 62
305 100 70
306 43 73
307 56 47
308 59 91
309 69 100
310 64 91
311 33 39
312 39 88
313 39 47
314 82 51
315 91 62
316 30 52
317 83 48
318 83 48
319 35 93
320 62 36
321 33 83
322 73 68
323 65 36
324 41 92
325 97 84
326 50 70
327 32 43
328 53 27
329 64 60
330 79 33
331 44 40
332 59 53
333 41 88
334 33 38
335 59 71
336 50 91
337 67 31
338 31 83
339 50 89
340 81 99
341 43 31
342 57 79
343 79 29
344 80 61
345 49 34
346 77 67
347 54 34
348 40 66
349 30 54
350 45 36
351 92 54
352 71 83
353 57 68
354 53 76
355 88 90
356 87 32
357 28 59
358 96 99
359 67 76
360 32 58
361 34 74
362 45 81
363 40 42
364 36 84
365 82 45
366 77 54
367 25 28
368 37 85
369 60 69
370 99 68
371 57 43
372 30 99
373 27 83
374 67 46
375 59 45
376 49 100
377 72 83
378 35 36
379 74 85
380 45 57
381 82 72
382 78 67
383 27 37
384 48 59
385 35 29
386 54 84
387 46 86
388 90 76
389 42 50
390 37 96
391 29 52
392 69 79
393 36 58
394 77 52
395 52 30
396 72 92
397 46 79
398 98 78
399 87 73
400 77 92
401 34 70
402 57 88
403 48 66
404 81 86
405 100 76
406 100 50
407 69 39
408 70 97
409 81 41
410 59 29
411 83 27
412 42 83
413 75 89
414 97 97
415 85 100
416 79 43
417 91 66
418 91 99
419 79 70
420 96 30
421 40 49
422 99 71
423 92 81
424 49 87
425 76 63
426 25 48
427 92 84
428 77 56
429 64 39
430 74 27
431 61 83
432 48 98
433 79 31
434 98 92
435 62 52
436 25 97
437 69 26
438 36 58
439 75 68
440 35 76
441 51 95
442 51 92
443 92 85
444 37 39
445 27 62
446 38 35
447 79 71
448 46 34
449 62 58
450 91 59
451 30 90
452 45 39
453 79 96
454 71 36
455 26 77
456 63 88
457 43 67
458 79 100
459 46 75
460 35 64
461 25 86
462 29 46
463 99 32
464 95 35
465 62 100
466 25 35
467 56 86
468 42 32
469 66 39
470 93 57
471 38 59
472 39 25
473 80 71
474 35 89
475 73 93
476 97 39
477 44 44
478 39 53
479 86 73
480 80 45
481 46 75
482 26 95
483 87 29
484 70 40
485 86 87
486 61 48
487 38 54
488 93 96
489 99 76
490 49 47
491 99 49
492 59 79
493 68 78
494 55 64
495 57 80
496 64 57
497 72 29
498 82 34
499 87 94
500 90 75
501 28 50
502 27 98
503 26 97
504 65 52
505 51 57
506 85 34
507 65 86
508 65 92
509 83 98
510 79 37
511 96 43
512 98 84
513 62 64
514 50 100
515 73 59
516 79 29
517 70 89
518 80 61
519 56 86
520 93 51
521 66 77
522 71 90
523 57 43
524 64 51
525 79 40
526 95 63
527 85 97
528 72 52
529 61 82
530 38 87
531 69 84
532 60 65
533 41 36
534 36 94
535 94 45
536 54 27
537 89 59
538 45 53
539 59 92
540 56 100
541 42 95
542 55 53
543 76 42
544 30 72
545 50 51
546 94 60
547 38 45
548 66 47
549 86 34
550 88 39
551 34 75
552 75 68
553 58 90
554 60 96
555 50 54
556 27 32
557 66 55
558 77 58
559 65 27
560 97 100
561 83 87
562 33 42
563 43 97
564 29 96
565 61 32
566 56 61
567 88 89
568 85 60
569 65 65
570 74 54
571 78 87
572 56 84
573 45 96
574 30 39
575 66 90
576 92 68
577 85 92
578 87 30
579 52 26
580 30 81
581 93 100
582 27 56
583 88 74
584 94 84
585 29 34
586 63 51
587 40 57
588 64 28
589 37 50
590 90 32
591 87 89
592 62 84
593 26 63
594 48 32
595 85 85
596 87 58
597 61 66
598 69 52
599 43 84
600 31 62
601 60 99
602 92 74
603 50 69
604 57 38
605 43 66
606 51 49
607 91 71
608 58 89
609 40 38
610 25 46
611 77 33
612 37 62
613 78 89
614 68 61
615 88 96
616 62 49
617 94 37
618 39 45
619 34 56
620 59 100
621 58 43
622 70 53
623 59 29
624 86 51
625 26 49
626 49 77
627 52 57
628 41 47
629 93 50
630 77 58
631 74 52
632 52 50
633 33 86
634 56 46
635 58 77
636 96 29
637 54 31
638 39 32
639 57 45
640 48 55
641 99 34
642 27 99
643 45 64
644 29 95
645 70 68
646 46 80
647 40 85
648 90 49
649 46 85
650 64 85
651 57 72
652 80 81
653 26 34
654 33 28
655 94 38
656 40 65
657 38 85
658 64 26
659 34 32
660 57 92
661 34 26
662 39 79
663 25 90
664 82 91
665 31 44
666 99 36
667 61 82
668 65 100
669 94 76
670 76 51
671 97 41
672 82 33
673 91 83
674 98 78
675 68 85
676 75 65
677 79 64
678 83 48
679 47 43
680 87 96
681 25 57
682 61 37
683 89 53
684 99 41
685 38 91
686 95 57
687 75 92
688 41 85
689 46 85
690 92 76
691 82 84
692 97 62
693 84 49
694 66 65
695 84 66
696 99 71
697 68 61
698 94 64
699 72 57
700 29 35
701 28 89
702 55 67
703 38 25
704 38 55
705 40 25
706 81 27
