2
1000 1000 
1 783 22
2 557 361
3 524 915
4 776 865
5 414 758
6 903 96
7 992 496
8 426 259
9 374 794
10 706 865
11 302 674
12 886 265
13 136 740
14 347 393
15 191 310
16 901 924
17 132 189
18 463 802
19 784 385
20 28 587
21 926 334
22 929 22
23 955 550
24 785 322
25 838 498
26 207 443
27 50 163
28 597 345
29 769 683
30 502 782
31 736 903
32 815 1
33 515 629
34 863 953
35 887 583
36 769 286
37 304 228
38 644 77
39 762 559
40 638 818
41 738 260
42 272 288
43 265 792
44 357 161
45 882 260
46 703 792
47 543 612
48 35 805
49 541 221
50 738 107
51 396 47
52 742 518
53 605 979
54 743 946
55 974 384
56 485 710
57 879 836
58 563 592
59 78 78
60 734 373
61 149 240
62 141 424
63 984 6
64 489 672
65 462 771
66 974 99
67 644 255
68 627 843
69 967 336
70 2 681
71 849 69
72 370 314
73 683 493
74 492 578
75 98 331
76 641 988
77 727 611
78 495 356
79 887 840
80 854 244
81 800 316
82 378 431
83 291 696
84 334 827
85 36 936
86 685 67
87 139 875
88 984 895
89 712 40
90 936 922
91 60 96
92 502 917
93 323 876
94 110 879
95 46 805
96 392 4
97 668 409
98 399 988
99 783 910
100 978 351
101 696 35
102 934 167
103 548 618
104 331 143
105 851 450
106 968 599
107 992 103
108 571 325
109 80 866
110 462 814
111 572 685
112 560 613
113 763 89
114 418 858
115 988 410
116 612 115
117 32 228
118 682 180
119 770 834
120 992 844
121 395 715
122 724 176
123 653 914
124 257 420
125 190 668
126 467 826
127 741 912
128 943 967
129 554 186
130 834 40
131 778 712
132 213 557
133 935 651
134 516 539
135 299 655
136 908 683
137 602 289
138 704 708
139 206 726
140 238 616
141 427 286
142 912 449
143 666 76
144 866 135
145 82 904
146 750 283
147 430 420
148 349 725
149 435 366
150 541 87
151 332 591
152 969 956
153 462 643
154 274 359
155 3 323
156 909 969
157 226 280
158 316 605
159 586 789
160 238 364
161 672 339
162 908 288
163 433 254
164 953 774
165 988 160
166 18 410
167 362 177
168 135 525
169 902 681
170 638 14
171 311 534
172 585 413
173 744 619
174 457 964
175 130 731
176 882 35
177 671 143
178 758 632
179 869 879
180 406 497
181 488 722
182 285 25
183 206 885
184 996 319
185 477 341
186 839 283
187 675 970
188 136 873
189 464 587
190 439 474
191 971 621
192 661 703
193 453 37
194 274 261
195 65 469
196 941 484
197 355 496
198 634 634
199 170 71
200 625 145
201 824 676
202 712 880
203 509 969
204 974 362
205 293 133
206 664 89
207 582 316
208 714 581
209 730 592
210 793 974
211 694 467
212 366 699
213 278 403
214 234 672
215 262 278
216 308 724
217 477 437
218 406 478
219 655 816
220 641 625
221 85 631
222 342 337
223 118 789
224 772 861
225 805 723
226 671 250
227 155 870
228 456 887
229 370 402
230 704 117
231 662 637
232 167 351
233 214 197
234 811 834
235 784 498
236 567 141
237 707 469
238 305 384
239 531 9
240 791 317
241 288 138
242 212 447
243 407 969
244 103 603
245 701 295
246 146 752
247 283 474
248 881 85
249 268 303
250 380 318
251 582 448
252 709 333
253 619 857
254 474 117
255 636 870
256 368 323
257 143 156
258 538 595
259 106 465
260 975 572
261 494 701
262 280 666
263 108 579
264 32 725
265 31 115
266 306 403
267 405 103
268 691 987
269 190 919
270 294 109
271 78 704
272 4 807
273 473 954
274 117 552
275 573 550
276 193 236
277 309 986
278 491 327
279 613 183
280 374 663
281 541 353
282 772 700
283 328 931
284 948 326
285 566 518
286 430 145
287 785 629
288 123 960
289 347 434
290 558 993
291 737 736
292 150 242
293 524 313
294 31 188
295 184 295
296 281 923
297 136 670
298 97 709
299 992 760
300 769 37
301 859 68
302 449 152
303 732 612
304 86 474
305 996 27
306 963 622
307 694 878
308 387 968
309 180 556
310 508 772
311 683 153
312 519 168
313 768 235
314 291 459
315 992 708
316 804 277
317 828 55
318 662 547
319 910 218
320 824 847
321 164 70
322 695 710
323 812 560
324 337 277
325 716 23
326 820 145
327 544 340
328 689 594
329 291 269
330 79 817
331 73 389
332 942 291
333 633 768
334 421 834
335 294 835
336 794 150
337 198 64
338 673 7
339 782 660
340 469 446
341 12 785
342 566 463
343 575 70
344 357 876
345 112 109
346 598 68
347 520 702
348 647 871
349 240 611
350 166 632
351 864 554
352 922 716
353 136 856
354 389 26
355 848 148
356 55 36
357 66 918
358 911 33
359 537 149
360 781 574
361 671 762
362 263 77
363 795 514
364 520 575
365 576 627
366 575 466
367 21 334
368 484 699
369 680 316
370 498 732
371 276 155
372 871 163
373 370 885
374 143 174
375 487 155
376 958 775
377 992 539
378 520 637
379 926 184
380 52 547
381 776 925
382 525 782
383 605 609
384 809 717
385 324 664
386 590 891
387 960 641
388 691 416
389 479 524
390 960 397
391 236 18
392 250 698
393 797 829
394 296 777
395 989 37
396 793 74
397 573 56
398 14 318
399 416 964
400 985 797
401 856 869
402 806 561
403 329 409
404 908 525
405 930 956
406 986 230
407 493 205
408 507 252
409 97 256
410 572 416
411 976 571
412 913 623
413 783 352
414 424 14
415 886 312
416 627 736
417 863 234
418 236 224
419 294 463
420 282 296
421 637 38
422 65 922
423 997 646
424 77 89
425 486 295
426 332 540
427 849 176
428 987 329
429 557 136
430 710 961
431 86 418
432 66 894
433 403 894
434 795 560
435 620 939
436 234 828
437 947 659
438 938 291
439 315 331
440 249 390
441 132 308
442 122 189
443 952 409
444 911 927
445 903 397
446 825 252
447 79 394
448 941 856
449 818 755
450 882 976
451 500 665
452 824 895
453 434 434
454 592 91
455 840 145
456 532 340
457 208 159
458 173 818
459 1 639
460 684 367
461 226 440
462 868 358
463 136 61
464 752 700
465 186 579
466 686 881
467 881 294
468 165 315
469 557 189
470 900 638
471 420 3
472 869 190
473 243 307
474 781 508
475 405 532
476 661 821
477 172 737
478 778 320
479 189 739
480 465 828
481 554 989
482 208 260
483 158 414
484 287 807
485 398 19
486 296 200
487 131 812
488 37 114
489 362 879
490 291 859
491 316 665
492 105 953
493 916 502
494 106 864
495 436 978
496 249 931
497 319 766
498 743 309
499 508 300
500 595 330
501 46 402
502 188 597
503 98 399
504 675 67
505 805 588
506 959 150
507 751 87
508 462 598
509 729 277
510 267 789
511 475 983
512 582 178
513 246 613
514 421 23
515 344 56
516 362 425
517 703 752
518 290 950
519 279 836
520 392 45
521 574 881
522 919 646
523 83 192
524 98 497
525 583 251
526 647 185
527 770 571
528 899 167
529 512 791
530 802 175
531 130 386
532 145 440
533 449 880
534 676 587
535 998 253
536 1 642
537 524 1
538 606 951
539 785 370
540 443 422
541 570 980
542 347 625
543 388 976
544 656 493
545 374 866
546 564 983
547 182 97
548 424 283
549 200 850
550 441 767
551 475 924
552 656 579
553 671 104
554 586 263
555 573 35
556 967 353
557 798 859
558 390 591
559 22 146
560 954 154
561 859 524
562 664 828
563 322 491
564 558 266
565 680 148
566 142 554
567 488 211
568 968 393
569 929 64
570 250 158
571 567 377
572 311 229
573 591 275
574 805 600
575 645 903
576 289 76
577 978 626
578 79 504
579 497 646
580 80 268
581 949 789
582 826 339
583 644 175
584 461 605
585 965 585
586 769 455
587 798 649
588 290 994
589 478 546
590 765 667
591 421 773
592 781 887
593 459 646
594 320 804
595 208 32
596 907 46
597 246 495
598 303 38
599 656 116
600 571 511
601 368 543
602 97 104
603 128 763
604 759 919
605 477 854
606 613 463
607 883 115
608 276 739
609 452 538
610 121 53
611 388 620
612 279 639
613 400 876
614 801 79
615 544 162
616 838 967
617 922 222
618 554 522
619 655 525
620 295 55
621 99 582
622 378 142
623 492 239
624 668 290
625 990 825
626 693 417
627 935 473
628 573 846
629 789 524
630 787 294
631 228 443
632 230 516
633 299 431
634 951 359
635 649 485
636 66 440
637 982 859
638 621 894
639 795 365
640 624 804
641 408 735
642 480 943
643 519 889
644 689 789
645 585 792
646 441 568
647 431 912
648 945 246
649 325 367
650 942 727
651 961 934
652 669 287
653 36 432
654 750 602
655 343 3
656 696 897
657 262 499
658 510 756
659 268 534
660 81 561
661 204 376
662 263 677
663 530 561
664 702 129
665 6 144
666 125 665
667 556 56
668 894 324
669 833 12
670 931 909
671 652 683
672 606 525
673 627 156
674 64 442
675 23 787
676 707 1000
677 359 679
678 240 180
679 454 887
680 688 283
681 928 369
682 290 495
683 277 617
684 722 789
685 82 970
686 71 129
687 601 791
688 463 419
689 627 998
690 396 86
691 661 913
692 94 888
693 672 814
694 334 530
695 356 128
696 326 719
697 912 747
698 814 188
699 17 971
700 418 58
701 298 169
702 365 422
703 318 646
704 51 497
705 888 17
706 291 408
707 862 813
708 250 252
709 887 185
710 430 241
711 59 969
712 32 708
713 414 678
714 451 954
715 995 631
716 686 80
717 991 655
718 187 334
719 335 681
720 697 710
721 98 539
722 452 820
723 316 65
724 902 667
725 485 704
726 932 401
727 335 776
728 746 366
729 471 157
730 643 40
731 649 612
732 392 213
733 848 583
734 57 430
735 882 117
736 746 887
737 208 92
738 733 966
739 56 21
740 934 232
741 724 877
742 954 452
743 147 493
744 390 674
745 122 180
746 471 105
747 839 562
748 239 685
749 439 463
750 295 335
751 574 187
752 11 406
753 319 547
754 759 518
755 751 620
756 683 969
757 363 279
758 517 937
759 80 812
760 963 104
761 627 646
762 543 559
763 888 439
764 189 251
765 776 58
766 553 791
767 12 150
768 393 996
769 85 506
770 48 775
771 656 553
772 508 476
773 78 666
774 197 673
775 922 509
776 298 269
777 136 892
778 852 26
779 251 890
780 282 452
781 727 802
782 672 527
783 860 291
784 381 145
785 731 543
786 666 127
787 96 825
788 177 933
789 205 111
790 317 531
791 318 428
792 872 721
793 758 468
794 840 853
795 398 223
796 888 686
797 878 483
798 688 354
799 197 113
800 433 795
