2
1000 1000 
1 565 324
2 969 749
3 333 284
4 423 757
5 855 444
6 927 306
7 644 742
8 748 407
9 970 145
10 708 852
11 986 647
12 874 368
13 709 25
14 706 549
15 837 45
16 646 989
17 603 867
18 184 11
19 155 961
20 404 699
21 306 520
22 610 361
23 468 192
24 360 456
25 333 83
26 95 80
27 123 494
28 775 636
29 328 392
30 1 933
31 725 417
32 123 795
33 316 736
34 404 820
35 409 856
36 513 263
37 266 914
38 192 789
39 588 569
40 426 135
41 44 808
42 846 962
43 628 968
44 922 242
45 330 559
46 284 387
47 916 67
48 667 761
49 773 989
50 263 954
51 962 23
52 626 225
53 500 372
54 352 474
55 934 141
56 137 959
57 885 624
58 211 535
59 11 523
60 970 94
61 350 396
62 32 676
63 386 864
64 472 247
65 479 429
66 973 935
67 935 309
68 764 485
69 92 502
70 375 225
71 820 527
72 35 774
73 599 917
74 26 615
75 301 181
76 781 273
77 500 197
78 965 845
79 697 853
80 504 764
81 578 954
82 305 388
83 257 58
84 904 576
85 945 713
86 505 275
87 688 771
88 230 910
89 783 218
90 719 212
91 889 737
92 831 217
93 765 963
94 668 77
95 407 782
96 492 527
97 191 194
98 419 144
99 598 209
100 756 110
