2
1000 1000 
1 645 365
2 492 394
3 846 843
4 734 284
5 64 185
6 981 20
7 124 760
8 30 712
9 78 298
10 151 773
11 72 261
12 494 546
13 755 553
14 898 936
15 947 525
16 891 793
17 499 296
18 460 336
19 91 619
20 354 612
21 690 479
22 91 986
23 318 808
24 379 840
25 927 765
26 204 28
27 358 57
28 918 15
29 269 491
30 893 406
31 50 174
32 486 291
33 525 617
34 195 196
35 365 935
36 318 273
37 399 969
38 143 12
39 891 697
40 28 156
41 878 254
42 759 875
43 460 341
44 240 676
45 604 582
46 353 317
47 201 518
48 637 613
49 671 500
50 485 352
51 562 70
52 919 847
53 502 900
54 580 385
55 710 566
56 241 381
57 675 777
58 967 284
59 355 48
60 607 83
61 763 553
62 283 103
63 601 77
64 144 231
65 114 70
66 780 119
67 855 278
68 956 577
69 234 768
70 49 753
71 705 73
72 205 255
73 375 616
74 596 162
75 368 43
76 64 23
77 4 794
78 686 353
79 509 879
80 384 367
81 13 433
82 68 594
83 644 846
84 226 854
85 701 314
86 55 934
87 605 98
88 362 711
89 239 589
90 199 504
91 700 598
92 574 686
93 124 848
94 157 516
95 145 605
96 895 236
97 806 212
98 103 978
99 284 543
100 597 305
101 75 255
102 216 497
103 809 564
104 368 417
105 521 147
106 157 708
107 165 989
108 1000 280
109 504 460
110 968 267
111 78 351
112 654 809
113 255 328
114 2 887
115 35 35
116 718 670
117 598 645
118 751 230
119 653 878
120 485 912
121 767 262
122 365 157
123 403 341
124 877 413
125 407 829
126 721 899
127 527 205
128 687 435
129 335 465
130 162 470
131 211 842
132 1 424
133 340 974
134 442 827
135 882 384
136 95 906
137 994 100
138 117 833
139 617 240
140 610 255
141 846 431
142 531 894
143 655 445
144 602 385
145 597 825
146 476 927
147 485 23
148 179 914
149 811 323
150 31 714
151 481 949
152 268 113
153 777 277
154 792 967
155 560 125
156 713 852
157 709 587
158 376 801
159 789 586
160 789 500
161 541 850
162 881 552
163 104 388
164 381 919
165 806 140
166 399 920
167 866 951
168 238 917
169 232 81
170 332 15
171 889 377
172 531 530
173 570 995
174 364 164
175 305 134
176 396 398
177 192 178
178 564 846
179 72 410
180 207 127
181 290 180
182 617 179
183 70 947
184 746 829
185 981 583
186 482 276
187 238 19
188 920 66
189 314 179
190 102 687
191 720 153
192 735 989
193 945 978
194 394 188
195 414 342
196 310 104
197 970 682
198 845 22
199 877 708
200 862 986
