2
1000 1000 
1 544 573
2 733 378
3 453 522
4 441 558
5 633 794
6 213 233
7 336 395
8 799 466
9 623 229
10 623 400
11 649 650
12 247 318
13 281 307
14 550 341
15 354 472
16 239 516
17 587 324
18 303 459
19 686 327
20 347 348
21 550 656
22 565 779
23 468 202
24 544 242
25 294 307
26 381 253
27 248 340
28 442 278
29 298 487
30 300 393
31 654 767
32 305 382
33 521 296
34 562 402
35 342 257
36 417 445
37 232 792
38 643 520
39 375 441
40 686 450
41 722 523
42 605 218
43 580 462
44 589 579
45 437 278
46 756 687
47 231 467
48 435 249
49 307 663
50 787 256
