2
1000 1000 
1 326 340
2 103 230
3 202 363
4 311 228
5 104 292
6 345 270
7 150 351
8 126 126
9 360 127
10 300 249
11 253 386
12 210 169
13 103 342
14 205 371
15 375 334
16 143 103
17 287 119
18 167 255
19 211 169
20 178 347
21 302 322
22 119 172
23 266 130
24 257 235
25 227 201
26 394 118
27 116 263
28 164 183
29 116 288
30 293 234
31 242 240
32 130 170
33 163 107
34 170 320
35 306 329
36 395 244
37 316 219
38 109 393
39 320 297
40 385 120
41 231 239
42 222 107
43 267 215
44 330 372
45 185 320
46 196 349
47 320 305
48 217 115
49 173 131
50 373 368
51 271 176
52 322 260
53 331 301
54 114 400
55 209 266
56 147 176
57 129 110
58 336 155
59 380 287
60 180 254
61 220 172
62 294 317
63 230 263
64 300 389
65 398 188
66 377 230
67 207 122
68 397 208
69 261 240
70 199 112
71 304 160
72 187 308
73 245 378
74 306 318
75 372 296
76 246 200
77 277 152
78 172 380
79 116 219
80 364 334
81 225 242
82 331 361
83 320 352
84 350 232
85 279 222
86 249 208
87 342 251
88 317 297
89 148 350
90 310 111
91 162 104
92 105 232
93 297 252
94 215 112
95 267 159
96 197 223
97 119 387
98 141 155
99 220 125
100 328 339
101 251 343
102 320 214
103 131 200
104 154 395
105 205 126
106 233 114
107 239 314
108 329 398
109 180 152
110 233 101
111 344 177
112 304 294
113 194 232
114 382 294
115 335 250
116 301 191
117 228 320
118 233 202
119 254 150
120 147 105
121 373 371
122 193 332
123 233 109
124 366 254
125 203 111
126 140 315
127 315 354
128 330 214
129 143 242
130 214 363
131 265 234
132 165 231
133 219 369
134 285 151
135 270 153
136 293 385
137 344 109
138 154 191
139 120 327
140 331 232
141 148 393
142 195 133
143 164 116
144 342 179
145 327 176
146 300 390
147 102 274
148 185 237
149 284 167
150 236 204
151 297 282
152 296 178
153 391 167
154 137 120
155 245 161
156 269 116
157 208 144
158 239 275
159 229 358
160 172 260
161 306 262
162 243 389
163 334 396
164 319 167
165 295 192
166 108 372
167 144 332
168 106 319
169 266 183
170 169 129
171 252 382
172 374 377
173 378 175
174 321 375
175 107 101
176 330 162
177 239 190
178 232 254
179 232 227
180 360 318
181 198 250
182 249 105
183 274 232
184 245 148
185 246 225
186 223 328
187 302 194
188 169 131
189 312 153
190 372 162
191 253 202
192 265 239
193 149 141
194 186 352
195 217 371
196 294 100
197 145 205
198 118 178
199 284 270
200 384 147
