2
1000 1000 
1 208 813
2 324 323
3 219 875
4 712 459
5 68 903
6 640 155
7 641 615
8 655 771
9 713 998
10 112 183
11 616 773
12 208 534
13 758 300
14 649 45
15 479 421
16 22 514
17 688 171
18 14 410
19 281 173
20 819 664
21 698 479
22 967 554
23 194 796
24 942 95
25 108 535
26 656 329
27 657 458
28 558 21
29 544 589
30 837 788
31 681 502
32 642 9
33 660 276
34 80 620
35 538 193
36 837 760
37 992 909
38 397 124
39 882 376
40 860 969
41 453 328
42 688 47
43 657 910
44 590 84
45 529 725
46 575 615
47 629 951
48 573 618
49 601 147
50 110 126
51 698 14
52 606 215
53 176 810
54 210 779
55 54 952
56 118 510
57 508 816
58 759 454
59 541 518
60 374 249
61 555 245
62 230 163
63 339 891
64 422 753
65 70 906
66 774 854
67 333 943
68 408 50
69 749 337
70 163 569
71 869 704
72 648 270
73 179 210
74 893 406
75 724 488
76 691 669
77 298 955
78 419 219
79 693 67
80 111 12
81 187 668
82 404 179
83 612 184
84 240 674
85 571 6
86 546 275
87 660 529
88 28 207
89 875 160
90 369 377
91 958 111
92 874 726
93 34 812
94 341 387
95 790 3
96 906 405
97 688 856
98 432 486
99 566 645
100 589 950
101 901 809
102 892 813
103 144 651
104 139 479
105 175 461
106 224 278
107 183 632
108 548 588
109 651 164
110 161 358
111 726 210
112 718 6
113 275 977
114 916 314
115 355 99
116 667 209
117 171 689
118 615 245
119 361 581
120 354 965
121 656 173
122 91 129
123 551 938
124 176 399
125 932 792
126 745 468
127 322 233
128 930 748
129 476 12
130 928 792
131 592 421
132 593 532
133 539 176
134 736 659
135 438 695
136 967 843
137 398 824
138 269 831
139 806 216
140 789 642
141 360 625
142 185 311
143 822 629
144 313 525
145 589 523
146 985 328
147 520 830
148 764 993
149 684 832
150 247 597
151 666 984
152 529 125
153 864 300
154 638 686
155 839 225
156 888 628
157 441 560
158 347 905
159 65 341
160 551 158
161 552 117
162 15 710
163 836 514
164 768 504
165 326 958
166 325 834
167 209 847
168 328 806
169 62 229
170 169 528
171 776 254
172 901 929
173 798 190
174 971 678
175 815 342
176 167 113
177 98 926
178 512 459
179 691 386
180 944 676
181 241 843
182 231 914
183 451 687
184 778 320
185 885 5
186 822 381
187 183 445
188 418 89
189 244 398
190 897 6
