2
1000 1000 
1 998 365
2 823 394
3 478 843
4 122 284
5 239 185
6 85 20
7 397 760
8 144 712
9 22 298
10 645 773
11 615 261
12 328 546
13 146 553
14 728 936
15 928 525
16 936 793
17 100 296
18 981 336
19 16 619
20 839 612
21 704 479
22 987 986
23 869 808
24 492 840
25 453 765
26 790 28
27 257 57
28 479 15
29 86 491
30 747 406
31 399 174
32 91 291
33 733 617
34 37 196
35 245 935
36 861 273
37 164 969
38 205 12
39 163 697
40 608 156
41 654 254
42 959 875
43 387 341
44 7 676
45 342 582
46 179 317
47 44 518
48 301 613
49 82 500
50 930 352
51 107 70
52 823 847
53 903 900
54 371 385
55 720 566
56 648 381
57 237 777
58 240 284
59 936 48
60 288 83
61 72 553
62 896 103
63 473 77
64 459 231
65 381 70
66 519 119
67 35 278
68 998 577
69 431 768
70 127 753
71 721 73
72 157 255
73 481 616
74 755 162
75 775 43
76 595 23
77 611 794
78 643 353
79 75 879
80 937 367
81 141 433
82 298 594
83 444 846
84 76 854
85 456 314
86 354 934
87 935 98
88 987 711
89 918 589
90 95 504
91 731 598
92 676 686
93 228 848
94 426 516
95 556 605
96 947 236
97 592 212
98 795 978
99 783 543
100 286 305
101 501 255
102 316 497
103 390 564
104 766 417
105 494 147
106 706 708
107 927 989
108 389 280
109 572 460
110 412 267
111 782 351
112 86 809
113 745 328
114 625 887
115 135 35
116 343 670
117 576 645
118 955 230
119 471 878
120 299 912
121 162 262
122 445 157
123 132 341
124 422 413
125 616 829
126 226 899
127 642 205
128 30 435
129 615 465
130 962 470
131 549 842
132 833 424
133 964 974
134 269 827
135 549 384
136 308 906
137 255 100
138 17 833
139 852 240
140 889 255
141 486 431
142 729 894
143 163 445
144 941 385
145 164 825
146 643 927
147 161 23
148 669 914
149 336 323
150 787 714
151 654 949
152 249 113
153 567 277
154 909 967
155 685 125
156 678 852
157 984 587
158 927 801
159 798 586
160 100 500
161 193 850
162 521 552
163 639 388
164 295 919
165 8 140
166 599 920
167 605 951
168 777 917
169 786 81
170 582 15
171 514 377
172 482 530
173 675 995
174 24 164
175 573 134
176 988 398
177 47 178
178 356 846
179 831 410
180 248 127
181 129 180
182 132 179
183 623 947
184 98 829
185 211 583
186 646 276
187 286 19
188 879 66
189 272 179
190 295 687
191 472 153
192 454 989
193 579 978
194 553 188
195 48 342
196 862 104
197 288 682
198 184 22
199 51 708
200 88 986
