2
1000 1000 
1 813 894
2 323 740
3 875 115
4 459 28
5 903 884
6 155 263
7 615 438
8 771 463
9 998 66
10 183 755
11 773 806
12 534 710
13 300 531
14 45 302
15 421 274
16 514 646
17 171 154
18 410 158
19 173 521
20 664 314
21 479 152
22 554 632
23 796 104
24 95 477
25 535 794
26 329 824
27 458 433
28 21 50
29 589 663
30 788 923
31 502 133
32 9 21
33 276 702
34 620 775
35 193 167
36 760 819
37 909 542
38 124 977
39 376 300
40 969 395
41 328 473
42 47 103
43 910 433
44 84 131
45 725 601
46 615 89
47 951 131
48 618 504
49 147 540
50 126 946
51 14 187
52 215 195
53 810 208
54 779 231
55 952 434
56 510 538
57 816 653
58 454 866
59 518 718
60 249 63
61 245 583
62 163 690
63 891 826
64 753 987
65 906 97
66 854 863
67 943 413
68 50 491
69 337 318
70 569 839
71 704 507
72 270 418
73 210 649
74 406 101
75 488 430
76 669 17
77 955 466
78 219 877
79 67 875
80 12 688
81 668 348
82 179 821
83 184 89
84 674 311
85 6 895
86 275 308
87 529 954
88 207 667
89 160 650
90 377 373
91 111 328
92 726 799
93 812 716
94 387 705
95 3 260
96 405 589
97 856 771
98 486 1000
99 645 217
100 950 346
101 809 27
102 813 786
103 651 789
104 479 470
105 461 6
106 278 908
107 632 403
108 588 157
109 164 648
110 358 270
111 210 55
112 6 200
113 977 190
114 314 213
115 99 42
116 209 572
117 689 146
118 245 925
119 581 552
120 965 892
121 173 976
122 129 89
123 938 783
124 399 309
125 792 92
126 468 675
127 233 351
128 748 142
129 12 845
130 792 482
131 421 636
132 532 263
133 176 87
134 659 33
135 695 388
136 843 823
137 824 139
138 831 899
139 216 293
140 642 159
141 625 296
142 311 169
143 629 125
144 525 282
145 523 470
146 328 818
147 830 632
148 993 391
149 832 991
150 597 968
151 984 285
152 125 916
153 300 854
154 686 582
155 225 686
156 628 67
157 560 395
158 905 528
159 341 941
160 158 212
161 117 568
162 710 228
163 514 157
164 504 25
165 958 731
166 834 373
167 847 40
168 806 239
169 229 961
170 528 539
171 254 92
172 929 40
173 190 543
174 678 114
175 342 845
176 113 408
177 926 28
178 459 714
179 386 208
180 676 457
181 843 104
182 914 25
183 687 977
184 320 352
185 5 659
186 381 901
187 445 432
188 89 991
189 398 783
190 6 624
191 318 926
192 456 752
193 183 29
194 209 271
195 916 222
196 648 780
197 999 283
198 195 689
199 379 133
200 948 355
201 294 499
202 44 756
203 359 543
204 260 72
205 229 634
206 935 261
207 510 818
208 938 400
209 553 355
210 226 846
211 927 223
212 415 389
213 770 189
214 985 499
215 21 428
216 707 423
217 150 848
218 626 71
219 570 728
220 218 936
221 92 820
222 40 555
223 827 771
224 369 694
225 425 701
226 99 7
227 78 974
228 157 270
229 15 899
230 115 19
231 800 236
232 588 108
233 595 405
234 900 942
235 567 91
236 835 231
237 762 319
238 429 990
239 156 602
240 140 49
241 620 614
242 249 113
243 713 106
244 162 682
245 837 224
246 113 858
247 396 668
248 762 287
249 908 233
250 964 483
251 260 943
252 298 758
253 474 534
254 177 36
255 932 296
256 7 933
257 947 103
258 326 828
259 570 345
260 138 32
261 866 525
262 151 884
263 171 843
264 74 784
265 482 587
266 655 91
267 510 249
268 761 775
269 240 111
270 208 216
271 781 520
272 674 507
273 377 139
274 776 164
275 730 187
276 721 291
277 939 671
278 397 277
279 658 305
280 44 437
281 590 359
282 615 929
283 805 201
284 215 224
285 810 521
286 772 602
287 898 194
288 29 283
289 167 860
290 879 710
291 729 147
292 551 526
293 286 79
294 193 251
295 429 226
296 974 460
297 645 404
298 848 673
299 118 473
300 157 797
301 577 516
302 816 166
303 976 171
304 224 758
305 773 423
306 839 312
307 399 9
308 862 6
309 729 891
310 12 743
311 357 679
312 273 321
313 282 31
314 221 367
315 30 645
316 777 768
317 502 417
318 102 237
319 534 592
320 189 873
321 96 67
322 719 106
323 253 532
324 869 540
325 495 546
326 39 266
327 867 516
328 415 301
329 548 940
330 714 66
331 770 929
332 979 200
333 639 664
334 600 297
335 900 361
336 81 758
337 962 197
338 601 668
339 33 814
340 890 996
341 222 390
342 254 180
343 116 588
344 918 895
345 186 770
346 385 643
347 381 489
348 877 942
349 45 442
350 387 378
351 496 137
352 730 99
353 718 758
354 673 783
355 771 697
356 834 614
357 432 547
358 60 31
359 627 222
360 371 396
361 574 331
362 773 377
363 337 296
364 632 868
365 658 593
366 391 753
367 958 127
368 972 124
369 697 904
370 981 884
371 841 415
372 695 488
373 599 603
374 931 657
375 706 775
376 454 189
377 953 896
378 162 265
379 197 639
380 636 149
381 329 63
382 803 881
383 689 463
384 431 728
385 818 485
386 857 87
387 836 908
388 628 742
389 411 806
390 676 837
391 602 654
392 793 295
393 54 112
394 810 444
395 283 719
396 400 436
397 152 319
398 903 243
399 236 903
400 331 797
401 229 723
402 436 86
403 520 194
404 312 374
405 874 36
406 232 785
407 947 811
408 201 492
409 114 67
410 976 888
411 49 61
412 759 790
413 884 622
414 634 894
415 389 98
416 273 513
417 38 637
418 885 87
419 480 409
420 553 456
421 817 831
422 227 284
423 377 294
424 445 857
425 787 94
426 581 12
427 431 609
428 314 177
429 851 260
430 299 840
431 680 592
432 424 698
433 204 381
434 240 679
435 74 134
436 379 955
437 679 451
438 426 985
439 31 23
440 854 545
441 454 86
442 369 437
443 374 179
444 16 985
445 775 859
446 315 788
447 595 455
448 281 950
449 541 514
450 565 782
451 48 543
452 918 633
453 691 142
454 48 623
455 92 580
456 114 548
457 88 749
458 567 276
459 381 95
460 293 262
461 336 605
462 326 739
463 893 534
464 820 926
465 540 537
466 621 766
467 492 127
468 805 626
469 651 616
470 69 588
471 164 748
472 22 480
473 715 790
474 351 13
475 768 210
476 549 576
477 160 509
478 950 193
479 546 359
480 719 138
481 490 940
482 935 847
483 619 62
484 484 818
485 948 444
486 186 979
487 309 65
488 864 447
489 217 430
490 624 83
491 368 445
492 836 612
493 828 814
494 674 539
495 76 80
496 466 703
497 114 635
498 131 412
499 956 131
500 84 112
501 982 152
502 863 783
503 703 628
504 71 325
505 945 962
506 650 234
507 378 170
508 999 545
509 249 50
510 602 1
511 114 443
512 559 56
513 260 382
514 270 683
515 678 885
516 553 793
517 524 232
518 614 725
519 947 945
520 338 454
521 80 141
522 808 459
523 755 4
524 194 712
525 100 953
526 75 63
527 120 333
528 958 436
529 312 240
530 61 914
531 720 926
532 165 661
533 457 530
534 604 718
535 514 683
536 169 229
537 282 821
538 471 288
539 458 877
540 247 415
541 243 602
542 928 442
543 133 83
544 542 579
545 99 519
546 890 362
547 717 929
548 396 231
549 972 39
550 489 56
551 50 129
552 255 825
553 61 242
554 732 603
555 54 987
556 470 846
557 515 210
558 258 563
559 836 817
560 758 921
561 912 293
562 821 102
563 410 25
564 300 976
565 200 784
566 940 776
567 539 741
568 713 864
569 875 882
570 193 34
571 874 34
572 835 465
573 465 166
574 48 66
575 603 789
576 208 17
577 264 303
578 434 50
579 604 83
580 734 194
581 969 535
582 713 911
583 492 263
584 846 448
585 131 917
586 618 65
587 53 804
588 894 256
589 41 222
590 731 957
591 727 633
592 600 28
593 953 53
594 89 562
595 536 220
596 516 880
597 839 565
598 894 645
599 168 203
600 810 517
601 926 332
602 557 651
603 865 870
604 496 198
605 708 344
606 662 385
607 924 830
608 895 498
609 398 825
610 682 54
611 104 421
612 488 22
