2
1000 1000 
1 91 58
2 88 71
3 64 29
4 33 79
5 50 31
6 58 74
7 44 67
8 46 98
9 66 69
10 86 92
11 90 48
12 83 60
13 53 85
14 33 92
15 47 78
16 49 34
17 75 97
18 58 89
19 69 66
20 25 68
21 26 86
22 27 47
23 94 37
24 86 25
25 79 33
26 62 88
27 58 79
28 28 74
29 29 78
30 48 30
31 88 38
32 35 27
33 28 28
34 56 89
35 38 50
36 44 51
37 29 35
38 50 37
39 53 59
40 42 71
41 100 37
42 83 64
43 49 36
44 38 79
45 57 50
46 92 30
47 48 30
48 38 26
49 92 62
50 90 52
51 83 83
52 86 70
53 40 56
54 67 100
55 28 34
56 91 33
57 43 25
58 59 49
59 26 64
60 61 64
61 51 77
62 82 72
63 29 59
64 77 80
65 77 71
66 36 70
67 50 44
68 53 94
69 41 60
70 74 34
71 36 50
72 47 95
73 27 57
74 66 99
75 76 93
76 38 81
77 69 100
78 54 73
79 28 29
80 31 41
81 91 51
82 40 93
83 70 45
84 41 78
85 49 62
86 53 78
87 57 25
88 44 40
89 41 26
90 51 75
91 36 28
92 49 76
93 70 43
94 92 87
95 69 76
96 87 35
97 70 33
98 32 99
99 33 85
100 49 37
101 84 92
102 42 76
103 64 33
104 38 48
105 43 25
106 99 61
107 53 54
108 99 67
109 54 56
110 77 37
111 93 75
112 76 39
113 62 52
114 88 29
115 42 82
116 39 39
117 71 86
118 45 94
119 33 71
120 64 55
121 44 34
122 47 56
123 31 40
124 25 93
125 92 92
126 83 60
127 28 38
128 66 62
129 56 31
130 56 66
131 40 34
132 87 92
133 33 98
134 61 87
135 38 55
136 36 45
137 42 68
138 67 43
139 58 52
140 99 74
141 88 79
142 80 68
143 75 83
144 26 90
145 31 52
146 76 46
147 74 36
148 44 34
149 95 79
150 93 89
151 37 59
152 97 59
153 97 35
154 87 74
155 68 65
156 99 62
157 86 27
158 36 86
159 31 80
160 70 73
161 50 94
162 88 63
163 94 61
164 57 96
165 74 42
166 94 64
167 44 87
168 95 46
169 63 35
170 49 91
171 85 27
172 69 57
173 67 72
174 42 55
175 76 35
176 80 96
177 98 87
178 65 78
179 68 90
180 94 60
181 38 78
182 94 74
183 90 41
184 84 37
185 76 69
186 61 81
187 36 33
188 57 95
189 49 72
190 58 77
191 51 28
192 78 51
193 53 25
194 60 55
195 99 65
196 42 46
197 97 25
198 85 91
199 41 85
200 63 77
