2
1000 1000 
1 535 721
2 743 278
3 617 604
4 392 200
5 555 524
6 369 602
7 510 403
8 710 707
9 758 260
10 793 205
11 216 655
12 449 429
13 211 661
14 779 368
15 455 610
16 473 541
17 360 502
18 415 475
19 791 757
20 686 487
21 775 595
22 716 773
23 266 565
24 601 772
25 357 541
26 269 548
27 526 238
28 519 663
29 550 497
30 629 648
31 484 406
32 489 738
33 463 460
34 290 508
35 682 753
36 675 385
37 267 316
38 423 346
39 380 604
40 368 481
41 683 230
42 457 318
43 236 348
44 421 572
45 631 239
46 656 543
47 395 632
48 491 516
49 664 530
50 627 483
51 228 309
52 714 453
53 471 329
54 343 656
55 571 576
56 283 485
57 330 566
58 268 406
59 575 272
60 212 371
61 370 288
62 713 793
63 624 371
64 482 669
65 484 624
66 404 304
67 537 347
68 767 544
69 393 247
70 472 581
71 652 351
72 715 270
73 203 641
74 215 519
75 421 289
76 475 334
77 547 735
78 242 584
79 578 602
80 378 788
81 688 529
82 268 728
83 200 512
84 325 592
85 390 351
86 626 510
87 433 297
88 582 332
89 206 494
90 641 696
91 427 506
92 779 264
93 632 289
94 341 750
95 659 346
96 445 226
97 252 685
98 324 464
99 266 271
100 444 645
