2
1000 1000 
1 712 805
2 133 772
3 370 919
4 307 437
5 645 434
6 139 489
7 742 891
8 644 299
9 209 93
10 36 628
11 525 210
12 817 868
13 480 95
14 329 307
15 203 835
16 766 232
17 856 378
18 620 65
19 180 596
20 200 430
21 90 828
22 916 715
23 746 213
24 326 767
25 460 176
26 158 328
27 163 268
28 185 736
29 993 364
30 351 537
31 100 435
32 613 308
33 799 923
34 413 894
35 585 177
36 821 95
37 975 320
38 361 961
39 443 681
40 443 232
41 852 941
42 880 797
43 52 976
44 255 330
45 784 89
46 450 662
47 257 622
48 87 582
49 932 982
50 732 429
