2
1000 1000 
1 742 648
2 324 577
3 653 583
4 596 486
5 599 495
6 571 558
7 716 600
8 284 283
9 598 566
10 412 577
11 622 229
12 361 413
13 301 617
14 755 569
15 372 388
16 751 419
17 202 397
18 576 380
19 387 762
20 389 792
21 491 760
22 503 693
23 581 690
24 594 242
25 745 395
26 587 783
27 532 599
28 743 433
29 510 513
30 675 590
31 580 241
32 410 214
33 248 389
34 274 250
35 396 730
36 518 267
37 586 769
38 211 407
39 328 334
40 707 372
41 793 497
42 721 430
43 769 476
44 295 459
45 661 558
46 222 481
47 602 715
48 581 321
49 682 374
50 407 219
51 337 668
52 295 512
53 773 535
54 788 259
55 558 602
56 576 664
57 681 238
58 575 231
59 462 200
60 489 559
61 469 201
62 600 426
63 793 236
64 300 775
65 758 305
66 662 209
67 630 501
68 229 673
69 558 395
70 751 391
71 746 625
72 267 391
73 483 406
74 382 524
75 353 405
76 248 592
77 380 560
78 200 236
79 725 411
80 718 494
81 603 447
82 248 270
83 565 689
84 338 289
85 602 599
86 799 454
87 402 642
88 439 602
89 709 291
90 507 518
91 436 361
92 310 364
93 255 461
94 416 333
95 387 203
96 778 623
97 665 472
98 699 408
99 289 574
100 462 746
101 450 411
102 382 785
103 268 615
104 380 386
105 500 632
106 299 244
107 424 606
108 574 779
109 723 497
110 590 544
111 412 231
112 430 677
113 766 542
114 211 351
115 475 484
116 381 462
117 524 587
118 798 367
119 539 543
120 504 690
121 777 298
122 774 245
123 772 654
124 783 557
125 375 723
126 456 723
127 516 601
128 393 414
129 725 619
130 667 478
131 404 529
132 594 396
133 358 724
134 206 714
135 251 618
136 552 697
137 717 606
138 578 658
139 542 315
140 663 637
141 496 789
142 500 363
143 663 435
144 615 580
145 459 248
146 402 337
147 355 779
148 219 723
149 576 219
150 693 407
151 241 316
152 686 482
153 637 748
154 273 353
155 334 497
156 465 441
157 211 625
158 586 523
159 731 328
160 616 411
161 344 318
162 635 594
163 529 434
164 232 781
165 675 781
166 794 472
167 715 449
168 222 550
169 522 206
170 244 391
171 245 468
172 239 796
173 423 529
174 771 618
175 372 325
176 222 789
177 247 542
178 371 459
179 485 517
180 695 350
181 330 796
182 734 330
183 739 393
184 392 356
185 719 460
186 295 603
187 667 560
188 500 484
189 590 781
190 259 369
191 705 330
192 347 463
193 723 204
194 551 475
195 466 731
196 638 510
197 235 488
198 513 308
199 638 632
200 531 323
