6 
1000 1000 1000 1000 1000 1000 
1 311 402 764 398 55 767 
2 680 168 507 872 593 307 
3 193 803 550 997 515 360 
4 499 283 807 675 99 667 
5 26 908 210 140 920 649 
6 627 11 837 364 73 680 
7 851 813 390 503 357 540 
8 290 848 712 208 269 592 
9 827 204 525 863 439 202 
10 639 279 426 204 641 444 
11 988 600 412 762 519 453 
12 98 97 554 281 483 344 
13 595 960 413 205 921 261 
14 790 10 176 839 211 517 
15 363 236 802 583 819 360 
16 757 81 947 893 109 946 
17 102 225 765 968 41 428 
18 344 966 449 851 949 300 
19 957 497 972 272 364 989 
20 355 802 581 496 18 747 
21 604 342 251 43 91 520 
22 9 56 154 599 749 549 
23 173 978 701 854 178 931 
24 517 301 107 847 733 781 
25 343 97 630 73 995 704 
26 221 401 599 149 368 606 
27 445 868 735 269 566 998 
28 978 56 504 310 821 196 
29 219 898 148 544 757 208 
30 860 640 242 546 144 763 
31 996 753 415 512 283 565 
32 320 425 301 393 355 431 
33 29 679 47 885 355 183 
34 751 996 264 112 820 484 
35 798 486 70 657 506 729 
36 628 26 70 978 779 377 
37 570 330 731 796 501 32 
38 889 122 703 140 84 77 
39 130 892 264 121 417 835 
40 142 988 82 522 319 164 
41 75 943 54 446 747 518 
42 905 871 142 958 973 875 
43 837 835 648 321 111 456 
44 430 51 858 607 735 371 
45 264 573 151 194 684 186 
46 706 324 68 689 567 194 
47 357 142 6 289 411 255 
48 149 747 681 98 681 392 
49 549 248 861 539 250 895 
50 229 718 499 635 583 648 
51 669 237 378 537 89 496 
52 947 135 623 459 667 927 
53 126 161 158 652 487 488 
54 476 742 178 91 332 408 
55 904 694 932 983 586 203 
56 298 484 969 763 240 626 
57 658 700 415 960 248 842 
58 525 609 642 348 198 761 
59 463 435 57 345 958 1 
60 582 187 299 570 716 625 
61 679 600 6 740 267 611 
62 282 245 631 262 145 116 
63 528 745 520 407 422 449 
64 771 211 147 287 364 279 
65 991 704 865 937 792 659 
66 493 400 805 678 546 968 
67 490 129 396 619 742 951 
68 598 670 676 782 926 115 
69 459 650 595 51 743 992 
70 780 945 103 394 595 917 
71 656 12 785 430 858 509 
72 242 860 102 403 324 5 
73 442 24 837 4 353 665 
74 639 750 211 612 170 773 
75 272 108 965 239 858 682 
76 634 284 442 320 758 692 
77 994 824 254 762 27 237 
78 228 904 292 782 465 117 
79 606 147 553 527 817 217 
80 719 842 243 53 190 572 
81 729 309 174 580 43 992 
82 692 423 875 557 179 289 
83 5 886 376 635 423 310 
84 894 298 933 175 389 775 
85 919 297 939 952 502 682 
86 293 811 582 802 823 701 
87 609 953 57 929 335 223 
88 318 41 345 944 984 671 
89 671 526 921 460 737 333 
90 986 839 167 565 72 393 
91 295 516 223 917 393 794 
92 900 729 704 761 340 826 
93 821 180 47 908 105 234 
94 574 930 277 25 586 368 
