6 
150 150 150 150 150 150 
1 70 53 70 42 100 13 
2 52 68 57 65 39 74 
3 71 55 97 15 76 35 
4 82 42 56 68 70 55 
5 78 48 62 51 27 100 
6 26 102 27 90 34 79 
7 48 69 55 61 56 69 
8 82 35 76 35 42 72 
9 49 62 31 99 93 29 
10 68 58 82 40 79 51 
11 44 82 48 79 49 64 
12 36 93 92 38 82 38 
13 98 27 39 85 96 32 
14 23 105 38 92 58 68 
15 69 55 78 36 24 94 
16 88 36 30 92 54 62 
17 75 36 69 46 48 68 
18 34 90 34 82 69 43 
19 60 62 51 61 41 72 
20 67 45 67 54 99 21 
21 25 99 52 58 43 69 
22 99 26 94 21 67 44 
23 72 54 99 12 31 93 
24 56 68 74 44 69 47 
25 31 89 44 76 73 37 
26 55 65 90 30 47 78 
27 78 39 86 41 83 38 
28 24 92 63 66 46 75 
29 22 107 76 46 37 88 
30 83 46 96 17 44 78 
31 95 21 43 83 95 25 
32 41 72 41 84 47 66 
33 94 31 29 100 65 65 
34 20 91 46 73 89 31 
35 45 78 34 77 82 41 
36 73 38 61 61 71 55 
37 44 68 26 93 51 77 
38 82 34 62 54 62 51 
39 89 25 62 67 32 98 
40 65 50 31 94 85 44 
41 84 38 77 50 65 56 
42 43 84 82 47 62 54 
43 29 83 97 20 72 44 
44 59 64 75 38 50 64 
45 55 69 88 40 89 32 
46 26 84 61 63 88 42 
47 52 72 82 41 43 86 
48 85 40 56 55 28 87 
49 38 82 89 39 80 43 
50 93 27 36 75 81 31 
51 39 85 87 39 24 97 
52 78 43 55 62 32 79 
53 99 16 88 28 31 89 
54 27 96 74 39 33 88 
55 42 79 95 32 91 21 
56 80 48 84 27 63 66 
57 50 62 54 75 57 63 
58 77 34 76 53 67 49 
59 89 35 30 88 64 55 
60 96 15 89 40 64 63 
61 27 96 29 97 51 74 
62 44 78 73 48 48 70 
63 77 53 80 50 75 42 
64 57 53 77 33 36 90 
65 94 17 96 16 44 82 
66 51 70 69 43 91 33 
67 94 19 38 92 68 53 
68 65 48 21 103 20 101 
69 43 71 100 27 100 19 
70 79 35 21 107 74 49 
71 93 19 44 81 52 78 
72 55 58 53 65 30 90 
73 49 71 82 48 82 48 
74 43 85 91 20 54 70 
75 84 29 68 54 64 65 
76 72 48 69 41 56 70 
77 48 81 82 29 80 47 
78 27 90 75 47 60 69 
79 35 79 36 76 29 84 
80 30 96 34 78 64 61 
81 44 81 33 95 46 71 
82 24 89 95 34 71 46 
83 98 17 89 24 69 43 
84 95 21 35 89 54 69 
85 37 93 60 59 70 46 
86 50 65 33 81 49 75 
87 77 44 22 103 41 79 
88 100 29 36 90 43 74 
89 60 61 49 73 39 87 
90 74 52 83 30 72 38 
91 51 79 61 58 24 92 
92 51 73 97 17 96 20 
93 75 53 48 71 92 29 
94 41 75 100 13 99 27 
95 32 91 74 43 81 29 
96 27 89 100 26 21 100 
97 47 67 66 54 46 78 
98 80 40 41 82 86 36 
99 45 79 88 27 33 83 
100 40 85 24 87 98 23 
101 59 51 30 98 24 90 
102 64 62 44 76 23 99 
103 34 91 88 38 99 19 
104 88 35 32 96 21 95 
105 29 89 87 24 23 94 
106 86 39 55 69 26 86 
107 61 50 77 48 90 29 
108 70 55 100 25 35 82 
109 65 60 79 41 83 39 
110 32 80 56 69 73 40 
111 56 60 20 92 24 89 
112 21 98 21 93 29 95 
113 86 40 27 83 50 69 
114 87 32 62 64 89 36 
115 30 96 63 67 51 72 
116 68 51 72 43 35 85 
117 99 22 95 23 37 77 
118 86 24 36 82 31 81 
119 67 46 53 61 34 89 
120 73 48 85 27 47 79 
121 78 33 88 38 34 96 
