6 
1000 1000 1000 1000 1000 1000 
1 170 243 234 165 166 100 
2 375 104 264 107 395 236 
3 393 144 312 324 320 262 
4 182 316 125 323 377 286 
5 347 158 272 171 263 117 
6 254 141 133 142 386 263 
7 101 188 239 174 105 252 
8 298 400 129 187 279 162 
9 316 185 282 160 229 176 
10 100 217 351 275 321 185 
11 356 218 303 228 170 328 
12 177 397 192 128 199 285 
13 237 102 369 400 201 384 
14 330 119 233 100 328 255 
15 297 311 400 292 318 349 
16 391 291 147 342 131 280 
17 217 385 220 286 394 227 
18 288 126 295 298 192 190 
19 195 156 391 400 300 234 
20 164 106 215 353 138 279 
21 199 252 341 369 288 208 
22 254 244 197 283 395 180 
23 259 173 295 175 351 214 
24 298 317 135 141 320 142 
25 307 154 188 245 389 326 
26 169 236 345 358 231 356 
27 168 394 398 295 149 276 
28 323 332 293 289 260 138 
29 185 248 338 143 384 111 
30 258 138 351 265 320 217 
31 109 135 245 333 357 308 
32 126 143 135 349 395 316 
33 220 137 122 130 356 393 
34 328 254 142 278 343 219 
35 394 211 194 278 380 271 
36 359 349 135 211 229 262 
37 321 343 167 210 141 115 
38 355 272 344 140 263 117 
39 128 212 191 214 358 205 
40 143 351 170 281 244 204 
41 268 355 284 256 164 371 
42 198 258 248 158 287 312 
43 133 166 153 217 234 369 
44 367 227 151 254 144 239 
45 111 202 239 120 240 276 
46 227 224 317 157 201 320 
47 227 213 180 315 248 281 
48 320 234 146 179 273 379 
49 186 277 206 279 114 121 
50 360 313 378 246 388 115 
51 327 274 139 340 236 283 
52 181 348 124 197 334 180 
53 356 160 297 314 393 162 
54 139 258 348 125 125 249 
55 302 224 114 115 201 278 
56 273 313 349 320 286 372 
57 142 202 389 141 112 124 
58 312 227 299 397 209 318 
59 394 172 382 185 303 357 
60 154 120 159 391 350 258 
61 200 203 184 252 113 288 
62 303 302 290 211 332 112 
63 365 221 334 175 396 344 
64 400 248 335 179 242 204 
65 346 369 298 352 167 370 
66 362 172 245 300 224 198 
67 100 129 117 290 354 365 
68 187 324 395 340 384 243 
69 199 321 136 228 376 115 
70 176 286 361 122 192 319 
71 198 209 156 274 271 156 
72 322 219 180 322 165 396 
73 394 235 372 219 161 264 
74 208 172 353 133 141 273 
75 368 376 247 150 341 165 
76 385 339 192 342 239 179 
77 207 245 364 213 360 234 
78 223 195 205 358 198 375 
79 131 394 275 179 375 198 
80 288 234 256 310 193 163 
81 395 342 155 116 299 216 
82 217 387 241 219 195 273 
83 303 221 157 247 223 233 
84 218 315 384 272 273 114 
85 165 174 241 130 193 314 
86 282 313 332 173 253 400 
87 357 128 127 354 223 268 
88 383 199 370 193 346 301 
89 199 218 100 382 234 372 
90 356 386 326 172 196 255 
91 338 189 196 350 178 212 
92 312 144 161 113 106 182 
93 395 315 141 334 386 233 
94 150 131 215 340 147 370 
95 304 309 277 376 326 321 
96 247 277 267 236 121 138 
97 207 210 297 356 264 238 
98 326 247 359 262 377 357 
99 365 274 362 337 372 118 
100 276 125 251 399 326 372 
101 150 298 276 107 210 374 
102 147 107 311 165 315 125 
103 289 176 282 297 396 398 
104 188 147 350 313 380 396 
105 164 386 382 234 115 380 
106 253 391 354 317 105 149 
107 169 161 203 346 331 254 
108 387 374 289 379 207 131 
109 163 259 358 357 274 125 
110 336 148 331 127 103 149 
111 144 263 173 275 299 249 
112 140 320 400 315 388 251 
113 336 219 182 313 285 166 
114 280 323 398 188 102 342 
115 285 387 235 116 391 387 
116 360 313 270 249 301 115 
117 147 382 283 398 125 138 
118 240 229 342 274 292 199 
119 340 323 182 342 328 299 
120 392 262 166 203 342 319 
121 270 324 133 315 204 194 
122 172 389 262 160 244 286 
123 237 276 173 108 144 285 
124 326 302 310 328 382 370 
125 380 119 343 274 333 193 
126 370 316 399 387 326 355 
127 359 362 326 325 231 147 
128 143 374 216 136 206 127 
129 169 136 361 155 261 255 
130 121 233 301 386 223 389 
131 134 248 234 391 155 260 
132 361 256 301 353 115 335 
133 331 277 203 277 123 209 
134 126 303 146 221 385 242 
135 369 104 340 215 201 248 
136 135 200 139 286 383 326 
137 248 337 390 123 132 161 
138 293 307 360 184 379 332 
139 213 288 339 353 387 125 
140 120 364 334 270 103 277 
141 256 145 338 185 173 187 
142 126 110 251 168 288 340 
143 369 152 333 276 147 356 
144 184 327 345 153 400 142 
145 359 374 283 119 258 380 
146 106 167 248 192 290 301 
147 215 249 375 224 192 133 
148 366 221 297 211 163 204 
149 166 269 137 271 341 136 
150 264 253 338 295 397 334 
151 155 108 259 278 183 286 
152 145 357 216 190 187 374 
153 266 351 168 368 389 158 
154 134 280 326 387 228 135 
155 157 265 156 377 181 104 
156 289 340 122 369 375 328 
157 285 354 383 255 297 168 
158 138 121 271 245 180 272 
159 248 297 109 123 202 388 
160 343 159 156 133 155 232 
161 184 370 116 258 204 300 
162 355 186 273 211 375 394 
163 364 374 289 386 345 350 
164 351 253 168 206 325 289 
165 223 177 275 149 272 128 
166 340 119 128 126 380 343 
167 305 377 207 164 172 148 
168 232 186 250 120 364 375 
169 241 268 244 383 218 350 
170 263 135 290 274 159 366 
171 174 214 301 320 103 349 
172 355 239 182 176 238 399 
173 159 105 156 290 330 183 
174 233 215 175 128 155 392 
175 136 318 363 325 158 163 
176 139 148 253 157 176 345 
177 220 244 201 284 232 147 
178 276 110 146 386 234 393 
179 136 184 319 275 276 153 
180 249 125 294 349 282 397 
181 255 220 380 277 398 165 
182 122 102 255 166 313 113 
183 357 342 247 341 156 181 
184 360 316 339 360 200 397 
185 205 119 168 294 106 173 
186 169 283 100 315 109 170 
187 217 314 365 274 227 221 
188 124 218 272 353 299 300 
189 260 220 341 400 115 287 
190 215 179 373 282 278 132 
191 377 227 176 390 352 140 
192 164 247 319 361 391 367 
193 242 135 194 141 223 379 
194 155 359 215 373 203 357 
195 174 317 174 128 394 217 
196 201 345 345 262 131 377 
197 397 294 290 204 317 120 
198 396 205 381 385 306 337 
199 339 254 270 125 344 148 
200 362 144 369 377 351 306 
201 311 323 362 261 227 155 
202 291 116 317 347 129 290 
203 313 209 360 266 243 156 
204 168 215 151 324 372 261 
205 244 305 377 179 193 289 
206 400 363 183 329 213 265 
207 278 281 351 278 366 303 
208 291 187 388 287 326 366 
209 319 160 398 253 373 118 
210 301 215 363 122 242 331 
211 284 278 156 153 365 290 
212 154 192 252 325 259 258 
213 115 274 200 352 278 283 
214 383 398 270 225 156 298 
215 303 215 397 365 367 314 
216 165 196 184 350 198 376 
217 374 304 156 354 168 171 
218 269 162 285 341 349 129 
219 272 296 138 149 328 205 
220 260 155 273 325 193 277 
221 131 100 316 306 341 168 
222 154 103 270 379 311 244 
223 303 191 138 262 141 110 
224 115 351 251 136 294 324 
225 225 221 292 237 365 239 
226 222 400 205 236 118 130 
227 313 376 200 259 269 393 
228 340 112 215 258 144 389 
229 237 124 129 315 227 387 
230 383 358 238 264 143 299 
