6 
100 100 100 100 100 100 
1 7 45 50 35 46 7 
2 8 12 32 27 23 29 
3 22 31 7 23 25 44 
4 40 10 43 11 3 1 
5 43 39 31 27 47 33 
6 6 15 47 36 34 35 
7 18 47 15 47 46 34 
8 42 21 24 41 1 33 
9 47 34 28 40 24 42 
10 19 13 18 6 5 25 
11 41 26 47 50 18 43 
12 1 33 16 46 22 31 
13 10 5 13 37 2 29 
14 16 9 20 13 40 40 
15 44 19 15 47 12 3 
16 5 18 5 1 16 5 
17 8 50 49 27 41 4 
18 31 31 39 17 6 10 
19 37 5 9 14 48 24 
20 10 38 36 41 43 1 
21 50 28 11 31 7 44 
22 43 31 16 9 17 17 
23 24 34 39 24 42 41 
24 17 50 36 14 35 28 
25 50 35 44 41 42 47 
26 16 7 8 21 3 31 
27 27 11 17 31 41 39 
28 5 4 36 50 14 40 
29 38 49 15 24 13 5 
30 40 19 17 23 49 6 
31 19 29 29 25 10 35 
32 48 10 22 12 29 44 
33 13 15 44 26 44 6 
34 42 33 19 29 1 48 
35 23 26 3 16 24 31 
36 29 31 8 12 34 5 
37 46 32 45 12 38 50 
38 50 46 21 50 47 19 
39 30 32 49 12 44 44 
40 49 27 8 8 30 19 
41 5 34 44 17 32 8 
42 4 17 20 15 18 24 
43 8 44 5 49 44 19 
44 44 36 28 50 14 12 
45 1 45 49 32 35 11 
46 44 15 1 12 4 7 
47 33 32 21 15 31 30 
48 30 47 25 18 22 26 
49 33 38 7 31 1 47 
50 24 7 36 42 47 28 
51 46 30 17 43 4 48 
52 8 39 1 18 7 44 
53 31 49 15 39 22 39 
54 12 9 14 22 15 44 
55 42 37 48 10 46 8 
56 35 33 10 36 19 37 
57 24 5 1 18 19 18 
58 24 44 23 10 47 18 
59 38 50 10 22 11 50 
60 5 26 2 40 10 8 
61 8 37 42 49 3 14 
62 12 31 29 49 4 33 
63 35 27 39 30 11 20 
64 34 43 18 4 6 5 
65 33 18 1 15 50 8 
66 27 50 49 44 12 37 
67 35 8 41 24 50 48 
68 16 37 4 42 10 23 
69 47 45 24 34 22 27 
70 46 47 36 30 21 15 
71 27 29 14 10 38 38 
72 32 47 41 19 3 21 
73 4 2 2 43 17 36 
74 13 25 23 16 28 47 
75 49 9 24 2 12 30 
76 8 20 26 15 5 4 
77 17 41 3 4 29 15 
78 31 16 31 38 43 3 
79 5 14 21 2 10 34 
80 19 49 22 2 50 33 
81 16 13 39 14 26 22 
82 7 17 43 4 8 44 
83 2 13 47 20 43 16 
84 37 46 48 11 48 26 
85 25 1 26 40 23 31 
86 40 2 49 4 18 27 
87 43 34 34 16 48 37 
88 49 32 45 27 4 13 
89 19 3 4 41 7 18 
90 29 45 32 39 50 9 
91 27 49 1 15 10 8 
92 18 39 10 28 1 14 
93 20 3 47 1 37 15 
94 47 39 44 10 25 33 
95 47 24 34 38 3 1 
96 21 23 32 17 18 21 
97 19 20 17 2 50 14 
98 46 22 20 3 12 42 
99 24 36 18 4 8 22 
100 25 21 40 9 23 17 
101 25 41 15 33 36 22 
102 18 49 30 41 31 17 
103 5 11 14 46 12 2 
104 43 11 42 31 36 41 
105 35 36 21 22 3 24 
106 6 43 28 7 3 10 
107 15 33 11 28 24 24 
108 14 23 49 10 29 31 
109 50 43 8 33 49 9 
110 45 15 6 7 5 46 
111 49 35 13 8 45 45 
112 10 43 23 15 13 41 
113 14 27 16 48 20 14 
114 16 14 44 31 17 40 
115 29 32 10 37 5 4 
116 21 31 19 28 29 21 
117 13 16 21 46 20 31 
118 28 15 19 47 10 30 
119 9 38 27 20 3 44 
120 9 44 38 46 17 6 
121 25 45 18 7 44 16 
122 1 33 44 3 47 13 
123 49 4 24 45 2 31 
124 33 43 8 10 46 31 
125 12 37 4 33 6 22 
126 2 15 43 35 24 49 
127 40 43 28 13 50 45 
128 1 29 17 48 35 26 
129 44 13 29 11 42 29 
130 28 6 12 44 10 26 
131 18 11 15 31 47 45 
132 42 22 46 46 6 40 
133 27 50 39 49 40 37 
134 44 24 25 1 21 40 
135 16 2 34 27 44 7 
136 47 50 18 46 16 20 
137 1 23 34 36 1 6 
138 47 47 46 14 43 38 
139 37 30 8 24 1 9 
140 47 28 46 17 12 33 
141 48 39 23 28 16 15 
142 25 11 35 50 31 31 
143 24 34 37 45 7 11 
144 10 47 41 38 16 12 
145 9 16 1 1 42 36 
146 33 9 1 14 41 43 
147 41 41 1 14 39 39 
148 33 18 50 5 8 32 
149 46 1 38 40 18 40 
150 25 50 5 28 3 2 
151 5 34 11 45 48 24 
152 36 48 7 46 15 34 
153 36 33 4 22 33 11 
154 36 8 20 9 27 13 
155 18 32 41 3 6 10 
156 16 47 24 7 48 12 
157 11 5 39 11 23 45 
158 33 7 36 27 26 4 
159 33 32 44 29 30 22 
160 48 6 4 1 7 50 
161 47 45 43 24 21 17 
162 4 11 27 42 9 37 
163 6 26 5 47 49 30 
164 4 48 8 33 39 1 
165 49 46 40 15 25 21 
166 8 43 27 31 35 41 
167 42 20 41 46 1 45 
168 20 17 30 50 16 38 
169 41 23 7 49 34 40 
170 27 13 32 26 39 36 
171 22 4 34 2 23 47 
172 50 15 27 12 37 37 
173 23 45 34 16 22 3 
174 25 3 12 10 23 50 
175 48 15 40 28 24 9 
176 17 28 11 50 16 17 
177 13 17 10 24 41 6 
178 10 36 48 37 2 35 
179 1 10 48 3 30 40 
180 39 34 16 36 7 3 
181 11 24 34 2 36 44 
182 31 25 17 32 44 19 
183 14 27 41 37 50 33 
184 7 25 4 10 45 50 
185 2 10 38 41 14 16 
186 24 8 39 18 2 37 
187 33 38 33 48 7 2 
188 20 29 18 46 35 26 
189 43 26 27 30 26 49 
190 40 50 28 20 9 40 
191 10 48 46 28 11 50 
192 45 21 2 4 28 5 
193 42 29 43 18 32 37 
194 11 38 25 19 41 17 
195 19 2 4 40 24 15 
196 10 3 32 33 24 16 
197 1 37 15 21 45 23 
198 10 6 12 48 16 5 
199 14 49 44 14 24 27 
200 25 47 42 13 50 30 
201 36 38 33 27 16 17 
202 39 25 9 44 30 11 
203 1 16 25 27 23 23 
204 30 49 50 48 41 41 
205 8 46 13 6 17 11 
206 2 32 43 10 2 36 
207 6 8 37 46 15 17 
208 2 30 12 43 29 46 
209 31 44 37 12 47 42 
210 45 18 9 9 44 35 
211 12 33 36 20 44 39 
212 5 28 34 39 44 34 
213 2 5 33 9 24 35 
214 17 31 49 33 5 36 
215 46 33 50 30 33 50 
216 19 30 35 34 1 38 
217 30 1 27 21 8 14 
218 45 43 8 41 44 49 
219 43 12 17 44 37 49 
220 8 37 5 3 48 48 
221 3 2 15 28 9 48 
222 4 37 15 2 35 22 
223 26 42 35 19 24 7 
224 31 27 8 25 35 20 
225 44 16 7 28 12 48 
226 32 34 42 30 21 19 
227 5 1 39 46 30 13 
228 17 44 43 41 15 7 
229 10 22 12 48 22 6 
230 11 45 2 27 45 28 
231 40 17 33 45 23 42 
232 36 22 31 15 31 45 
233 5 28 12 9 42 23 
234 32 20 27 13 7 9 
235 8 23 35 47 18 2 
236 8 17 17 24 24 10 
237 2 10 7 23 29 26 
238 9 15 21 29 8 36 
239 16 28 43 10 32 41 
240 38 4 43 35 9 28 
241 47 30 31 19 34 20 
242 14 48 24 24 41 29 
243 29 4 25 1 36 10 
244 27 34 27 1 10 33 
245 18 46 26 47 45 5 
246 36 14 19 4 16 33 
247 37 41 14 45 50 10 
248 43 42 7 34 31 14 
249 22 15 11 19 38 47 
250 22 44 21 42 28 29 
251 14 43 20 46 22 39 
252 45 12 17 4 8 43 
253 49 35 26 41 5 34 
254 33 34 20 32 40 7 
255 33 36 22 36 31 34 
256 6 4 26 45 32 9 
257 15 7 28 34 7 32 
258 13 30 44 19 43 32 
259 22 20 50 18 50 18 
260 26 23 40 13 13 18 
261 11 20 25 46 26 27 
262 11 16 36 25 39 6 
263 20 7 31 39 42 44 
264 41 13 47 42 29 37 
265 35 28 49 44 30 13 
266 24 45 23 9 44 10 
267 45 35 32 27 40 33 
268 38 48 18 21 50 30 
269 17 45 36 32 35 21 
270 43 10 40 26 26 14 
271 37 22 10 12 41 4 
272 20 29 13 32 3 26 
273 33 27 3 32 6 14 
274 4 6 45 3 17 48 
275 26 26 34 24 23 22 
276 49 10 8 48 34 18 
277 47 27 21 50 8 46 
278 29 13 16 39 42 12 
279 15 21 30 46 48 43 
280 45 2 28 34 48 48 
281 30 36 25 12 8 48 
282 25 22 2 5 31 6 
283 31 20 40 19 28 15 
284 46 43 38 40 15 2 
285 21 18 45 25 13 16 
286 45 35 31 19 50 8 
287 29 16 32 14 47 16 
288 14 4 1 2 44 44 
289 23 35 30 28 48 20 
290 43 23 1 38 45 43 
291 39 35 6 41 2 35 
292 4 4 30 36 8 5 
293 43 21 50 49 18 44 
294 10 24 44 13 34 19 
295 10 16 42 30 27 31 
296 22 30 30 38 45 7 
297 3 4 45 23 11 41 
298 25 3 43 24 20 17 
299 11 16 24 48 35 2 
300 32 42 33 26 7 9 
301 13 10 31 31 20 38 
302 40 45 31 44 14 46 
303 18 40 4 12 30 47 
304 8 26 40 4 27 12 
305 34 22 23 44 13 39 
306 27 17 13 27 46 15 
307 25 19 41 3 26 37 
308 50 40 43 28 49 2 
309 49 49 40 20 4 2 
310 26 45 12 5 34 32 
311 20 31 49 43 44 9 
312 1 4 12 34 6 26 
313 16 14 16 14 13 22 
314 40 37 22 31 33 41 
315 21 41 13 39 14 34 
316 39 5 2 44 5 1 
317 42 17 33 30 13 14 
318 2 24 24 4 24 45 
319 19 7 28 7 7 24 
320 14 13 38 27 12 35 
321 49 32 21 12 31 12 
322 23 34 44 41 9 14 
323 15 41 15 6 10 36 
324 8 25 10 28 25 46 
325 19 24 21 4 2 46 
326 21 41 3 29 46 12 
327 2 21 22 32 48 7 
328 41 34 7 2 31 1 
329 1 29 33 46 20 36 
330 19 13 33 26 25 40 
331 47 39 20 16 46 9 
332 41 2 6 3 30 2 
333 21 48 26 5 33 10 
334 23 32 14 5 9 44 
335 27 3 46 35 2 3 
336 21 44 48 18 30 47 
337 36 43 4 30 1 31 
338 46 31 7 21 4 15 
339 37 37 28 29 20 48 
340 23 17 15 15 45 8 
341 19 26 5 32 30 2 
342 49 35 6 8 26 11 
343 4 36 44 44 6 16 
344 21 6 8 47 49 49 
345 14 29 34 47 37 26 
346 44 9 10 48 8 43 
347 49 18 24 12 47 2 
348 2 41 10 47 37 16 
349 22 37 17 28 25 43 
350 15 17 6 24 16 34 
351 44 50 35 45 3 26 
352 24 19 4 46 34 28 
353 25 27 18 27 9 42 
354 9 1 8 19 28 30 
355 9 10 11 7 27 49 
356 33 31 46 30 44 9 
357 20 44 30 27 40 16 
358 9 11 24 22 10 49 
359 10 38 43 49 36 28 
360 39 39 20 40 40 45 
361 10 1 17 36 11 18 
362 23 39 38 40 13 41 
363 33 27 49 20 34 29 
364 49 3 3 26 7 34 
365 2 30 10 36 35 20 
366 36 16 28 25 1 11 
367 19 47 24 44 20 3 
368 7 4 49 21 11 10 
369 19 1 47 9 21 15 
370 6 46 40 30 50 4 
371 28 38 21 13 2 48 
372 48 36 47 11 36 6 
373 34 16 4 19 35 25 
374 25 6 21 20 24 40 
375 10 50 4 8 43 32 
376 34 46 15 48 27 5 
377 12 13 45 25 20 10 
378 7 43 11 2 27 14 
379 11 15 45 45 4 42 
380 37 47 19 48 29 31 
381 33 2 38 2 25 38 
382 44 20 12 13 43 27 
383 22 20 40 46 9 9 
384 18 9 19 6 43 21 
385 3 50 50 6 34 29 
386 4 31 18 15 16 8 
387 26 23 16 35 47 27 
388 32 25 1 7 33 50 
389 4 8 47 1 10 1 
390 5 6 9 37 19 5 
391 33 3 32 12 31 15 
392 44 10 50 20 50 2 
393 39 5 42 36 10 23 
394 44 49 37 50 44 17 
395 1 24 36 23 48 42 
396 44 40 14 29 17 1 
397 43 36 5 36 13 9 
398 17 14 31 29 41 32 
399 9 39 4 30 4 20 
400 9 31 2 35 24 43 
401 43 1 15 50 19 15 
402 27 2 28 32 9 27 
403 38 49 28 4 28 27 
404 39 2 34 35 23 16 
405 37 28 7 10 16 6 
406 33 15 27 22 12 38 
407 50 31 24 11 12 33 
408 29 33 2 43 15 29 
409 40 6 17 26 11 20 
410 37 40 35 32 10 47 
411 40 20 27 27 18 6 
412 22 24 38 23 31 48 
413 30 7 23 29 47 4 
414 15 18 36 2 34 41 
415 31 24 5 8 25 3 
416 28 34 21 31 48 22 
417 50 3 14 21 36 39 
418 3 5 6 14 2 34 
419 39 23 39 44 8 6 
420 29 4 8 44 21 41 
421 12 21 36 8 47 40 
422 30 15 33 15 24 19 
423 8 10 23 44 9 3 
424 24 26 34 37 49 21 
425 24 44 24 40 49 47 
426 40 12 38 40 25 13 
427 46 39 40 4 40 27 
428 48 18 27 9 47 40 
429 21 34 14 10 10 11 
430 30 42 34 29 25 30 
431 46 50 9 9 10 25 
432 49 44 19 50 42 16 
433 17 36 48 11 44 3 
434 23 42 4 40 14 27 
435 43 9 41 49 16 50 
436 41 6 8 18 14 28 
437 1 49 30 14 41 36 
438 28 3 34 9 2 29 
439 7 18 4 14 46 17 
440 41 6 26 19 17 29 
441 48 44 41 41 31 25 
442 17 36 41 50 4 29 
443 27 44 27 34 46 4 
444 3 40 5 45 50 7 
445 28 44 32 42 37 5 
446 3 35 12 4 10 41 
447 45 36 43 34 19 30 
448 3 50 7 15 19 47 
449 16 23 26 13 41 31 
450 7 23 30 45 4 10 
451 33 39 31 30 29 50 
452 15 35 26 41 24 7 
453 1 44 16 17 27 14 
454 2 14 48 34 18 45 
455 15 24 7 23 13 30 
456 13 37 45 32 22 39 
457 1 5 12 32 32 19 
458 39 34 22 15 32 20 
459 42 12 38 28 48 50 
460 2 27 17 3 42 10 
461 23 45 26 39 31 10 
462 38 33 21 19 32 45 
463 43 41 36 29 50 31 
464 22 20 28 49 39 36 
465 22 20 45 29 17 25 
466 35 32 49 39 24 49 
467 18 42 23 10 40 42 
468 24 4 2 41 12 12 
469 14 3 46 35 7 15 
470 16 14 37 3 20 33 
471 14 38 28 30 24 30 
472 21 23 47 41 46 33 
473 44 31 4 11 43 16 
474 50 24 24 8 7 33 
475 3 46 8 44 16 42 
476 8 17 28 34 28 26 
477 34 8 1 9 20 15 
478 27 14 17 28 10 42 
479 8 11 34 20 14 13 
480 45 23 8 45 50 39 
481 14 4 22 14 42 21 
482 16 30 11 46 16 21 
483 16 44 46 7 13 46 
484 32 43 38 5 1 34 
485 40 26 23 20 22 13 
486 10 49 17 31 44 41 
487 15 50 31 47 36 28 
488 49 35 34 14 42 15 
489 37 7 22 17 23 35 
