6 
1000 1000 1000 1000 1000 1000 
1 960 380 990 848 998 321 
2 238 931 148 538 699 183 
3 469 930 529 388 525 962 
4 880 897 372 365 229 931 
5 240 72 882 200 339 362 
6 116 342 794 543 29 70 
7 939 50 963 979 225 710 
8 301 429 870 105 722 509 
9 873 244 546 994 692 801 
10 446 889 232 898 330 291 
11 547 539 691 17 24 956 
12 877 51 742 318 292 456 
13 818 40 699 971 529 393 
14 687 772 71 628 222 398 
15 188 46 168 815 340 55 
16 150 955 136 968 537 983 
17 273 765 189 379 926 598 
18 15 530 841 858 284 165 
19 421 922 379 164 915 711 
20 111 702 653 828 432 565 
21 195 367 259 347 453 139 
22 48 50 778 132 940 501 
23 48 562 439 148 815 301 
24 740 601 373 476 838 47 
25 5 81 249 377 888 819 
26 354 760 346 444 350 438 
27 833 256 275 886 679 321 
28 539 235 359 491 251 306 
29 646 700 450 594 947 886 
30 710 117 968 351 827 392 
31 964 719 752 741 143 586 
32 683 85 310 248 261 603 
33 117 102 420 907 348 208 
34 702 645 303 432 277 377 
35 934 648 667 474 934 294 
36 799 285 74 314 738 736 
37 589 246 435 316 434 84 
38 442 815 875 151 590 707 
39 671 508 286 948 139 762 
40 407 901 396 69 111 638 
41 244 769 13 742 69 346 
42 77 352 283 859 301 581 
43 23 427 262 313 487 475 
44 448 24 731 797 55 268 
45 975 529 404 574 699 929 
46 376 399 843 617 785 864 
47 323 244 680 860 251 812 
48 565 576 2 394 716 28 
49 566 236 784 66 830 338 
50 498 364 981 327 185 836 
51 692 123 676 171 247 521 
52 193 770 998 303 860 280 
53 944 317 150 899 728 689 
54 591 955 537 913 185 92 
55 4 554 511 817 90 49 
56 629 340 571 328 441 287 
57 879 981 872 714 559 873 
58 676 63 991 426 931 215 
59 382 415 646 72 995 916 
60 98 141 529 803 530 868 
61 859 40 12 711 536 893 
62 134 437 43 799 442 332 
63 711 216 14 816 740 643 
64 633 929 530 269 55 989 
65 473 177 548 333 454 309 
66 438 165 560 998 718 51 
67 418 49 391 634 813 442 
68 365 407 796 772 273 841 
69 252 941 346 748 907 607 
70 756 154 189 693 844 984 
71 663 81 231 902 658 986 
72 627 464 240 376 170 357 
73 639 441 775 71 417 986 
74 987 596 545 725 954 447 
75 933 521 412 300 737 858 
76 637 954 749 324 958 934 
77 458 226 256 467 606 106 
78 960 183 842 180 284 134 
79 605 4 651 756 826 168 
80 694 328 221 467 232 422 
81 760 46 840 107 844 26 
82 681 866 142 535 130 466 
83 457 434 757 915 980 122 
84 897 641 581 331 536 642 
85 581 940 551 528 93 41 
86 998 154 628 696 947 516 
87 728 27 877 643 491 661 
88 812 137 74 27 404 466 
89 684 752 331 186 461 737 
90 87 144 608 612 983 492 
91 985 900 336 88 523 720 
92 579 596 490 213 537 210 
93 103 337 160 842 570 422 
94 907 210 878 371 400 239 
95 327 700 406 544 759 639 
96 171 988 73 236 926 558 
97 389 887 652 570 665 702 
98 796 708 214 52 336 742 
99 368 961 889 343 359 927 
100 541 198 206 183 454 328 
101 208 598 42 380 327 379 
102 378 447 842 821 107 928 
103 512 198 820 622 186 272 
104 701 275 494 179 761 5 
105 142 14 188 526 401 930 
106 272 800 330 862 360 309 
107 931 779 587 667 428 99 
108 125 119 186 367 384 193 
109 649 515 57 425 683 191 
110 942 151 981 477 554 750 
111 285 579 750 432 915 959 
112 627 657 970 710 289 769 
113 541 327 131 694 131 108 
114 825 958 447 440 140 288 
115 309 983 427 262 800 841 
116 311 310 897 82 959 524 
117 341 234 331 114 67 513 
118 61 427 466 431 797 84 
119 842 718 575 402 287 804 
120 499 613 415 382 767 227 
121 163 104 86 983 630 249 
122 467 870 562 975 333 999 
123 778 392 245 69 232 883 
124 76 934 759 676 526 679 
125 648 353 246 591 87 410 
126 512 125 363 239 116 949 
127 379 930 208 935 120 437 
128 519 937 675 837 810 172 
129 317 149 356 785 895 219 
130 662 851 706 684 734 352 
131 402 910 478 202 962 699 
132 629 267 678 669 96 683 
133 901 843 732 477 180 24 
134 458 516 368 871 988 768 
135 973 830 98 216 327 568 
136 890 363 937 247 127 457 
137 191 194 714 685 466 609 
138 401 12 258 41 121 102 
139 680 936 938 178 763 46 
140 205 551 153 862 870 874 
141 19 255 822 39 821 972 
142 114 769 740 686 242 722 
143 680 394 294 526 106 145 
144 220 806 875 49 408 363 
145 651 531 892 227 790 590 
146 918 148 197 892 316 850 
147 375 813 789 535 225 665 
148 305 900 255 295 989 831 
149 186 614 116 655 599 530 
150 482 781 840 48 393 236 
151 22 303 547 36 147 891 
152 897 876 412 155 898 705 
153 11 514 126 440 727 634 
154 529 15 246 528 743 684 
155 369 774 339 315 584 480 
156 623 206 265 639 354 401 
157 924 271 807 186 385 838 
158 460 177 608 935 609 552 
159 447 985 218 126 261 482 
160 313 661 298 283 819 478 
161 545 617 207 930 622 828 
162 783 469 362 376 305 257 
163 579 766 474 580 999 187 
164 327 524 199 845 904 586 
165 920 129 621 563 945 830 
166 611 229 56 362 523 162 
167 741 15 691 580 571 454 
168 848 379 189 200 171 866 
169 226 879 502 222 587 739 
170 442 235 161 900 270 913 
171 717 925 524 541 374 945 
172 43 771 741 219 595 538 
173 904 915 778 567 849 672 
174 542 967 387 729 723 658 
175 871 375 277 973 687 62 
176 494 366 841 131 305 920 
177 405 101 875 586 807 981 
178 266 606 377 90 377 239 
179 728 461 464 694 871 845 
180 765 884 707 351 928 838 
181 410 159 662 300 189 241 
182 264 556 643 314 449 967 
183 785 20 579 467 908 184 
184 171 343 869 321 820 232 
185 560 187 41 48 193 748 
186 792 716 209 206 414 993 
187 932 691 985 613 657 964 
188 497 477 333 626 297 432 
189 764 555 527 494 90 1000 
190 794 569 281 310 84 327 
191 116 728 805 103 27 121 
192 705 794 782 709 528 632 
193 715 464 955 959 757 671 
194 412 699 60 549 670 660 
195 535 653 383 297 104 836 
196 537 179 960 223 88 830 
197 889 712 408 881 134 309 
198 271 904 326 432 806 981 
199 484 844 456 590 406 617 
200 391 942 849 226 77 664 
201 958 804 206 388 754 811 
202 582 92 521 2 853 47 
203 968 602 274 617 149 571 
204 351 659 702 960 861 941 
205 76 84 668 628 496 418 
206 647 987 496 421 385 320 
207 927 382 906 546 834 989 
208 434 160 60 313 447 29 
209 13 12 368 190 4 244 
210 922 760 725 331 201 489 
211 789 686 700 337 698 80 
212 349 252 489 790 279 425 
213 696 101 635 813 373 838 
214 174 581 135 876 107 669 
215 433 360 448 831 204 263 
216 481 676 913 834 605 45 
217 600 456 476 353 221 656 
218 699 412 119 20 745 894 
219 363 461 527 235 527 535 
220 514 280 17 406 290 833 
221 924 76 420 194 780 239 
222 927 98 699 196 625 675 
223 93 262 852 34 491 153 
224 208 134 116 892 428 510 
225 948 522 548 930 853 365 
226 947 849 258 851 106 928 
227 656 266 72 419 493 699 
228 686 30 983 678 601 656 
229 933 37 216 953 85 955 
230 339 605 841 192 972 565 
231 583 698 598 834 582 2 
232 979 232 16 99 785 884 
233 752 546 943 356 299 540 
234 217 633 396 761 555 949 
235 81 685 84 373 748 433 
236 574 47 129 310 678 442 
237 736 915 160 612 698 502 
238 790 799 693 885 255 431 
239 33 430 691 488 579 123 
240 311 132 486 211 54 463 
241 854 393 964 997 578 262 
242 481 424 345 365 891 698 
243 417 699 156 547 972 506 
244 468 700 895 331 596 395 
245 705 788 444 481 389 227 
246 487 19 854 397 22 431 
247 928 457 196 517 180 179 
248 218 207 31 756 108 988 
249 483 317 696 37 56 966 
250 226 610 300 882 903 416 
251 916 96 132 103 241 356 
252 186 558 918 582 333 242 
253 391 430 590 380 215 373 
254 878 538 119 428 835 562 
