6 
10 10 10 10 10 10 
1 6 3 3 5 7 4 
2 4 10 5 1 8 2 
3 7 6 5 3 10 7 
4 10 9 1 9 4 10 
5 4 4 4 3 8 5 
6 3 3 3 10 6 7 
7 10 9 6 5 4 3 
8 1 3 4 9 2 9 
9 7 7 3 3 7 3 
10 3 4 5 4 9 4 
11 9 1 7 5 5 5 
12 7 9 1 9 1 3 
13 2 9 7 9 9 8 
14 10 2 5 2 10 3 
15 3 10 4 3 6 8 
16 4 1 1 9 6 10 
17 6 2 3 3 3 10 
18 5 5 6 8 5 9 
19 10 9 3 1 4 10 
20 2 4 9 8 4 10 
21 2 9 9 4 7 9 
22 1 4 6 6 2 9 
23 7 2 1 10 10 3 
24 10 4 6 6 1 9 
25 4 3 8 8 3 1 
26 6 5 8 5 7 4 
27 8 8 10 8 2 2 
28 1 7 6 9 8 3 
29 4 7 2 2 8 5 
30 6 6 10 9 4 7 
31 7 8 3 1 4 3 
32 2 5 5 2 4 7 
33 5 2 1 2 4 3 
34 4 2 10 3 9 8 
35 8 5 9 3 3 5 
36 7 4 6 10 4 8 
37 7 5 7 10 3 10 
38 1 7 6 10 3 4 
39 5 3 10 3 8 7 
40 9 6 8 6 1 8 
41 4 5 3 10 9 9 
42 4 4 4 1 8 8 
43 3 4 4 8 6 8 
44 1 5 1 4 7 5 
45 7 9 6 1 7 3 
46 3 3 4 5 7 1 
47 3 5 8 8 6 8 
48 4 7 10 8 4 2 
49 10 7 10 10 10 2 
50 6 4 1 10 9 4 
51 8 10 7 7 8 6 
52 2 8 1 3 10 1 
53 6 7 1 8 7 3 
54 10 2 8 1 1 2 
55 8 8 9 9 9 9 
56 2 8 4 9 4 7 
57 7 5 3 7 3 2 
58 6 5 9 6 4 8 
59 2 3 7 5 3 1 
60 4 5 3 7 8 10 
61 4 2 10 2 10 7 
62 3 7 5 7 10 2 
63 2 4 7 2 3 7 
64 5 7 10 9 5 2 
65 7 7 2 4 8 8 
66 8 6 10 3 10 10 
67 3 3 5 7 1 10 
68 2 8 7 3 1 9 
69 9 10 10 7 9 8 
70 3 10 6 7 10 3 
71 1 4 5 1 1 7 
72 6 2 2 9 3 1 
73 10 7 3 2 10 5 
74 2 2 6 8 8 2 
75 10 2 7 10 9 3 
76 6 8 7 5 10 7 
77 1 4 3 10 6 6 
78 1 7 6 7 3 2 
79 8 6 6 2 10 10 
80 4 3 7 8 2 3 
81 7 1 7 7 5 1 
82 5 4 2 2 3 7 
83 6 2 1 6 9 5 
84 2 10 4 7 7 5 
85 10 1 4 2 10 5 
86 2 10 3 2 3 1 
87 2 8 6 6 3 8 
88 8 1 9 6 3 7 
89 3 2 5 2 10 4 
90 2 7 2 8 10 10 
91 5 10 6 6 1 1 
92 3 3 6 6 2 9 
93 10 3 10 6 3 3 
94 2 10 2 3 2 9 
95 4 5 4 1 1 3 
96 9 5 6 6 5 7 
97 1 6 2 10 1 1 
98 9 6 7 7 2 3 
99 5 8 4 9 4 1 
100 9 5 8 9 2 10 
101 3 10 4 3 9 4 
102 10 5 3 8 7 7 
103 4 2 9 4 1 10 
104 2 2 7 9 2 8 
105 2 4 6 7 3 7 
106 5 9 6 2 10 8 
107 3 3 5 7 2 7 
108 2 2 10 10 2 2 
109 6 2 8 10 10 3 
110 9 1 2 1 7 8 
111 10 7 8 1 5 10 
112 1 9 10 3 2 1 
113 2 1 3 7 9 2 
114 4 1 2 5 3 1 
115 5 2 10 5 5 5 
116 1 2 5 4 4 2 
117 5 5 6 10 1 2 
118 5 7 2 6 3 2 
119 3 1 2 2 1 3 
120 10 6 6 5 3 7 
121 9 9 4 6 3 6 
122 1 4 6 10 1 6 
123 6 1 2 1 1 6 
124 2 2 7 6 4 8 
125 1 2 4 1 10 4 
126 5 5 8 6 5 4 
127 2 4 4 7 3 7 
128 2 4 5 3 2 4 
129 9 1 1 8 10 4 
130 4 5 1 3 3 6 
131 6 10 9 2 8 3 
132 7 8 6 8 5 2 
133 5 9 9 1 8 2 
134 1 6 7 8 10 5 
135 10 7 5 2 8 7 
136 7 6 10 10 4 3 
137 6 1 10 9 2 8 
138 7 1 8 3 2 9 
139 3 3 3 5 3 7 
140 2 7 10 6 4 1 
141 1 4 9 9 8 4 
142 4 3 10 2 4 10 
143 8 5 1 10 9 4 
144 9 3 3 9 1 4 
145 5 6 6 1 6 10 
146 6 9 6 6 3 8 
147 1 1 2 6 9 8 
148 4 1 4 4 3 3 
149 2 7 5 6 3 9 
150 6 9 7 8 8 7 
151 6 9 5 9 4 6 
152 8 1 9 7 3 1 
153 10 8 8 8 9 7 
154 4 4 3 8 1 10 
155 3 5 4 4 3 7 
156 7 10 3 5 3 9 
157 1 2 7 2 7 1 
158 9 6 9 1 1 10 
159 2 6 7 8 6 10 
160 9 2 6 6 2 5 
161 2 6 9 3 5 4 
162 4 5 7 8 2 4 
