6 
1000 1000 1000 1000 1000 1000 
1 44 81 62 67 29 79 
2 69 97 48 38 63 31 
3 49 56 55 78 98 86 
4 42 52 94 51 77 69 
5 52 44 87 64 57 32 
6 47 50 48 28 91 64 
7 71 86 55 65 30 73 
8 52 91 60 80 83 25 
9 68 59 85 29 41 79 
10 53 75 59 59 46 97 
11 31 73 29 67 61 93 
12 36 59 65 100 44 83 
13 58 84 26 50 53 56 
14 99 74 33 73 83 93 
15 61 41 90 37 99 75 
16 54 68 60 62 66 77 
17 66 87 61 75 82 97 
18 48 84 54 70 95 87 
19 51 29 34 72 60 75 
20 29 90 67 45 78 50 
21 35 100 89 83 73 98 
22 62 44 59 32 88 81 
23 37 56 71 93 51 36 
24 30 87 89 100 90 26 
25 75 94 66 79 75 92 
26 27 86 99 96 28 68 
27 94 33 85 89 99 72 
28 88 83 83 69 52 25 
29 26 49 55 55 98 89 
30 56 38 97 30 56 93 
31 55 32 42 94 100 27 
32 28 71 35 41 73 82 
33 54 76 43 52 66 88 
34 29 82 83 93 47 52 
35 92 46 86 50 75 83 
36 76 66 49 96 32 76 
37 71 88 66 97 72 73 
38 91 63 29 97 55 30 
39 53 39 84 37 57 49 
40 99 76 85 71 78 51 
41 52 30 56 76 57 91 
42 76 89 65 97 35 41 
43 75 49 59 86 56 41 
44 54 77 49 50 55 56 
45 38 98 80 49 43 74 
46 100 40 53 93 67 80 
47 78 88 33 84 36 77 
48 65 92 95 85 54 100 
49 73 38 99 93 38 28 
50 65 36 26 75 100 85 
51 73 58 92 95 63 53 
52 30 48 90 92 66 86 
53 74 90 74 34 29 70 
54 43 48 82 52 42 26 
55 25 81 82 75 45 45 
56 99 84 48 26 90 62 
57 56 35 87 41 42 35 
58 32 83 45 49 56 75 
59 25 59 74 67 29 44 
60 33 81 79 57 93 42 
61 40 45 42 36 29 45 
62 40 69 51 52 32 38 
63 82 86 50 76 81 76 
64 51 90 99 50 64 86 
65 65 94 97 68 100 97 
66 89 26 85 78 73 66 
67 84 39 100 86 98 57 
68 52 79 55 99 28 88 
69 54 95 48 82 67 85 
70 93 69 62 37 76 58 
71 45 79 53 86 78 74 
72 54 30 82 69 38 49 
73 28 62 79 78 92 74 
74 36 88 70 70 58 92 
75 67 68 74 88 78 59 
76 26 77 39 56 78 66 
77 48 66 31 41 52 66 
78 42 56 71 56 75 66 
79 88 68 84 75 95 80 
80 26 94 97 59 79 30 
81 54 47 47 40 31 62 
82 76 43 32 70 82 67 
83 82 27 62 75 28 60 
84 83 33 43 32 77 52 
85 85 65 95 44 66 68 
86 66 65 87 100 77 50 
87 86 55 71 58 38 49 
88 96 89 39 32 33 72 
89 38 40 43 86 26 66 
90 69 86 28 42 77 80 
91 43 91 53 94 64 55 
92 45 97 65 50 58 39 
93 70 57 63 78 71 88 
94 91 41 74 32 32 62 
95 77 72 84 52 28 29 
96 74 97 54 76 76 96 
97 90 76 52 45 76 25 
98 28 38 47 31 46 60 
99 30 72 70 26 49 73 
100 91 35 56 65 80 25 
101 35 66 30 34 37 66 
102 51 99 66 85 42 48 
103 95 77 56 32 35 28 
104 62 88 56 81 94 68 
105 34 40 50 69 95 35 
106 67 54 82 48 49 61 
107 80 70 50 85 38 82 
108 60 88 71 67 26 54 
109 57 77 72 45 59 98 
110 93 69 98 26 55 42 
111 61 82 62 40 45 71 
112 32 70 35 66 80 91 
113 42 34 69 56 87 78 
114 95 76 47 86 80 74 
115 94 33 65 68 27 61 
116 80 76 87 96 88 71 
117 59 88 26 95 43 89 
118 66 41 57 88 81 80 
119 70 70 73 78 32 80 
120 33 30 100 80 61 71 
121 82 94 46 25 95 54 
122 51 35 63 58 87 44 
123 100 86 91 65 66 85 
124 89 51 45 25 28 33 
125 63 77 100 30 39 70 
126 45 62 26 60 68 86 
127 62 57 72 41 34 87 
128 48 26 78 70 83 84 
129 80 31 70 42 88 65 
130 71 78 98 28 63 92 
131 34 78 91 60 77 87 
132 78 81 69 81 96 43 
133 79 46 64 48 62 47 
134 87 54 91 87 94 66 
135 63 47 62 46 98 83 
136 99 86 47 87 48 43 
137 61 78 47 42 62 95 
138 35 92 65 44 35 81 
139 79 60 99 76 44 95 
140 64 54 64 75 88 72 
141 29 81 43 36 50 54 
142 34 62 49 64 74 31 
143 51 94 77 85 28 74 
144 42 31 73 41 39 55 
145 88 82 31 46 84 47 
146 43 35 27 41 79 32 
147 84 52 62 88 73 28 
148 52 91 74 39 75 36 
149 67 49 56 54 71 32 
150 49 83 59 35 41 42 
151 99 28 34 63 84 45 
152 88 73 86 92 76 74 
153 78 74 68 51 27 74 
154 41 47 28 50 100 39 
155 38 26 54 74 40 82 
156 33 46 30 46 49 83 
157 92 74 55 39 48 70 
158 35 41 46 82 84 35 
159 32 55 89 91 60 55 
160 76 83 97 82 37 44 
161 27 42 67 56 88 69 
162 26 51 50 68 48 38 
163 30 55 47 65 68 33 
164 86 59 37 33 42 88 
165 72 83 88 76 78 90 
166 27 88 52 56 79 43 
167 86 95 59 57 62 61 
168 93 84 58 95 89 68 
169 56 71 82 85 94 97 
170 92 48 58 44 61 78 
171 78 46 53 76 99 65 
172 46 72 61 79 98 52 
173 95 67 47 83 61 60 
174 73 48 49 83 52 69 
175 46 25 88 25 80 73 
176 65 88 99 49 96 53 
177 94 37 75 53 99 48 
178 41 47 74 47 95 76 
179 71 99 39 93 100 65 
180 68 51 77 43 77 36 
181 99 94 89 33 64 53 
182 74 96 44 44 83 69 
183 74 58 94 54 85 54 
184 99 92 51 88 93 89 
185 68 42 71 42 54 43 
186 44 92 30 43 96 82 
187 60 30 78 93 52 34 
188 100 69 93 100 95 85 
189 44 99 46 95 71 53 
190 70 32 36 33 93 33 
191 58 45 56 84 52 30 
192 72 93 96 87 28 49 
193 36 55 35 71 34 61 
194 88 61 54 86 44 42 
195 59 50 87 84 30 36 
196 40 90 48 76 60 52 
197 84 73 43 88 92 80 
198 58 94 76 73 60 96 
199 86 33 67 78 86 65 
200 83 37 48 62 25 91 
201 70 31 69 52 46 51 
202 76 64 84 41 56 65 
203 57 38 55 41 58 80 
204 98 70 92 84 77 86 
205 95 49 40 89 96 37 
206 50 25 75 63 66 46 
207 28 27 25 80 84 31 
208 30 99 80 27 39 81 
209 92 86 35 87 64 75 
210 41 78 46 88 68 62 
211 26 62 44 43 59 76 
212 95 86 41 76 35 87 
213 57 57 76 74 32 42 
214 86 54 80 26 90 54 
215 62 73 36 53 64 44 
216 61 75 80 83 64 76 
217 73 89 91 50 41 70 
218 61 96 60 70 99 37 
219 26 86 91 67 87 68 
220 51 63 81 43 51 31 
221 27 97 80 90 49 55 
222 35 34 93 65 70 37 
223 26 77 79 93 79 40 
224 80 69 37 82 68 70 
225 28 78 38 88 71 54 
226 94 90 29 93 26 64 
227 37 57 93 41 82 82 
228 55 63 25 28 47 51 
229 25 32 83 71 86 56 
230 73 48 83 86 66 72 
231 72 28 99 35 83 29 
232 91 63 34 63 100 94 
233 84 84 89 56 86 26 
234 29 44 83 79 34 93 
235 89 55 25 77 96 45 
236 61 71 31 37 50 51 
237 42 32 95 42 43 58 
238 84 32 40 63 61 67 
239 77 75 62 89 73 74 
240 64 58 80 68 27 73 
241 36 25 80 41 57 35 
242 57 73 78 69 49 50 
243 78 41 30 48 82 59 
244 62 88 78 84 68 91 
245 48 51 85 59 30 84 
246 44 91 81 40 30 39 
247 78 68 34 51 53 65 
248 95 59 38 75 30 91 
249 97 91 36 54 60 60 
250 40 68 68 37 73 81 
251 49 92 49 90 51 69 
252 25 39 84 31 31 27 
253 25 57 100 40 35 52 
254 70 50 51 80 44 32 
255 50 74 25 46 30 79 
256 50 40 47 45 43 45 
257 49 72 45 49 62 28 
258 62 86 66 46 63 64 
259 100 25 51 73 34 73 
260 55 97 37 76 91 52 
261 58 100 59 73 71 100 
262 99 46 34 88 27 75 
263 49 58 95 47 62 61 
264 78 61 100 55 52 58 
265 29 80 35 91 76 75 
266 70 48 54 32 46 83 
267 27 42 83 48 37 36 
268 32 96 99 30 65 87 
269 81 61 92 48 46 95 
270 81 48 73 40 35 35 
271 99 30 46 100 53 60 
272 38 80 26 54 64 92 
273 88 82 42 45 54 92 
274 71 41 71 47 34 63 
275 42 56 73 44 73 44 
276 53 97 69 61 73 69 
277 26 28 99 72 99 33 
278 59 84 67 52 30 76 
279 63 64 92 55 90 25 
280 58 34 25 51 37 27 
281 92 38 43 42 71 95 
282 36 36 85 51 37 36 
283 74 82 79 100 73 73 
284 42 62 56 64 58 50 
285 48 56 49 57 33 47 
286 32 97 62 36 59 52 
287 70 25 34 86 82 82 
288 39 88 44 95 89 42 
289 100 42 80 62 68 87 
290 97 47 88 99 50 38 
291 41 98 26 27 43 91 
292 95 59 71 27 30 80 
293 26 28 48 55 86 55 
294 95 53 97 55 95 32 
295 59 95 68 40 58 53 
296 61 61 82 86 96 30 
297 93 75 98 87 78 76 
298 54 80 44 100 94 75 
299 77 81 49 69 78 43 
300 66 46 41 57 75 95 
301 81 93 52 43 86 94 
302 85 25 46 32 81 87 
303 96 66 43 86 33 50 
304 63 96 33 41 72 33 
305 53 37 66 38 33 92 
306 25 52 56 25 75 56 
307 90 75 33 77 97 91 
308 60 63 43 99 37 42 
309 67 35 30 58 33 41 
310 36 99 35 96 84 43 
311 39 56 86 80 28 38 
312 39 40 79 66 80 83 
313 75 95 83 32 25 81 
314 51 70 42 88 94 47 
315 41 55 92 95 74 29 
316 61 46 28 55 37 50 
317 62 62 68 92 92 85 
318 66 86 71 94 90 26 
319 90 44 75 64 61 51 
320 83 36 49 70 80 32 
321 35 49 61 70 57 78 
322 70 82 32 29 66 52 
323 41 76 56 36 28 32 
324 99 69 55 50 30 38 
325 48 96 89 28 58 54 
326 90 55 41 70 69 91 
327 51 93 45 55 86 60 
328 99 26 32 75 58 40 
329 41 31 52 90 47 59 
330 33 46 52 81 85 97 
331 72 93 89 73 82 94 
332 56 86 92 85 56 95 
333 34 60 68 30 66 51 
334 27 95 74 77 31 26 
335 90 36 91 52 75 86 
336 30 83 38 81 75 54 
337 47 90 56 61 88 94 
338 36 92 97 42 98 73 
339 75 84 53 75 57 57 
340 48 78 51 56 76 36 
341 67 89 30 96 97 46 
342 72 53 88 81 89 34 
343 55 27 75 32 63 89 
344 34 72 60 79 53 42 
345 96 38 100 61 46 79 
346 82 91 88 85 66 91 
347 31 51 79 52 92 41 
348 32 67 32 55 85 46 
349 44 84 43 46 84 95 
350 78 60 80 55 71 40 
351 94 46 83 46 27 53 
352 87 88 34 33 25 30 
353 72 88 66 100 37 56 
354 45 96 100 62 53 95 
355 59 93 31 59 72 78 
356 82 84 93 54 36 87 
357 38 61 33 88 25 55 
358 53 53 93 68 29 25 
359 96 32 51 90 52 85 
360 25 33 92 41 39 85 
361 83 82 27 90 28 99 
362 72 87 46 95 62 100 
363 45 76 68 96 75 80 
364 43 68 27 26 75 62 
365 74 45 49 52 38 37 
366 90 79 99 59 92 43 
367 46 61 71 53 59 96 
368 82 86 90 97 82 66 
