6 
1000 1000 1000 1000 1000 1000 
1 164 153 185 66 139 92 
2 190 73 169 81 75 116 
3 75 144 167 131 61 149 
4 188 150 151 118 121 110 
5 98 152 142 124 160 82 
6 86 72 152 89 66 146 
7 175 144 112 197 199 69 
8 55 94 62 97 64 104 
9 90 56 190 165 67 94 
10 79 79 85 137 114 58 
11 51 118 159 73 79 115 
12 85 167 124 126 69 155 
13 85 183 125 179 158 86 
14 161 119 131 62 182 139 
15 166 77 136 145 114 197 
16 55 64 161 106 119 111 
17 58 119 151 122 89 115 
18 139 115 170 50 120 157 
19 50 57 126 50 94 151 
20 77 154 56 186 162 142 
21 80 165 139 64 188 178 
22 121 140 193 184 131 103 
23 82 127 179 150 112 163 
24 117 112 145 121 60 157 
25 145 117 169 142 197 53 
26 68 131 142 161 151 75 
27 61 176 142 58 151 131 
28 150 91 84 60 185 104 
29 198 53 114 140 163 182 
30 81 177 74 69 167 176 
31 105 50 138 60 195 70 
32 183 122 197 131 157 99 
33 98 197 168 106 185 153 
34 70 82 138 162 194 112 
35 50 90 102 120 55 94 
36 73 139 129 188 185 75 
37 105 80 55 145 139 62 
38 108 75 139 53 66 165 
39 90 129 122 176 83 123 
40 98 187 127 200 75 56 
41 82 195 144 105 64 87 
42 75 187 123 135 148 122 
43 185 95 163 162 106 102 
44 89 168 154 127 112 149 
45 143 111 51 95 146 157 
46 136 131 67 153 194 111 
47 182 155 68 105 192 111 
48 100 147 191 108 192 65 
49 90 79 108 190 109 114 
50 127 125 67 102 176 161 
51 170 90 90 117 153 113 
52 189 104 194 173 150 194 
53 128 60 131 72 92 181 
54 85 55 54 166 50 143 
55 143 54 167 100 200 178 
56 50 151 93 81 92 187 
57 153 117 107 162 91 54 
58 161 97 129 84 91 158 
59 181 166 119 149 80 149 
60 72 57 83 55 77 73 
61 77 72 65 54 107 100 
62 135 85 128 102 51 143 
63 132 177 110 71 182 147 
64 54 91 139 100 120 116 
65 118 128 71 183 58 68 
66 150 144 183 198 127 145 
67 60 186 153 73 200 90 
68 145 87 55 143 161 178 
69 111 144 176 200 130 176 
70 149 181 79 74 69 152 
71 91 197 189 93 175 191 
72 146 183 120 155 191 140 
73 200 150 189 54 102 130 
74 188 168 188 169 69 113 
75 79 89 174 189 111 190 
76 77 54 123 200 141 118 
77 57 92 162 124 144 51 
78 69 200 172 174 124 114 
79 108 161 133 125 162 169 
80 179 164 64 99 84 116 
81 162 119 75 71 50 162 
82 126 84 80 62 104 87 
83 74 114 157 159 87 109 
84 158 111 121 94 136 178 
85 68 80 191 110 180 160 
86 180 174 85 114 143 57 
87 86 104 171 113 84 119 
88 164 84 161 103 162 94 
89 195 89 94 80 78 54 
90 187 160 196 98 110 175 
91 178 163 144 66 83 148 
92 199 57 80 64 142 185 
93 60 178 197 54 116 63 
94 93 113 194 84 121 118 
95 175 123 67 61 59 77 
96 117 106 74 170 64 125 
97 56 126 65 181 180 61 
98 121 172 140 174 181 161 
99 84 123 64 153 186 174 
100 81 114 81 166 158 115 
101 160 67 97 104 138 175 
102 172 69 126 84 123 67 
103 124 71 112 172 132 57 
104 193 124 198 175 110 61 
105 87 99 181 149 166 58 
106 197 151 94 141 64 134 
107 70 60 112 59 62 91 
108 68 154 160 101 120 148 
109 85 102 187 121 100 102 
110 186 116 170 190 116 171 
111 88 75 142 146 149 113 
112 77 151 163 75 69 81 
113 168 81 130 122 136 55 
114 164 158 86 188 134 76 
115 194 160 164 87 134 92 
116 172 159 110 199 105 126 
117 80 136 156 174 62 72 
118 70 101 66 113 153 138 
119 181 158 50 146 107 73 
120 130 71 144 112 119 112 
121 156 197 146 160 199 184 
122 171 195 178 72 162 85 
123 142 127 149 165 85 90 
124 51 99 105 143 173 91 
125 200 171 106 198 173 127 
126 133 139 63 105 180 93 
127 62 138 115 115 73 118 
128 107 180 62 89 54 91 
129 170 63 73 109 102 121 
130 144 100 109 101 118 133 
131 91 90 50 191 132 132 
132 195 158 85 53 168 161 
133 184 124 78 125 75 181 
134 78 140 72 125 177 182 
135 100 122 175 135 70 63 
136 109 135 171 117 96 126 
137 186 60 110 77 154 62 
138 153 173 155 135 154 73 
139 133 187 197 160 90 96 
140 61 107 65 53 88 168 
141 163 63 134 63 115 181 
142 86 164 110 129 94 89 
143 114 196 157 106 196 124 
144 166 93 180 102 101 100 
145 166 77 84 77 152 114 
146 65 132 119 163 198 191 
147 93 198 83 184 153 131 
148 164 68 145 71 87 144 
149 141 78 177 137 153 194 
150 65 145 174 151 50 173 
151 171 85 127 90 73 174 
152 62 162 68 94 137 91 
153 156 140 169 139 177 157 
154 192 130 80 162 100 180 
155 196 68 101 129 180 168 
156 66 198 102 76 137 123 
157 147 54 122 156 200 138 
158 98 81 184 167 143 182 
159 83 180 128 114 106 61 
160 50 200 123 166 147 125 
161 97 50 126 127 101 59 
162 104 54 115 172 111 100 
163 82 178 133 172 148 69 
164 155 166 150 58 182 89 
165 166 133 52 138 131 51 
166 88 169 58 117 57 176 
167 151 113 85 61 178 62 
168 106 171 116 117 133 163 
169 188 129 186 78 138 62 
170 53 63 152 182 87 127 
171 124 53 126 55 137 105 
172 94 175 155 158 161 97 
173 68 157 110 110 81 196 
174 77 176 80 126 68 60 
175 165 195 96 86 199 133 
176 156 83 110 125 166 134 
177 117 109 79 124 138 191 
178 182 159 112 116 199 128 
179 191 139 94 177 132 98 
180 78 104 180 81 178 177 
181 164 113 185 122 60 200 
182 78 113 153 113 171 180 
183 100 134 162 125 135 115 
184 90 166 187 145 58 62 
185 158 125 105 105 55 135 
186 64 197 55 153 94 153 
187 71 141 156 158 52 73 
188 64 182 91 192 116 154 
189 154 86 147 60 148 98 
190 174 60 188 60 149 67 
191 82 56 59 174 99 141 
192 133 169 54 149 179 73 
193 71 58 80 70 66 79 
194 132 151 173 70 106 71 
195 182 169 136 63 185 196 
196 73 194 190 62 57 131 
197 112 102 181 140 78 179 
198 61 53 136 57 156 170 
199 195 53 106 175 159 97 
200 106 151 197 130 73 145 
201 188 198 195 184 64 95 
202 128 70 108 121 113 197 
203 183 120 186 50 178 54 
204 166 60 118 63 151 169 
205 131 142 97 111 56 172 
206 118 68 167 196 182 135 
207 61 77 151 119 181 114 
208 131 91 63 110 81 75 
209 164 195 124 139 168 59 
210 198 163 108 161 155 170 
211 124 102 85 79 178 133 
212 79 68 58 183 104 89 
213 94 170 199 85 171 92 
214 169 173 198 130 153 86 
215 160 197 143 188 122 74 
216 165 138 66 67 149 185 
217 190 126 187 56 64 179 
218 86 107 159 56 86 177 
219 190 199 67 98 185 79 
220 97 158 99 97 111 52 
221 60 71 82 64 119 91 
222 187 58 137 50 167 116 
223 114 90 150 104 168 191 
224 174 175 54 157 80 200 
225 195 116 128 63 110 89 
226 80 153 65 120 117 182 
227 153 87 166 159 177 180 
228 142 84 120 146 53 55 
229 174 98 107 185 100 85 
230 162 186 166 154 54 59 
231 149 193 128 198 91 150 
232 194 119 82 148 86 129 
233 115 61 101 198 176 184 
234 53 170 199 81 101 184 
235 110 123 147 190 162 199 
236 132 57 196 72 175 147 
237 182 178 156 77 58 75 
238 160 84 82 141 162 132 
239 88 73 104 99 66 63 
240 184 188 76 158 190 128 
241 90 50 115 59 161 72 
242 185 166 77 55 153 78 
243 78 136 150 113 189 194 
244 93 121 141 183 181 143 
245 76 189 191 119 69 73 
246 155 109 89 139 154 76 
247 125 188 81 106 109 89 
248 140 153 112 68 61 200 
249 131 125 148 195 56 132 
250 158 134 67 200 172 178 
251 61 128 88 84 154 53 
252 152 151 150 126 83 82 
253 85 101 118 172 103 139 
254 81 69 119 53 86 56 
255 51 83 58 64 90 97 
256 157 75 160 112 154 108 
257 142 115 103 183 136 106 
258 131 95 53 195 160 191 
259 61 182 198 94 75 95 
260 136 163 89 144 87 141 
261 84 124 159 104 155 96 
262 108 58 117 104 143 171 
263 179 186 83 104 116 114 
264 76 54 138 112 59 120 
265 193 129 191 195 131 150 
266 167 92 178 124 107 79 
267 199 108 136 71 102 113 
268 194 114 57 171 103 101 
269 81 110 126 52 131 56 
270 57 185 136 173 177 87 
271 91 123 185 186 82 55 
272 85 165 161 128 50 71 
273 98 58 141 181 89 68 
274 200 118 51 98 125 186 
275 63 114 81 53 195 56 
276 142 79 155 172 175 190 
277 76 124 181 154 52 96 
278 135 99 114 109 156 114 
279 81 105 160 189 69 57 
280 88 166 55 158 57 164 
281 136 51 109 157 134 144 
282 157 81 61 173 52 98 
283 194 60 82 140 166 67 
284 89 110 136 156 102 192 
285 143 101 158 64 55 95 
286 168 149 107 151 85 92 
287 52 110 195 54 123 138 
288 72 83 77 114 184 132 
289 58 110 195 156 179 91 
290 94 173 124 91 75 147 
291 181 124 141 110 71 132 
292 127 72 106 148 187 109 
293 162 77 81 88 84 183 
294 116 153 95 52 121 73 
295 175 178 69 106 95 163 
296 99 155 56 173 122 153 
297 82 165 147 190 113 132 
298 51 179 200 62 125 180 
299 105 148 61 54 183 56 
300 81 185 115 113 73 85 
301 120 175 108 63 57 191 
302 74 165 156 61 122 71 
303 188 186 126 164 155 185 
304 145 111 72 132 165 87 
305 106 87 145 147 94 59 
306 93 195 153 77 142 192 
307 123 99 92 68 113 189 
308 179 192 112 77 91 135 
309 187 98 144 166 132 132 
310 113 101 100 54 171 134 
311 199 195 157 168 97 136 
312 69 127 151 183 147 82 
313 107 187 128 128 107 62 
314 75 94 64 191 187 151 
315 128 105 158 109 123 111 
316 137 126 156 125 103 101 
317 96 86 144 105 90 120 
318 104 170 143 121 82 125 
319 54 191 133 58 95 106 
320 68 115 166 112 69 132 
321 96 149 77 138 89 163 
322 113 70 85 132 123 59 
323 63 61 117 166 176 118 
324 183 50 91 165 166 133 
325 178 152 69 53 130 139 
326 93 95 194 77 56 134 
327 82 135 126 193 177 162 
328 117 162 130 140 94 136 
329 61 107 169 164 56 180 
330 159 104 125 164 160 166 
331 126 93 147 96 158 141 
332 158 91 127 133 151 69 
333 81 127 197 157 150 72 
334 55 159 112 113 98 199 
335 106 132 55 141 102 99 
336 107 98 157 123 70 51 
337 196 88 178 175 102 86 
338 196 69 64 120 91 139 
339 176 199 159 111 102 67 
340 199 56 79 108 91 180 
341 121 75 169 136 71 135 
342 102 94 78 91 114 143 
343 149 121 53 64 129 51 
344 143 177 77 192 91 168 
345 147 196 176 63 169 106 
346 114 159 78 50 142 163 
347 73 193 173 200 50 60 
348 157 87 171 183 148 182 
349 80 50 128 101 89 83 
350 172 168 197 194 74 198 
351 112 164 152 86 165 187 
352 68 61 136 90 186 154 
353 59 93 192 116 197 97 
354 75 170 148 174 83 187 
355 160 123 76 85 184 168 
356 76 125 170 190 93 71 
357 161 96 129 55 55 119 
358 55 158 188 183 190 87 
359 182 187 132 195 90 156 
360 191 71 74 76 157 106 
361 175 177 74 127 154 138 
362 168 142 84 137 87 159 
363 198 85 160 147 80 134 
364 132 198 68 73 120 153 
365 52 177 157 198 83 81 
366 51 148 193 166 122 100 
367 145 172 101 123 113 106 
368 135 109 170 102 131 196 
369 91 172 138 69 141 86 
370 67 161 70 51 81 86 
371 51 114 175 111 143 121 
372 172 95 82 79 104 113 
373 109 117 174 81 181 187 
374 132 159 51 65 105 55 
375 191 65 167 83 96 176 
376 89 50 115 110 143 123 
377 192 165 60 59 105 99 
378 134 147 92 90 62 82 
379 110 161 161 198 170 142 
380 122 69 89 168 82 174 
381 186 68 193 166 194 159 
382 94 106 76 90 55 59 
383 112 52 162 65 134 196 
384 189 69 169 195 99 108 
385 126 196 156 134 87 59 
386 129 100 68 185 69 166 
387 59 200 157 101 101 110 
388 169 178 63 147 181 159 
389 106 123 167 91 172 156 
390 67 169 194 71 166 168 
391 113 127 83 111 80 117 
392 175 145 170 128 130 145 
393 136 101 171 138 115 81 
394 100 58 58 75 62 76 
395 168 151 133 154 200 189 
396 135 91 195 61 156 190 
397 112 143 182 71 86 165 
398 52 132 60 166 94 180 
399 115 184 175 153 152 139 
400 180 67 73 118 191 155 
401 50 90 60 76 82 61 
402 55 60 107 118 197 96 
403 176 78 172 185 90 152 
404 125 96 136 171 137 194 
405 55 139 110 80 158 149 
406 148 72 180 88 127 115 
407 151 86 82 114 167 155 
408 86 60 84 124 145 138 
409 102 127 154 177 162 185 
410 175 147 96 105 200 184 
411 146 120 156 199 60 80 
412 73 131 163 52 126 79 
413 86 142 174 76 111 167 
414 162 114 169 77 139 179 
415 123 66 186 73 76 111 
416 53 101 71 111 90 102 
417 91 194 119 180 184 188 
418 136 193 112 75 74 134 
419 98 51 76 99 196 132 
420 140 156 130 63 61 161 
421 67 179 153 109 143 107 
422 169 57 107 86 118 144 
423 120 185 68 70 74 171 
424 169 66 111 71 169 187 
425 197 82 166 66 141 58 
426 163 71 187 192 141 120 
427 166 152 100 101 106 193 
428 57 187 84 79 129 198 
429 97 131 79 90 165 163 
430 178 128 72 195 66 119 
431 108 101 78 67 166 131 
432 171 71 107 192 163 165 
433 71 101 169 107 191 188 
434 103 164 99 97 177 116 
435 132 87 50 152 53 175 
436 94 140 90 126 187 154 
437 84 57 72 75 138 75 
438 63 109 161 144 197 61 
439 127 103 159 71 166 109 
440 111 80 153 133 129 114 
441 143 168 132 73 196 149 
442 149 56 195 62 193 191 
443 167 92 178 106 121 186 
444 165 183 181 164 153 113 
445 56 67 108 182 72 192 
446 79 96 59 67 174 117 
447 139 190 102 185 173 176 
448 174 118 177 126 81 196 
449 84 89 69 88 172 113 
450 176 60 175 163 142 178 
451 117 131 95 156 155 135 
452 191 99 171 194 119 183 
453 175 166 131 151 107 147 
454 50 89 94 88 56 192 
455 151 106 50 138 77 60 
456 188 177 145 97 101 64 
457 94 68 95 161 133 134 
458 81 178 158 141 133 93 
459 139 134 104 81 69 128 
460 175 146 76 87 188 54 
461 95 167 90 72 129 52 
462 153 101 138 175 166 103 
463 121 93 105 139 129 126 
464 69 62 123 121 165 148 
465 127 152 106 79 195 53 
466 124 199 192 120 131 173 
467 70 191 120 63 52 136 
468 117 52 50 108 94 158 
469 67 110 80 176 158 53 
470 75 173 180 165 106 103 
471 72 168 177 51 89 117 
472 84 151 150 128 143 89 
473 144 162 167 96 188 105 
474 191 162 142 200 84 99 
475 116 114 162 67 98 149 
476 185 170 173 88 64 181 
477 133 66 143 156 53 188 
478 192 147 76 200 106 90 
479 56 61 57 171 195 130 
480 168 75 100 83 154 163 
481 164 120 79 51 68 183 
482 112 70 185 182 175 96 
483 77 171 135 66 75 111 
484 188 132 57 94 129 200 
485 165 160 110 173 159 182 
486 65 184 163 76 92 107 
487 125 170 158 157 188 52 
488 124 133 186 171 54 137 
489 181 199 52 188 69 108 
490 197 138 53 156 58 155 
491 180 83 77 73 162 174 
492 161 145 167 74 183 65 
493 71 157 115 135 139 167 
