6 
100 100 100 100 100 100 
1 15 34 3 5 7 35 
2 49 16 25 25 2 40 
3 46 5 16 31 30 26 
4 26 14 29 9 34 33 
5 32 11 14 20 31 33 
6 23 17 20 33 12 2 
7 21 47 30 47 11 49 
8 33 48 19 18 9 3 
9 25 32 50 33 13 24 
10 12 5 24 49 34 21 
11 41 9 29 38 11 15 
12 28 15 35 41 32 47 
13 33 25 15 2 22 37 
14 15 27 8 27 30 28 
15 35 28 15 4 36 18 
16 9 14 50 36 25 43 
17 3 16 4 33 27 13 
18 10 44 39 35 47 50 
19 32 38 17 3 16 17 
20 1 42 2 27 44 24 
21 38 24 29 13 34 11 
22 35 3 6 26 38 3 
23 24 12 32 24 31 37 
24 23 37 18 21 31 39 
25 33 39 27 17 22 1 
26 31 25 29 34 16 47 
27 9 20 10 12 19 17 
28 10 32 44 31 23 4 
29 34 37 35 13 25 33 
30 35 45 40 13 11 36 
31 3 40 46 32 44 33 
32 33 44 33 22 18 24 
33 6 4 29 13 1 30 
34 22 29 46 28 18 11 
35 40 34 30 3 36 35 
36 38 50 27 41 18 3 
37 43 17 49 5 15 36 
38 45 29 15 18 24 2 
39 11 43 20 15 19 26 
40 50 17 36 2 1 33 
41 38 23 43 47 21 20 
42 32 44 14 48 21 23 
43 42 45 47 44 2 13 
44 4 37 4 12 19 34 
45 18 2 41 38 21 16 
46 17 10 13 20 43 34 
47 29 11 39 20 50 28 
48 15 26 24 33 27 30 
49 5 5 9 22 12 13 
50 17 30 24 17 28 18 
51 32 4 14 46 16 35 
52 33 29 41 15 32 2 
53 27 35 21 8 6 31 
54 28 23 8 17 26 20 
55 20 50 19 11 39 38 
56 46 43 31 31 32 4 
57 21 9 47 13 45 40 
58 8 18 14 46 31 44 
59 45 10 10 35 32 11 
60 38 11 43 24 46 37 
61 43 2 11 12 10 20 
62 35 6 30 49 44 43 
63 41 31 37 47 1 44 
64 4 14 50 15 40 17 
65 32 9 21 10 36 3 
66 9 24 32 28 12 29 
67 20 2 1 45 1 42 
68 12 11 18 47 31 31 
69 18 40 42 31 20 29 
70 10 13 33 5 41 31 
71 7 36 32 28 31 4 
72 4 44 18 26 2 24 
73 14 11 31 49 29 47 
74 22 24 25 1 10 20 
75 7 16 13 8 36 13 
76 3 24 8 43 31 43 
77 13 28 15 47 39 34 
78 20 50 33 14 27 38 
79 17 18 35 12 20 26 
80 44 19 6 11 1 34 
81 30 9 20 2 40 30 
82 47 9 48 48 46 40 
83 39 6 29 44 1 47 
84 9 33 41 20 45 15 
85 18 18 28 12 19 35 
86 45 22 50 8 2 7 
87 20 13 49 21 6 21 
88 45 33 41 7 5 26 
89 33 14 48 44 4 3 
90 33 4 17 9 36 38 
91 33 49 41 18 29 38 
92 31 11 16 35 21 9 
93 44 19 27 17 46 42 
94 38 11 43 24 36 28 
95 11 21 24 30 3 38 
96 31 39 27 32 10 28 
97 49 37 37 36 43 24 
98 10 1 7 9 35 2 
99 1 22 1 2 41 42 
100 24 30 36 35 25 21 
101 30 40 9 32 50 7 
102 29 33 23 42 12 45 
103 30 6 30 45 7 26 
104 4 35 13 42 4 7 
105 12 28 27 10 11 29 
106 10 42 39 32 12 25 
107 6 10 7 34 42 16 
108 3 20 8 36 17 40 
109 49 14 22 20 28 47 
110 14 42 20 29 17 32 
111 17 49 47 26 2 22 
112 31 12 41 1 7 1 
113 1 24 32 42 15 12 
114 6 28 6 49 40 43 
115 8 30 9 49 15 26 
116 31 45 7 19 20 40 
117 15 18 37 17 38 7 
118 14 44 47 43 6 9 
119 6 34 49 4 44 16 
120 17 43 46 39 26 35 
121 1 37 47 41 8 41 
122 1 24 14 45 45 19 
123 37 13 14 28 7 46 
124 46 50 5 12 28 48 
125 11 33 41 3 3 35 
126 50 49 40 22 12 37 
127 50 50 49 20 6 49 
128 22 27 6 25 3 39 
129 22 49 22 24 40 12 
130 11 32 28 48 13 29 
131 47 24 36 48 30 26 
132 19 6 45 20 23 2 
133 20 26 33 13 43 3 
134 5 38 47 32 2 11 
135 38 50 4 21 47 35 
136 19 6 40 10 23 32 
137 11 35 20 34 3 39 
138 47 28 29 16 44 36 
139 39 16 14 19 17 15 
140 17 34 32 42 12 21 
141 48 1 35 8 10 12 
142 44 16 48 38 20 11 
143 16 20 21 28 14 26 
144 34 22 32 36 47 13 
145 2 17 44 22 45 41 
146 24 50 42 18 45 29 
147 18 47 27 12 8 36 
148 30 18 47 16 17 42 
149 20 17 24 12 22 12 
150 14 35 1 16 34 11 
151 12 37 21 42 12 29 
152 36 38 49 19 37 22 
153 7 40 28 7 34 24 
154 29 16 16 36 42 16 
155 50 4 13 5 7 26 
156 39 21 23 11 22 48 
157 31 2 40 35 46 32 
158 28 27 19 19 4 25 
159 37 13 29 4 25 22 
160 41 44 38 30 34 43 
161 16 40 30 35 14 38 
162 20 15 5 39 11 12 
163 46 13 33 7 8 49 
164 41 20 1 10 23 46 
165 5 47 11 14 10 22 
166 31 14 47 28 5 10 
167 3 34 22 8 42 4 
168 38 11 45 27 9 1 
169 29 48 3 10 49 36 
170 34 17 4 42 39 39 
171 5 21 2 36 39 20 
172 37 22 19 8 49 31 
173 38 29 36 45 17 20 
174 16 44 12 44 2 4 
175 45 50 50 20 31 30 
176 8 46 45 7 13 34 
177 14 12 6 13 33 50 
178 40 42 31 21 32 21 
179 49 37 2 30 23 10 
