6 
1000 1000 1000 1000 1000 1000 
1 175 160 153 116 186 164 
2 153 189 124 188 157 105 
3 52 114 150 100 58 148 
4 129 153 102 62 116 96 
5 185 197 169 122 112 190 
6 199 129 63 92 126 147 
7 154 126 192 68 169 161 
8 153 64 175 95 179 118 
9 198 133 107 53 140 196 
10 158 85 91 63 192 121 
11 75 52 180 89 129 125 
12 57 65 88 174 160 62 
13 128 90 75 196 200 113 
14 61 100 98 160 104 148 
15 194 98 56 183 181 189 
16 66 58 116 73 138 102 
17 105 190 51 120 136 51 
18 144 138 177 117 132 77 
19 118 65 119 122 183 63 
20 63 195 159 157 175 182 
21 149 89 194 84 91 181 
22 107 181 84 159 68 90 
23 188 76 82 89 186 178 
24 143 93 99 197 65 86 
25 58 165 108 185 199 79 
26 169 173 197 58 145 76 
27 143 178 123 196 61 69 
28 121 54 144 193 196 88 
29 146 171 159 191 182 186 
30 185 105 195 86 90 115 
31 95 185 79 79 89 76 
32 62 119 53 178 101 91 
33 78 118 155 99 106 100 
34 64 153 78 72 67 57 
35 146 70 96 188 120 171 
36 62 157 61 117 143 62 
37 90 132 81 180 174 80 
38 50 127 148 51 161 99 
39 133 194 114 77 117 89 
40 191 87 198 62 194 88 
41 128 191 114 82 56 168 
42 196 155 53 64 174 163 
43 158 77 162 173 161 183 
44 178 130 90 193 74 136 
45 83 156 108 60 140 148 
46 192 92 171 126 113 71 
47 157 184 99 183 114 60 
48 145 185 100 97 190 128 
49 190 143 188 106 54 137 
50 91 189 54 157 88 126 
51 178 154 128 55 150 152 
52 62 52 184 124 128 141 
53 150 92 196 66 52 106 
54 68 63 102 125 64 188 
55 114 121 124 179 157 112 
56 198 70 50 113 145 152 
57 58 183 97 71 91 79 
58 109 175 151 116 171 183 
59 139 99 178 95 100 111 
60 161 72 175 146 148 143 
61 167 128 138 158 185 74 
62 91 150 52 114 109 164 
63 179 134 153 131 95 65 
64 88 70 120 146 188 141 
65 70 195 110 103 78 151 
66 172 180 102 61 200 139 
67 81 148 123 196 72 198 
68 88 194 65 63 51 103 
69 114 70 176 139 136 93 
70 182 152 92 96 146 133 
71 73 89 192 150 56 98 
72 117 190 59 94 130 101 
73 161 137 51 199 182 174 
74 102 128 59 111 55 97 
75 179 184 153 143 105 188 
76 191 84 66 74 152 149 
77 175 136 54 158 83 135 
78 120 187 119 170 146 138 
79 112 90 92 76 132 142 
