6 
40 40 40 40 40 40 
1 7 27 17 6 11 19 
2 27 24 31 17 14 22 
3 7 23 32 24 25 7 
4 24 11 22 3 11 30 
5 29 6 30 31 20 25 
6 33 1 21 34 5 5 
7 13 8 2 31 26 10 
8 18 3 30 24 35 26 
9 19 16 34 32 4 9 
10 12 30 10 14 28 24 
11 19 13 32 34 2 1 
12 26 25 17 9 3 14 
13 7 9 19 17 31 14 
14 26 4 20 25 9 23 
15 11 34 8 13 17 1 
16 31 20 3 26 12 15 
17 28 21 32 15 8 12 
18 25 10 32 28 34 33 
19 25 7 27 20 20 30 
20 35 9 33 19 18 26 
21 6 11 10 21 6 20 
22 17 32 27 31 34 21 
23 27 9 23 13 2 11 
24 35 28 5 35 30 18 
25 3 25 16 22 18 21 
26 25 32 33 32 1 28 
27 5 21 4 2 20 11 
28 22 22 12 10 2 31 
29 15 3 19 16 27 29 
30 24 23 25 25 3 31 
31 16 19 28 20 12 19 
32 34 28 11 6 6 24 
33 19 29 4 6 21 11 
34 28 8 18 2 8 35 
35 34 18 35 15 2 34 
36 28 8 2 25 28 1 
37 20 27 18 13 16 29 
38 21 16 26 21 9 24 
39 13 5 34 20 9 2 
40 17 29 11 20 11 29 
41 27 32 34 17 33 12 
42 13 3 32 30 19 27 
43 30 35 32 19 20 15 
44 33 26 21 15 2 7 
45 6 28 32 30 11 7 
46 7 31 8 2 26 30 
47 4 11 27 11 10 14 
48 32 1 16 8 25 14 
49 2 15 8 9 26 10 
50 6 4 32 3 8 35 
51 5 19 16 24 22 2 
52 22 26 35 5 8 13 
53 15 35 34 25 30 34 
54 2 31 25 7 2 4 
55 29 25 35 25 3 1 
56 18 6 31 1 13 27 
57 6 9 35 6 15 19 
58 9 3 25 9 29 20 
59 23 15 4 23 1 23 
60 3 21 25 5 8 33 
61 13 23 17 22 1 4 
62 26 20 27 21 24 5 
63 30 23 24 31 1 8 
64 4 34 29 3 3 25 
65 8 9 18 9 12 21 
66 17 12 35 28 11 25 
67 9 30 2 21 23 15 
68 1 35 34 1 2 12 
69 9 26 31 26 26 24 
70 23 27 3 6 22 29 
71 14 13 29 17 23 35 
72 34 17 30 28 29 13 
73 18 26 19 19 35 2 
74 4 25 6 11 33 3 
75 22 24 9 22 23 34 
76 19 23 4 14 27 6 
77 9 24 33 24 9 14 
78 21 17 3 23 11 34 
79 21 33 18 24 34 18 
80 17 27 30 5 7 29 
81 10 6 1 3 17 15 
82 6 6 24 28 22 25 
83 9 2 5 34 15 10 
84 9 4 2 5 9 32 
85 20 14 4 35 4 35 
86 5 35 33 16 20 21 
87 18 14 23 19 29 3 
88 17 9 20 16 2 23 
89 16 8 17 25 27 17 
90 32 28 25 24 25 19 
91 8 15 13 1 11 10 
92 15 20 8 3 24 19 
93 15 5 29 28 23 32 
94 5 35 23 31 11 24 
95 9 21 3 33 16 9 
96 4 6 24 4 2 11 
97 27 29 17 22 1 22 
98 4 35 24 5 12 24 
99 6 15 35 28 10 16 
100 28 12 20 2 24 5 
101 5 2 21 7 7 6 
102 17 27 20 22 34 23 
103 30 2 25 3 33 26 
104 18 3 1 28 16 22 
105 29 22 22 7 13 26 
106 28 11 24 15 8 34 
107 11 22 14 7 15 12 
108 24 19 16 34 15 25 
109 28 30 29 8 11 17 
110 1 8 23 12 9 34 
111 5 32 9 29 5 14 
112 34 2 15 31 5 25 
113 12 32 3 34 34 34 
114 12 3 9 34 19 8 
115 1 21 32 12 29 6 
116 9 9 12 15 8 3 
117 6 14 10 20 27 11 
118 12 19 3 31 31 10 
119 22 34 34 19 8 26 
120 10 29 14 31 23 3 
121 12 10 12 10 34 22 
122 1 16 20 31 22 25 
123 1 13 27 23 20 14 
124 16 8 24 19 11 35 
125 14 21 12 18 10 19 
126 22 1 20 3 9 8 
127 3 28 25 23 17 35 
128 19 7 10 31 17 28 
129 4 20 12 27 21 14 
130 23 30 3 23 32 19 
131 25 22 34 27 8 32 
132 31 21 26 8 27 24 
133 33 29 14 32 20 33 
134 8 8 27 9 21 23 
135 30 29 18 9 30 29 
136 21 23 13 11 7 24 
137 20 34 24 3 29 31 
138 20 23 20 17 6 8 
139 33 4 20 17 30 32 
140 7 29 28 4 33 6 
141 24 28 33 16 14 20 
142 1 21 18 32 11 5 
143 18 15 12 16 12 27 
144 31 32 30 27 19 2 
145 8 13 15 8 33 18 
146 7 24 8 23 25 19 
147 13 34 17 4 1 4 
148 12 2 19 8 18 2 
149 8 5 27 9 21 18 
150 25 4 34 30 12 29 
151 20 26 8 19 33 8 
152 8 24 28 8 21 11 
153 20 23 29 31 25 12 
154 10 8 15 25 7 1 
155 8 16 22 24 7 9 
156 11 12 23 16 29 7 
157 7 22 18 34 31 7 
158 23 18 24 15 10 31 
159 17 23 15 24 15 17 
160 21 3 25 24 7 4 
161 14 33 12 3 2 13 
162 7 30 11 9 12 25 
163 22 34 23 28 33 12 
164 2 9 1 10 29 11 
165 31 29 30 24 4 10 
166 35 7 21 15 12 26 
167 18 20 17 3 7 17 
168 3 21 14 19 29 10 
169 21 10 24 13 29 33 
170 9 20 14 3 11 25 
171 11 17 9 16 1 17 
172 31 1 22 5 5 13 
173 30 23 20 7 4 4 
174 8 25 5 21 32 4 
175 26 3 8 20 27 32 
176 10 33 25 15 28 17 
177 3 1 7 28 27 30 
178 28 28 14 16 30 1 
179 12 6 6 26 23 9 
180 27 26 8 1 20 16 
181 8 10 30 24 15 17 
182 34 31 3 32 35 27 
183 34 20 26 22 27 15 
184 15 15 14 23 31 34 
185 33 15 8 15 11 17 
186 14 22 21 6 4 18 
187 18 17 10 33 19 22 
