6 
1000 1000 1000 1000 1000 1000 
1 194 198 115 100 171 90 
2 56 130 93 127 144 90 
3 191 172 129 149 70 129 
4 200 97 86 66 54 162 
5 84 117 116 178 102 166 
6 100 177 150 116 52 161 
7 50 131 174 105 93 64 
8 104 144 57 200 191 69 
9 73 53 168 100 79 196 
10 60 110 64 84 50 65 
11 81 175 157 163 98 84 
12 172 110 52 148 106 171 
13 153 90 166 175 163 65 
14 62 130 185 139 136 197 
15 50 102 143 66 66 107 
16 102 194 102 177 198 151 
17 135 196 97 193 58 136 
18 190 61 197 101 63 185 
19 128 156 130 172 93 52 
20 156 139 69 197 179 72 
21 108 187 187 90 179 166 
22 182 127 64 126 190 104 
23 176 135 74 165 144 72 
24 74 186 166 99 88 121 
25 79 110 191 200 109 81 
26 138 137 93 154 125 198 
27 126 80 198 141 173 158 
28 154 107 113 77 146 122 
29 115 127 137 67 74 77 
30 110 112 179 191 186 82 
31 56 66 78 175 73 186 
32 56 83 118 161 63 181 
33 75 78 68 119 179 157 
34 99 62 136 196 74 111 
35 198 56 172 77 192 120 
36 109 59 58 128 111 98 
37 110 88 134 166 51 61 
38 177 184 86 58 115 109 
39 138 177 161 191 134 130 
40 194 137 51 91 134 136 
41 176 68 52 86 159 159 
42 121 120 113 61 156 110 
43 183 164 79 133 79 177 
44 122 186 195 199 106 143 
45 62 78 74 172 182 118 
46 183 85 172 171 182 199 
47 66 140 81 53 182 134 
48 97 107 74 51 88 89 
49 76 166 183 86 141 117 
50 121 103 119 150 185 95 
51 160 125 136 52 156 110 
52 194 107 117 73 106 186 
53 186 60 139 61 189 85 
54 142 109 188 122 120 160 
55 81 196 102 88 119 54 
56 112 186 137 174 182 81 
57 73 67 88 153 126 126 
58 121 94 77 135 65 151 
59 175 127 97 81 105 50 
60 92 95 128 174 106 90 
61 163 198 173 159 116 123 
62 177 60 66 80 142 67 
63 178 180 110 181 70 186 
64 82 96 84 58 150 68 
65 138 113 125 162 169 59 
66 56 146 159 198 64 115 
67 172 115 128 57 170 76 
68 116 142 175 195 55 82 
69 127 125 104 87 184 198 
70 123 178 60 177 192 125 
71 158 199 89 162 170 88 
72 119 149 131 120 127 190 
73 127 88 168 99 160 123 
74 142 161 111 79 69 76 
75 163 117 57 139 132 56 
76 103 118 190 150 127 147 
77 180 52 66 111 100 158 
78 82 127 108 176 78 68 
79 137 73 93 108 142 88 
80 117 75 50 112 164 156 
81 106 123 186 74 50 120 
82 95 155 58 178 109 98 
83 187 101 177 92 95 196 
84 155 138 161 138 135 166 
85 91 51 51 175 104 155 
86 155 155 145 146 134 111 
87 53 158 190 142 52 99 
88 163 91 72 159 119 200 
89 123 91 136 73 145 74 
90 195 108 150 135 155 180 
91 152 172 172 128 54 104 
92 53 197 184 170 138 122 
93 73 154 172 61 189 144 
94 161 117 100 137 70 61 
95 189 64 51 125 59 117 
96 128 70 71 131 110 128 
97 86 148 98 177 167 99 
98 86 77 187 78 66 158 
99 124 94 186 117 198 108 
100 103 67 109 146 187 105 
101 100 64 79 116 89 142 
102 66 109 153 186 123 199 
103 198 96 129 55 197 189 
104 90 140 92 180 71 119 
105 153 85 187 81 175 59 
106 118 165 133 139 59 102 
107 55 100 156 123 59 127 
108 187 174 200 178 110 79 
109 170 128 73 148 129 167 
110 187 50 104 158 172 89 
111 125 107 61 174 147 197 
112 188 96 72 141 127 149 
113 68 117 114 130 157 181 
114 111 186 193 159 163 134 
115 155 50 58 54 179 160 
116 137 60 131 64 151 99 
117 70 113 80 95 173 52 
118 101 158 103 173 196 173 
119 133 98 195 195 62 50 
120 69 163 194 72 94 162 
121 151 60 63 138 132 110 
122 174 88 107 126 153 98 
123 121 86 106 155 102 65 
124 110 178 132 74 75 171 
125 62 193 112 63 121 54 
126 77 150 182 59 116 155 
127 156 199 65 187 93 138 
128 149 98 78 172 162 79 
129 61 189 198 125 111 165 
130 76 72 162 54 185 194 
131 188 194 63 153 178 113 
132 194 76 60 87 161 157 
133 125 88 181 121 175 84 
134 143 179 167 113 120 63 
135 63 129 150 171 55 165 
136 108 69 127 119 144 162 
137 151 138 58 177 141 120 
138 173 164 63 188 194 162 
139 67 51 144 191 172 53 
140 128 132 113 109 83 151 
141 159 187 189 194 157 110 
142 108 180 132 142 71 61 
143 118 70 107 101 114 89 
144 86 137 178 71 104 56 
145 51 190 97 177 147 177 
146 135 67 186 97 102 148 
147 78 64 76 93 90 156 
148 153 168 109 174 71 60 
149 148 132 103 174 138 144 
150 158 135 155 132 118 143 
151 134 71 190 83 77 190 
152 103 63 126 148 165 129 
153 86 138 169 136 134 85 
154 98 52 172 81 101 185 
155 126 172 128 168 150 150 
156 64 100 166 154 61 84 
157 156 194 93 117 145 175 
158 150 72 160 114 74 135 
159 171 173 77 54 155 132 
160 148 176 132 74 164 51 
