6 
1000 1000 1000 1000 1000 1000 
1 138 611 627 298 848 448 
2 633 747 404 939 328 518 
3 948 596 248 718 318 802 
4 295 366 278 27 548 641 
5 604 809 255 193 724 580 
6 686 417 144 981 219 845 
7 749 802 389 653 116 208 
8 819 174 829 194 829 744 
9 703 713 157 992 174 562 
10 382 47 585 728 249 613 
11 891 10 598 812 513 661 
12 742 371 831 336 352 508 
13 956 739 270 707 970 950 
14 62 504 994 943 679 877 
15 361 253 410 493 444 700 
16 246 519 847 970 391 232 
17 892 258 711 900 587 639 
18 332 252 981 546 918 928 
19 639 686 280 36 934 237 
20 871 941 821 578 965 822 
21 401 735 931 54 601 254 
22 144 680 707 928 131 828 
23 389 3 671 364 577 824 
24 899 426 710 160 79 672 
25 308 600 843 300 124 246 
26 445 181 57 999 462 151 
27 286 742 942 48 525 868 
28 312 315 553 726 144 359 
29 580 547 528 731 37 63 
30 604 792 811 364 844 911 
31 27 572 483 803 310 372 
32 416 602 968 747 575 373 
33 879 961 331 895 798 808 
34 944 878 226 361 872 986 
35 100 520 129 380 45 92 
36 635 473 97 73 485 634 
37 45 869 843 680 168 6 
38 292 166 186 916 833 225 
39 448 179 566 315 194 723 
40 930 125 754 53 998 858 
41 111 293 268 245 266 128 
42 666 596 438 60 827 237 
43 364 468 45 194 162 720 
44 90 879 141 415 419 834 
45 134 353 325 524 434 932 
46 173 226 78 659 668 12 
47 688 586 135 10 22 273 
48 706 199 809 795 985 901 
49 243 919 964 281 528 930 
50 676 574 178 8 75 640 
51 955 694 237 823 472 49 
52 117 549 502 881 430 899 
53 114 956 638 847 525 582 
54 954 34 472 878 72 843 
55 81 238 136 896 721 6 
56 592 933 63 11 409 756 
57 325 140 561 138 992 329 
58 459 440 910 957 88 16 
59 765 26 412 192 724 200 
60 787 664 265 230 937 363 
61 810 505 332 973 771 498 
62 825 902 836 811 710 351 
63 242 920 917 679 356 966 
64 135 297 401 93 262 774 
65 891 403 370 405 658 403 
66 132 630 1000 217 129 201 
67 208 345 920 14 400 917 
68 724 521 308 920 370 257 
69 40 737 871 2 664 114 
70 697 535 866 530 738 537 
71 725 910 445 790 395 184 
72 635 472 729 660 187 689 
73 342 983 366 917 798 868 
74 399 585 845 257 280 418 
75 68 134 527 829 890 410 
76 104 124 441 223 105 789 
77 604 69 140 1 905 596 
78 853 123 333 527 357 135 
79 269 577 414 109 71 370 
80 229 103 47 420 673 21 
81 524 136 232 482 879 672 
82 954 286 575 369 742 644 
83 878 925 759 588 370 569 
84 234 853 432 959 103 987 
85 177 783 316 934 142 911 
86 833 339 552 819 842 135 
87 583 38 839 214 779 330 
88 209 217 519 144 193 729 
