6 
1000 1000 1000 1000 1000 1000 
1 73 59 27 60 65 85 
2 53 82 29 75 39 58 
3 99 89 96 60 55 42 
4 82 100 64 75 69 62 
5 77 34 45 100 34 85 
6 85 81 78 85 43 27 
7 83 38 64 54 41 27 
8 63 75 28 47 86 26 
9 60 30 39 29 51 79 
10 39 54 56 95 70 60 
11 74 95 60 62 36 44 
12 55 89 78 33 67 100 
13 82 100 93 55 89 38 
14 41 30 44 96 40 58 
15 74 93 32 69 98 39 
16 47 56 32 84 67 62 
17 45 28 42 57 31 96 
18 52 48 40 96 60 29 
19 28 83 87 87 89 71 
20 91 26 66 83 56 58 
21 66 95 49 74 91 74 
22 87 80 98 53 42 94 
23 44 61 62 94 38 45 
24 71 91 67 92 67 88 
25 52 62 61 27 58 68 
26 31 27 49 99 78 93 
27 65 64 57 87 26 51 
28 31 80 75 35 46 49 
29 72 66 87 78 64 27 
30 71 65 39 83 65 96 
31 97 92 58 91 63 99 
32 34 63 28 45 70 69 
33 57 56 34 68 86 59 
34 77 52 88 92 85 70 
35 48 47 25 60 83 86 
36 90 96 82 98 82 40 
37 97 40 83 83 68 35 
38 25 56 49 98 98 78 
39 88 53 83 87 27 40 
40 50 38 72 57 98 88 
41 80 26 71 51 26 35 
42 36 94 87 87 42 98 
43 49 29 74 36 60 36 
44 28 40 84 44 74 46 
45 54 91 65 33 97 49 
46 79 46 85 61 90 45 
47 97 33 81 28 58 98 
48 83 41 67 25 28 43 
49 60 47 82 63 83 88 
50 87 34 49 29 90 50 
51 90 35 83 42 30 43 
52 57 60 46 60 87 74 
53 28 26 84 61 69 72 
54 43 26 39 67 30 45 
55 58 77 40 52 53 69 
56 70 49 67 98 42 35 
57 51 83 67 89 41 26 
58 73 83 33 36 39 68 
59 67 58 73 93 31 77 
60 96 89 72 72 77 83 
61 67 39 39 85 68 89 
62 91 63 34 87 88 67 
63 93 57 77 69 35 35 
64 76 29 42 29 39 89 
65 80 57 81 87 64 52 
66 43 59 56 44 76 80 
67 30 50 89 53 96 69 
68 73 98 30 55 67 56 
69 74 43 73 28 82 88 
70 95 49 60 94 42 32 
71 77 33 30 87 43 62 
72 71 68 76 82 73 82 
73 99 60 82 95 67 86 
74 54 70 87 69 90 80 
75 83 66 97 26 64 97 
76 31 37 97 42 83 60 
77 43 77 47 67 42 52 
78 30 71 90 94 91 38 
79 74 65 46 45 28 53 
80 69 80 81 89 70 44 
81 35 38 94 38 99 99 
82 91 82 30 33 60 78 
83 25 47 77 86 41 46 
84 81 100 90 77 90 49 
85 75 78 28 67 85 54 
86 95 38 74 71 27 31 
87 57 36 62 98 60 78 
88 37 25 85 40 76 57 
89 58 34 44 62 86 73 
90 86 89 71 63 29 44 
91 70 73 70 69 49 84 
92 53 54 54 100 70 81 
93 92 82 71 74 37 91 
94 65 47 86 31 76 88 
95 61 71 97 84 96 64 
96 54 43 99 34 95 82 
97 61 41 81 92 74 51 
98 80 30 97 91 76 34 
99 51 78 79 49 53 77 
100 79 50 82 55 96 29 
101 81 49 99 30 44 32 
102 38 34 36 95 68 79 
103 71 29 45 40 97 38 
104 29 31 72 29 60 57 
105 48 59 56 97 28 46 
106 50 61 51 98 89 82 
107 95 53 57 78 47 47 
108 94 95 87 57 51 48 
109 93 39 83 94 81 32 
110 97 97 82 82 70 53 
111 99 70 87 97 81 98 
112 67 26 56 31 44 66 
113 87 51 51 56 45 89 
114 73 67 92 25 34 91 
115 100 81 71 33 62 37 
116 81 32 90 60 54 41 
117 25 39 88 29 43 51 
118 74 91 32 48 25 25 
119 67 88 77 79 46 41 
120 90 50 74 44 53 56 
121 93 52 85 36 98 48 
122 83 99 74 75 60 35 
123 76 95 90 77 62 94 
124 80 25 88 42 86 44 
125 70 77 38 30 65 30 
126 60 25 49 52 31 64 
127 51 66 96 100 55 66 
