6 
1000 1000 1000 1000 1000 1000 
1 103 123 80 84 133 68 
2 180 196 133 193 77 182 
3 158 181 81 186 125 93 
4 158 61 83 127 149 192 
5 50 172 133 116 125 130 
6 70 61 196 123 189 52 
7 187 74 98 181 150 162 
8 169 126 121 71 134 91 
9 129 158 158 97 71 129 
10 167 139 113 182 53 67 
11 103 156 155 151 66 77 
12 124 62 70 140 84 154 
13 193 178 111 188 112 195 
14 69 135 107 61 171 151 
15 194 126 137 180 79 97 
16 120 104 93 147 194 158 
17 102 148 120 174 64 97 
18 67 136 104 144 54 127 
19 188 177 145 91 134 92 
20 115 68 99 64 99 164 
21 187 129 84 60 178 195 
22 193 118 192 66 108 118 
23 98 130 85 133 183 137 
24 138 77 183 66 97 145 
25 60 95 138 171 157 193 
26 121 60 74 87 90 124 
27 135 182 93 149 56 186 
28 186 189 151 158 87 58 
29 66 109 139 154 77 86 
30 80 64 152 70 60 65 
31 168 196 70 145 91 168 
32 118 119 97 157 85 184 
33 58 130 101 110 132 93 
34 58 141 113 93 69 111 
35 110 59 74 161 127 108 
36 194 167 198 104 185 116 
37 155 182 67 161 53 97 
38 122 133 123 167 77 196 
39 117 152 124 190 114 151 
40 112 134 176 63 162 70 
41 197 182 84 97 111 51 
42 170 122 178 100 117 126 
43 175 143 184 81 171 171 
44 70 57 148 84 178 174 
45 127 119 55 132 168 136 
46 114 152 96 121 52 68 
47 177 186 181 154 119 174 
48 104 111 189 142 69 177 
49 200 70 91 166 167 60 
50 192 145 89 85 121 198 
51 120 98 78 175 134 114 
52 192 86 122 79 186 55 
53 70 197 90 147 162 126 
54 120 93 68 80 194 167 
55 169 89 150 164 110 177 
56 154 187 110 140 159 130 
57 181 170 154 93 103 79 
58 185 192 151 79 61 164 
59 71 166 66 75 191 174 
60 187 53 142 144 197 136 
61 56 101 172 179 175 85 
62 112 128 119 155 89 154 
63 181 113 165 51 80 161 
64 60 180 122 185 116 192 
65 141 128 165 142 121 154 
66 75 160 172 76 55 131 
67 68 162 195 106 186 165 
68 113 157 153 115 84 185 
69 142 56 86 73 78 113 
70 118 64 136 128 75 64 
71 87 169 110 74 64 143 
72 139 130 109 57 139 179 
73 144 100 194 124 170 69 
74 162 126 149 76 123 117 
75 176 192 110 122 72 121 
76 142 71 168 75 94 190 
77 65 129 50 159 149 103 
78 73 149 194 115 94 141 
79 167 80 185 115 111 59 
80 54 124 112 133 170 153 
81 168 135 53 55 112 123 
82 58 51 62 148 71 120 
83 74 112 83 81 145 62 
84 131 136 182 186 117 154 
85 99 186 197 93 138 124 
86 106 128 149 51 118 118 
87 66 143 128 136 150 57 
88 88 105 193 143 89 81 
89 85 79 120 153 178 68 
90 143 197 144 70 122 179 
91 74 142 66 155 157 90 
92 147 83 178 132 171 56 
93 93 59 103 156 182 109 
94 126 89 85 76 107 80 
95 142 180 145 89 134 152 
96 117 136 101 136 132 173 
97 99 90 79 198 94 125 
98 167 132 187 119 162 66 
99 64 139 55 194 178 166 
100 141 73 127 126 170 149 
101 93 129 168 129 85 67 
102 123 164 154 190 88 140 
103 164 158 112 121 172 121 
104 85 51 174 121 191 147 
105 135 139 126 145 138 104 
106 162 125 100 139 82 92 
107 191 146 65 57 118 196 
108 82 135 51 59 79 185 
109 143 70 64 90 114 116 
110 150 155 93 72 162 135 
111 57 156 142 142 59 126 
112 137 68 83 102 107 118 
113 110 79 190 80 177 119 
114 190 147 157 125 140 182 
115 134 166 84 176 172 72 
116 88 151 184 164 77 158 
117 59 121 105 135 103 93 
118 110 130 170 52 101 53 
119 187 90 88 74 107 187 
120 88 153 164 162 125 125 
121 54 53 120 68 159 126 
122 168 192 87 163 188 141 
123 74 85 166 127 81 103 
124 117 61 138 70 64 154 
125 108 158 170 81 93 160 
126 187 168 121 64 50 114 
127 127 83 97 199 76 128 
128 140 113 137 71 87 92 
129 149 138 100 180 118 51 
130 149 56 57 172 172 142 
131 166 99 71 143 113 184 
