6 
100 100 100 100 100 100 
1 43 31 46 16 9 32 
2 41 15 16 31 28 46 
3 26 38 43 6 35 48 
4 45 39 15 5 11 21 
5 48 14 17 6 11 13 
6 38 41 42 49 25 44 
7 39 4 36 25 1 25 
8 15 40 2 35 36 20 
9 9 46 32 20 32 46 
10 11 17 1 2 38 45 
11 11 39 29 35 35 28 
12 29 3 39 31 16 7 
13 12 39 13 25 2 34 
14 33 43 50 11 14 23 
15 9 4 9 10 28 8 
16 26 49 9 27 15 43 
17 26 46 44 23 47 2 
18 44 19 27 47 36 24 
19 16 4 36 42 21 25 
20 22 15 33 39 23 9 
21 12 41 43 22 34 4 
22 21 10 32 45 44 3 
23 5 12 5 3 3 27 
24 34 3 25 23 25 27 
25 31 18 38 22 12 41 
26 13 27 49 28 1 36 
27 10 12 46 5 47 46 
28 9 3 46 27 5 19 
29 37 43 7 5 36 44 
30 10 43 46 5 24 12 
31 36 40 40 33 42 33 
32 30 48 31 48 39 9 
33 6 28 23 8 21 11 
34 32 18 33 40 30 9 
35 19 48 31 30 23 35 
36 24 18 34 1 44 49 
37 29 18 6 46 23 22 
38 21 6 29 50 46 21 
39 39 37 18 10 12 8 
40 30 16 12 2 29 32 
41 7 32 46 29 28 23 
42 37 5 7 21 10 21 
43 1 36 28 47 3 34 
44 4 41 40 41 29 21 
45 34 19 46 27 47 14 
46 40 34 13 38 30 2 
47 17 14 3 34 15 35 
48 16 15 23 38 49 9 
49 46 21 1 15 10 25 
50 34 45 7 24 4 28 
51 45 12 9 31 21 49 
52 20 17 9 44 42 40 
53 35 15 38 32 39 4 
54 50 17 34 6 43 3 
55 4 32 16 14 26 22 
56 20 43 1 9 6 49 
57 17 32 46 16 34 19 
58 42 29 21 3 28 25 
59 13 14 22 19 35 40 
60 30 1 37 13 23 41 
61 15 48 37 19 20 28 
62 43 7 44 9 21 45 
63 44 20 13 47 11 24 
64 39 43 2 16 17 33 
65 5 49 50 31 29 5 
66 24 1 36 7 11 5 
67 13 48 16 33 20 14 
68 25 40 5 23 2 36 
69 30 26 15 35 31 4 
70 1 38 28 14 28 18 
71 14 14 46 38 11 17 
72 33 27 42 16 29 10 
73 3 22 2 1 17 42 
74 50 28 8 47 35 37 
75 36 18 24 41 35 7 
76 46 27 3 34 40 48 
77 10 50 50 21 44 5 
78 28 48 30 47 47 48 
79 34 50 50 26 35 25 
80 12 18 38 38 24 20 
81 21 15 17 12 16 46 
82 20 34 11 19 7 47 
83 41 30 21 4 10 45 
84 15 26 25 35 4 7 
85 38 26 27 22 21 19 
86 11 34 29 18 21 33 
87 35 1 13 22 23 33 
88 13 25 31 17 34 23 
89 33 31 46 23 30 36 
90 36 33 23 19 46 32 
91 46 28 13 13 22 42 
92 19 41 2 31 12 50 
93 40 7 43 38 30 24 
94 34 39 20 35 12 23 
95 3 38 14 36 14 3 
96 44 24 18 8 30 26 
97 12 26 48 6 48 34 
98 42 12 49 25 31 24 
99 37 22 21 23 20 42 
100 20 3 15 3 11 12 
101 20 4 39 34 26 28 
102 8 24 44 33 37 11 
103 11 45 42 46 1 49 
104 45 33 9 47 19 22 
105 49 27 40 40 17 5 
106 11 27 34 10 27 49 
107 7 48 2 41 30 10 
108 20 12 16 1 5 7 
109 40 4 36 33 44 9 
110 25 23 18 16 41 28 
111 34 11 10 18 36 19 
112 20 18 27 47 11 43 
113 7 7 5 18 18 22 
114 11 18 26 17 32 11 
115 14 45 31 47 29 48 
116 26 17 6 11 33 15 
117 19 6 47 10 45 28 
118 8 5 41 11 12 26 
119 28 45 10 43 37 7 
120 3 21 46 27 46 27 
121 33 11 34 30 49 6 
122 38 50 42 9 26 35 
123 14 18 16 9 47 37 
124 24 35 33 21 22 37 
125 8 32 47 17 21 12 
126 36 24 19 32 4 20 
127 40 16 45 39 13 7 
128 14 38 1 11 5 39 
129 27 35 33 2 27 5 
130 5 3 35 2 44 19 
131 29 49 27 4 21 42 
132 29 50 37 11 44 15 
133 34 12 46 1 11 30 
134 16 12 25 40 16 34 
135 39 26 10 24 50 45 
136 11 44 16 12 13 23 
137 1 41 21 31 22 46 
138 50 22 14 46 12 39 
139 26 34 29 32 5 6 
140 13 4 24 32 14 22 
141 49 3 23 30 7 1 
