6 
1000 1000 1000 1000 1000 1000 
1 825 562 46 656 415 774 
2 538 184 401 841 864 806 
3 26 41 389 951 582 879 
4 225 798 520 871 292 445 
5 905 789 863 871 236 470 
6 375 899 243 316 957 794 
7 727 979 96 910 187 741 
8 431 635 294 903 593 835 
9 75 303 393 336 384 861 
10 540 792 884 977 560 677 
11 749 492 48 906 763 872 
12 867 824 372 189 329 85 
13 892 619 803 765 950 735 
14 441 158 443 398 306 212 
15 613 807 295 164 990 712 
16 688 811 455 486 121 279 
17 158 303 254 230 513 626 
18 800 331 209 548 578 721 
19 389 459 213 311 662 750 
20 144 651 704 920 998 415 
21 356 70 425 481 570 659 
22 114 22 571 199 860 100 
23 616 648 970 997 479 971 
24 371 909 61 609 172 501 
25 908 460 471 731 937 607 
26 51 515 437 961 434 754 
27 290 538 190 467 344 282 
28 769 879 502 3 479 643 
29 50 606 774 326 683 504 
30 977 390 623 638 308 283 
31 414 705 166 765 920 611 
32 546 675 712 553 552 174 
33 846 408 39 621 2 364 
34 330 803 935 126 645 84 
35 488 892 700 938 273 204 
36 329 289 729 29 260 195 
37 952 525 212 307 847 226 
38 910 293 283 923 943 128 
39 817 995 499 443 344 953 
40 908 276 227 802 248 996 
41 40 556 470 658 986 770 
42 423 562 454 665 313 452 
43 832 314 478 186 654 726 
44 582 419 74 648 938 230 
45 8 395 501 328 601 586 
46 455 689 959 28 627 36 
47 294 254 710 291 632 549 
48 314 634 291 498 717 167 
49 224 747 430 865 910 328 
50 571 937 703 197 705 958 
51 927 539 786 985 995 342 
52 69 121 845 98 419 378 
53 240 79 780 224 25 526 
54 83 716 597 756 941 547 
55 26 605 281 57 60 234 
56 841 200 89 930 578 928 
57 250 971 934 666 920 878 
58 464 644 741 993 379 362 
59 571 681 302 502 440 716 
60 772 332 509 136 624 801 
61 156 173 813 129 778 529 
62 635 221 910 648 534 459 
63 664 761 677 766 919 252 
64 516 570 585 137 561 23 
65 212 722 234 58 208 78 
66 920 854 84 743 756 104 
67 726 77 688 597 545 894 
68 845 989 303 358 83 179 
69 482 313 509 17 42 227 
70 729 885 418 136 774 942 
71 502 875 175 705 281 192 
72 522 506 955 566 662 831 
73 378 656 443 288 444 642 
74 802 713 290 909 752 576 
75 513 836 180 842 599 290 
76 168 105 697 36 897 404 
77 840 912 838 330 294 510 
78 125 959 639 629 83 327 
79 721 853 580 536 93 137 
80 902 596 632 930 614 439 
81 619 111 545 634 159 924 
82 181 861 614 928 275 125 
83 629 986 864 39 926 245 
84 549 650 539 545 416 770 
85 42 454 389 368 103 442 
86 544 44 352 405 846 915 
87 163 501 323 617 664 531 
88 278 541 212 586 805 524 
89 617 319 981 563 631 17 
90 872 438 331 920 584 720 
91 718 805 957 568 120 297 
92 380 118 635 937 60 279 
93 464 868 492 487 732 426 
94 798 479 574 706 129 847 
95 531 181 16 115 717 755 
96 822 960 794 534 737 43 
97 804 234 301 544 555 573 
98 610 35 138 255 78 976 
99 939 752 761 962 695 788 
