6 
1000 1000 1000 1000 1000 1000 
1 359 983 472 711 337 273 
2 717 972 644 321 25 670 
3 722 2 132 90 173 457 
4 192 911 623 959 846 871 
5 596 151 418 668 264 116 
6 1 884 279 436 848 471 
7 867 288 672 119 176 289 
8 362 930 370 492 730 584 
9 117 688 355 36 402 912 
10 756 237 559 928 456 321 
11 770 25 979 397 40 609 
12 330 527 865 305 842 563 
13 35 820 630 426 29 201 
14 778 442 689 423 757 581 
15 962 573 802 816 537 764 
16 274 912 526 238 320 536 
17 301 650 508 676 995 241 
18 598 372 107 778 420 980 
19 935 385 6 989 224 930 
20 622 213 180 908 303 629 
21 257 772 617 853 358 575 
22 540 764 640 774 951 397 
23 277 321 946 338 544 944 
24 481 34 298 342 616 713 
25 904 298 495 836 644 889 
26 561 985 185 369 177 475 
27 533 694 35 102 34 331 
28 897 345 927 250 520 742 
29 649 524 272 386 652 568 
30 345 153 827 862 694 247 
31 614 791 397 188 543 48 
32 697 92 704 917 333 28 
33 973 649 397 571 665 361 
34 638 142 501 523 115 347 
35 613 783 694 302 339 823 
36 581 20 914 49 557 632 
37 838 82 981 544 646 47 
38 937 797 85 642 658 245 
39 621 276 602 765 596 907 
40 248 693 724 914 980 73 
41 117 777 146 7 953 962 
42 818 157 615 293 915 595 
43 783 744 195 671 989 326 
44 244 614 555 813 566 802 
45 218 811 440 503 927 521 
46 147 685 403 130 559 854 
47 129 422 127 490 563 427 
48 277 628 379 921 870 202 
49 642 472 630 140 521 465 
50 342 357 884 24 656 719 
51 403 369 762 699 848 600 
52 431 250 26 744 691 519 
53 14 263 674 17 194 550 
54 414 552 338 178 833 215 
55 952 98 747 517 578 750 
56 612 982 19 728 742 294 
57 579 267 21 570 60 698 
58 48 441 430 730 298 177 
59 871 397 100 148 733 145 
60 93 843 692 884 796 782 
61 348 240 773 971 492 8 
62 813 554 847 952 401 178 
63 135 423 359 7 979 622 
64 341 663 651 50 73 182 
65 925 217 509 369 423 154 
66 958 484 436 473 390 838 
67 32 639 658 769 309 66 
68 242 201 377 456 464 145 
69 877 72 5 332 107 641 
70 74 93 902 550 294 509 
71 326 361 461 813 689 18 
72 393 362 471 572 242 40 
73 534 90 34 92 492 419 
74 895 652 56 395 257 385 
75 532 518 582 986 936 142 
76 807 726 50 992 293 299 
77 487 866 239 98 330 924 
78 81 404 135 690 67 594 
79 117 974 545 91 238 487 
80 162 519 512 855 499 380 
81 681 797 351 69 69 185 
82 445 950 26 384 350 20 
83 968 601 871 114 905 305 
84 184 597 738 850 783 974 
85 436 874 459 282 471 335 
86 72 973 209 349 975 331 
87 286 515 560 881 760 507 
88 872 41 640 130 184 9 
89 53 286 974 93 433 996 
90 930 291 234 731 802 983 
91 714 450 997 878 82 120 
92 561 445 902 685 430 36 
93 983 632 292 652 859 158 
94 923 187 893 98 241 122 
95 132 186 164 910 810 745 
96 63 102 942 899 214 974 
97 280 988 310 67 848 583 
98 773 154 957 11 763 168 
99 960 431 833 982 150 66 
100 42 819 64 806 76 881 
101 828 4 285 518 244 887 
102 166 451 589 65 939 947 
103 862 642 479 660 668 629 
104 398 143 960 627 442 838 
105 521 934 466 9 307 306 
106 894 654 878 670 64 760 
107 562 561 387 934 187 898 
108 955 624 759 561 299 784 
109 886 902 981 804 386 85 
110 270 308 239 854 665 489 
111 637 828 645 446 26 401 
112 491 669 539 943 729 32 
113 102 622 168 801 619 215 
114 669 490 23 885 604 564 
115 492 469 401 291 361 649 
116 499 479 781 734 538 243 
117 762 155 261 300 666 193 
118 163 559 57 310 497 716 
119 132 770 996 537 881 68 
120 878 849 707 191 399 581 
121 437 961 135 346 832 224 
122 456 141 449 262 372 830 
123 651 258 281 137 288 954 
124 964 922 52 706 216 19 
125 341 288 455 612 937 300 
126 741 50 764 829 729 472 
127 432 17 153 936 183 359 
128 60 382 573 269 623 732 
129 882 724 264 330 490 31 
130 766 56 50 871 169 385 
131 322 546 324 532 195 487 
132 909 155 876 680 6 772 
133 520 352 586 640 607 445 
134 938 362 273 727 876 723 
135 801 183 636 407 399 627 
136 612 451 151 212 961 148 
137 635 289 179 970 15 376 
138 754 578 638 659 963 584 
139 419 511 692 859 325 708 
140 569 127 813 464 734 157 
141 416 57 467 720 104 857 
142 452 518 562 191 357 229 
143 793 95 680 849 375 791 
144 223 999 675 884 440 44 
145 505 262 942 170 290 464 
146 18 686 651 568 171 283 
147 569 747 720 90 483 455 
148 668 260 656 928 803 388 
149 512 863 790 275 884 999 
150 838 504 330 962 642 945 
151 95 460 144 882 410 561 
152 806 601 306 832 500 258 
153 890 613 575 863 231 424 
154 357 288 509 913 794 220 
155 480 784 866 878 254 908 
156 202 99 122 474 362 588 
157 364 602 939 651 490 299 
158 471 395 96 61 596 757 
159 110 987 942 666 698 909 
160 814 572 551 394 846 621 
161 559 498 760 880 482 280 
162 837 689 631 986 398 111 
163 337 120 223 539 680 189 
164 854 399 443 52 104 823 
165 563 785 573 883 759 354 
166 920 238 65 345 534 735 
167 730 645 653 857 305 870 
168 155 116 861 955 932 197 
169 790 52 258 214 171 36 
170 516 784 537 51 455 712 
171 956 907 637 533 125 193 
172 992 583 29 282 353 24 
173 548 835 533 766 958 687 
174 92 279 718 429 748 259 
175 869 664 83 357 685 21 
176 877 391 139 239 130 162 
177 239 220 775 161 50 820 
178 162 875 594 302 516 473 
179 754 920 871 852 695 224 
180 553 956 934 234 643 700 
181 513 501 185 17 830 347 
182 473 338 671 54 492 423 
183 348 188 538 475 378 305 
184 59 271 483 109 189 907 
185 916 374 889 640 815 726 
186 16 330 787 68 453 81 
187 512 763 225 353 495 69 
188 674 958 556 438 713 884 
189 709 12 724 640 316 119 
190 825 213 170 61 958 881 
191 147 570 557 599 797 208 
192 703 149 948 247 201 812 
193 425 510 272 875 362 176 
194 935 819 613 925 162 94 
195 765 11 919 26 88 703 
196 694 513 156 806 378 34 
197 896 420 198 66 953 908 
198 103 867 604 822 171 330 
199 908 964 647 586 126 902 
200 39 642 846 609 897 655 
201 166 573 572 66 373 965 
202 80 18 217 962 200 760 
203 823 225 796 808 804 199 
204 75 477 80 147 689 176 
205 836 223 544 648 880 294 
206 572 677 270 856 941 372 
207 314 762 983 780 389 827 
208 491 589 180 690 371 158 
209 665 904 897 992 582 563 
210 679 39 904 200 683 765 
211 666 773 392 132 114 985 
212 491 299 97 83 897 706 
213 229 937 268 912 960 560 
214 66 453 730 160 293 562 
215 621 156 718 184 788 995 
216 962 886 159 352 581 1 
217 339 758 664 109 985 914 
218 242 331 743 895 822 104 
219 68 669 16 383 977 503 
220 172 839 464 3 603 144 
221 818 456 118 190 252 430 
222 156 975 356 977 60 568 
223 260 664 495 490 729 933 
224 363 383 790 504 672 868 
225 408 642 202 80 472 22 
226 51 918 31 65 166 776 
227 590 920 420 563 153 798 
228 154 628 314 308 831 287 
229 302 413 356 52 987 949 
230 531 378 916 507 717 95 
231 556 730 997 845 780 865 
232 12 570 143 773 502 628 
233 208 116 958 914 823 158 
234 518 686 90 454 241 377 
235 438 280 170 187 849 337 
236 973 797 54 586 1000 353 
237 862 25 71 719 15 294 
238 46 717 317 698 408 293 
239 162 874 500 613 216 149 
240 244 447 177 862 107 584 
241 598 800 890 675 658 284 
242 938 325 675 181 44 860 
243 800 598 331 915 414 479 
244 540 231 830 709 358 89 
245 472 735 415 569 753 156 
246 365 77 431 21 440 731 
247 97 214 536 886 308 840 
248 951 432 216 604 578 298 
249 641 940 908 144 947 958 
250 126 691 182 288 255 953 
251 533 611 906 124 665 366 
252 57 173 789 392 569 109 
253 468 83 254 444 194 52 
254 874 167 69 834 871 805 
255 420 381 322 53 61 713 
