6 
1000 1000 1000 1000 1000 1000 
1 233 250 318 323 244 358 
2 135 353 264 390 399 338 
3 119 214 319 266 238 260 
4 231 272 142 117 399 183 
5 196 357 109 265 121 332 
6 102 101 297 306 128 317 
7 353 334 268 393 159 126 
8 223 162 294 171 384 185 
9 380 347 295 314 393 359 
10 279 364 374 235 146 248 
11 261 113 281 218 399 336 
12 244 310 106 391 181 159 
13 153 399 261 306 176 391 
14 288 378 199 251 224 157 
15 289 175 155 231 387 394 
16 388 363 304 367 385 161 
17 151 228 288 252 136 379 
18 202 141 172 225 123 108 
19 217 210 147 275 118 314 
20 399 397 126 310 206 343 
21 128 326 391 391 142 211 
22 354 291 202 218 364 340 
23 317 396 245 147 212 268 
24 395 264 285 133 264 322 
25 269 324 228 178 291 120 
26 137 146 385 249 244 377 
27 264 105 359 221 246 177 
28 269 346 178 222 332 369 
29 205 363 371 270 314 105 
30 227 398 212 219 199 312 
31 127 272 123 262 342 185 
32 179 115 372 319 345 221 
33 227 265 324 274 278 318 
34 222 158 353 156 395 245 
35 345 373 287 137 163 300 
36 228 312 157 330 148 377 
37 397 378 128 214 122 367 
38 349 127 177 346 375 198 
39 384 161 300 263 393 395 
40 181 136 220 121 194 176 
41 269 133 145 367 231 145 
42 229 327 374 262 291 248 
43 118 119 305 381 245 273 
44 202 298 173 207 230 350 
45 400 322 141 137 393 397 
46 124 125 344 326 374 110 
47 161 102 286 268 187 378 
48 173 342 143 278 277 332 
49 305 166 251 104 236 285 
50 223 185 214 203 190 350 
51 245 230 154 237 260 228 
52 170 110 137 358 121 176 
53 245 397 396 336 362 242 
54 251 174 318 230 305 345 
55 251 296 309 376 355 338 
56 296 110 134 374 371 120 
57 352 112 354 248 106 154 
58 274 201 155 313 267 316 
59 339 382 349 248 267 113 
60 318 160 130 400 315 121 
61 370 347 219 187 169 247 
62 154 114 398 284 179 148 
63 383 199 166 310 189 387 
64 218 186 124 233 260 321 
65 114 227 347 258 233 202 
66 285 393 349 120 107 149 
67 290 400 223 350 345 127 
68 245 292 364 137 392 104 
69 167 297 297 240 113 293 
70 301 392 317 139 362 158 
71 327 172 176 138 100 165 
72 104 307 329 297 197 296 
73 333 355 243 361 151 133 
74 245 239 255 235 345 190 
75 376 270 355 231 159 263 
76 116 301 179 161 298 227 
77 140 238 102 189 231 216 
78 167 238 120 204 329 283 
79 376 185 363 204 348 244 
80 289 200 139 317 319 268 
81 171 355 205 160 129 276 
82 170 272 313 396 145 229 
83 384 267 220 340 157 202 
84 179 102 273 333 300 333 
85 110 310 134 159 348 191 
86 227 170 111 209 258 125 
87 160 185 359 140 388 163 
88 128 239 134 353 240 245 
89 267 192 259 298 184 295 
90 117 218 396 184 183 100 
91 382 187 274 343 231 361 
92 298 279 302 336 359 147 
93 208 250 228 249 191 285 
94 197 258 372 381 267 336 
95 330 319 273 389 193 345 
96 220 385 371 121 109 349 
97 158 266 167 367 231 207 
98 328 280 230 329 137 255 
99 183 287 347 378 395 280 
100 394 357 113 357 185 325 
101 147 291 180 144 285 312 
102 116 355 110 116 250 116 
103 192 239 374 213 363 198 
104 309 393 384 386 345 103 
105 183 182 390 287 343 230 
106 189 124 376 158 347 145 
107 383 118 158 328 283 140 
108 296 169 342 324 168 393 
109 129 182 234 274 273 293 
110 158 345 125 171 275 336 
111 328 236 216 109 352 101 
112 214 397 165 199 160 200 
113 192 354 209 164 112 148 
114 169 317 194 313 224 192 
115 134 259 229 373 323 176 
116 168 107 181 222 359 316 
117 239 310 368 218 253 357 
118 391 227 389 397 202 112 
119 272 196 306 232 280 261 
120 319 166 283 315 140 228 
121 274 328 313 229 280 171 
122 337 369 346 190 205 129 
123 161 270 354 382 197 248 
124 285 142 170 382 367 256 
125 366 129 284 366 333 243 
126 297 131 291 204 268 109 
127 388 215 318 128 106 358 
128 362 209 172 400 371 185 
129 377 390 211 273 344 335 
130 343 315 278 167 128 365 
131 354 132 253 114 113 282 
132 271 331 261 219 247 132 
133 388 245 345 164 254 248 
134 149 303 342 153 371 130 
135 246 110 390 173 213 150 
136 103 115 344 392 378 148 
137 100 202 383 267 165 398 
138 376 114 278 394 345 276 
139 386 277 173 104 283 142 
140 186 334 325 315 334 376 
141 278 227 196 108 394 205 
142 302 209 195 256 161 283 
143 397 170 123 381 362 158 
144 306 325 112 177 340 388 
145 151 400 102 156 310 323 
146 377 201 173 149 125 203 
147 285 299 182 285 373 254 
148 391 394 262 348 169 277 
149 132 164 116 224 148 143 
150 141 254 305 367 231 344 
151 220 292 245 114 158 247 
152 313 189 229 107 175 184 
153 169 352 151 115 108 377 
154 245 119 363 355 215 298 
155 223 361 234 198 193 385 
156 192 105 206 143 107 213 
157 212 133 271 211 291 398 
158 142 371 178 387 210 166 
159 252 145 270 324 185 131 
160 308 387 346 278 397 268 
161 109 251 394 267 368 348 
162 359 226 152 168 197 341 
163 393 335 235 392 280 135 
164 234 352 399 298 214 380 
165 182 231 272 331 398 213 
