6 
1000 1000 1000 1000 1000 1000 
1 161 711 533 898 498 598 
2 302 350 175 915 782 516 
3 344 409 249 641 572 85 
4 551 622 445 294 940 261 
5 808 762 925 807 154 352 
6 565 540 205 666 209 73 
7 130 334 404 623 859 76 
8 709 455 536 642 360 375 
9 532 541 986 153 756 444 
10 635 611 989 564 586 222 
11 3 578 406 746 727 697 
12 642 1 46 181 577 793 
13 289 71 986 918 837 328 
14 390 756 208 654 659 915 
15 892 501 767 951 367 743 
16 210 250 567 403 279 85 
17 385 370 62 985 519 402 
18 152 23 404 591 485 905 
19 734 273 856 132 745 460 
20 246 679 614 357 901 652 
21 281 772 277 592 362 420 
22 685 97 294 19 494 577 
23 58 248 915 304 457 845 
24 913 239 163 506 1 616 
25 402 893 732 534 765 802 
26 739 777 958 443 266 849 
27 898 693 453 449 44 311 
28 631 891 605 185 337 274 
29 43 229 24 316 871 533 
30 163 394 247 389 106 591 
31 441 709 367 880 840 200 
32 180 670 641 708 93 796 
33 243 272 506 40 840 77 
34 587 644 850 516 30 28 
35 521 224 367 137 72 349 
36 251 263 640 799 905 429 
37 810 605 963 230 868 563 
38 669 182 454 639 333 343 
39 327 675 62 220 860 676 
40 765 574 829 477 264 726 
41 582 936 482 311 684 665 
42 640 790 682 787 636 855 
43 345 266 531 759 927 954 
44 300 177 488 960 460 196 
45 277 5 797 288 939 756 
46 846 435 305 249 459 94 
47 297 204 115 256 874 199 
48 506 25 224 753 611 379 
49 894 152 385 8 843 513 
50 98 935 909 531 136 300 
51 648 705 898 104 710 740 
52 495 563 804 243 733 717 
53 376 958 620 531 554 411 
54 343 268 846 194 843 154 
55 925 95 232 187 301 316 
56 753 792 223 722 4 23 
57 529 867 173 100 495 438 
58 462 855 298 694 371 603 
59 939 616 260 618 376 426 
60 777 180 648 613 878 516 
61 539 977 365 999 833 355 
62 213 328 721 121 669 737 
63 680 322 493 917 770 559 
64 613 817 446 701 71 374 
65 352 28 255 984 584 209 
66 593 767 274 658 395 721 
67 770 758 483 266 206 816 
68 968 667 858 327 126 162 
69 751 418 888 317 128 235 
70 909 260 15 285 998 129 
71 699 840 793 136 48 736 
72 121 124 717 505 292 524 
73 832 601 666 865 182 874 
74 363 242 487 389 855 473 
75 112 116 178 506 819 305 
76 856 848 889 529 520 993 
77 376 270 896 423 31 664 
78 884 658 908 962 194 677 
79 157 897 218 357 903 686 
80 184 963 960 412 219 91 
81 205 356 579 313 149 28 
82 659 450 476 686 113 545 
83 464 232 700 773 234 947 
84 309 213 28 90 558 258 
85 483 346 70 878 111 455 
86 876 326 844 612 552 683 
87 911 154 324 91 129 382 
88 693 597 281 48 381 332 
89 926 493 19 956 759 150 
90 313 522 610 850 115 174 
91 221 938 716 19 778 647 
92 794 29 705 179 460 647 
93 170 447 611 546 347 228 
94 504 90 97 735 466 766 
95 252 345 480 911 446 582 
96 693 260 458 205 828 224 
97 623 805 9 213 791 397 
98 165 54 109 680 670 380 
99 808 114 985 27 106 963 
100 866 24 5 553 455 678 
101 794 466 392 711 32 879 
102 79 950 154 944 207 239 
103 491 95 882 228 684 107 
104 427 453 362 958 706 129 
105 155 760 183 94 530 623 
106 541 740 101 765 911 991 
107 456 382 207 394 931 742 
108 750 447 5 189 639 429 
109 563 99 638 567 71 748 
110 749 108 31 136 2 526 
111 729 563 611 197 145 281 
112 862 446 452 365 275 392 
113 58 395 696 467 805 68 
114 898 659 148 877 874 6 
115 361 199 447 858 605 589 
116 167 256 665 876 489 618 
117 747 446 901 909 248 141 
118 416 93 960 448 13 131 
119 356 306 311 464 647 556 
120 744 245 369 798 983 130 
121 694 390 72 959 273 985 
122 923 784 221 64 449 85 
123 613 73 773 383 28 125 
124 443 764 585 600 38 156 
125 973 976 762 852 537 19 
126 517 795 591 304 857 997 
127 241 34 418 543 769 427 
128 898 959 666 102 720 591 
129 320 590 484 790 670 320 
130 739 361 269 18 535 964 
131 758 701 356 970 179 221 
132 738 33 339 507 951 373 
133 272 296 770 580 59 167 
