6 
1000 1000 1000 1000 1000 1000 
1 193 253 338 308 147 235 
2 268 227 359 337 249 172 
3 336 377 266 341 339 119 
4 383 150 278 164 301 273 
5 294 394 263 209 272 176 
6 269 312 377 213 316 386 
7 285 387 291 146 377 341 
8 112 326 332 260 172 349 
9 175 319 120 114 291 349 
10 187 182 308 361 235 320 
11 107 395 339 166 313 306 
12 249 390 286 378 370 151 
13 119 362 182 136 234 192 
14 376 219 375 223 353 350 
15 167 179 309 326 174 121 
16 348 293 243 399 344 174 
17 236 386 271 363 134 205 
18 178 162 157 286 294 213 
19 273 350 247 152 193 334 
20 220 378 320 240 161 392 
21 226 307 288 170 255 234 
22 147 245 131 146 254 176 
23 285 139 133 110 311 383 
24 121 386 337 122 120 141 
25 327 261 305 176 101 394 
26 147 230 112 250 301 274 
27 228 286 165 384 335 338 
28 230 119 193 133 127 378 
29 218 375 161 127 282 200 
30 220 268 374 396 283 231 
31 372 299 215 166 169 140 
32 110 154 100 245 111 229 
33 137 220 127 385 109 136 
34 376 148 368 367 251 145 
35 208 145 280 162 296 157 
36 253 299 349 366 254 106 
37 152 397 299 164 124 158 
38 222 168 287 268 345 159 
39 355 393 385 352 285 274 
40 180 207 320 232 112 113 
41 210 146 224 178 132 238 
42 229 271 188 300 247 252 
43 258 392 158 384 265 304 
44 211 234 267 132 178 383 
45 215 174 134 253 150 277 
46 118 323 360 273 361 270 
47 178 121 219 217 113 135 
48 166 345 336 139 307 350 
49 278 316 246 155 246 310 
50 348 379 253 234 170 361 
51 392 327 198 258 330 159 
52 324 155 345 332 313 346 
53 399 150 304 248 229 279 
54 326 247 140 299 332 255 
55 237 337 145 338 323 177 
56 136 231 225 171 173 376 
57 317 191 292 381 400 400 
58 250 150 395 345 110 176 
59 288 393 375 255 255 284 
60 141 284 191 266 224 341 
61 269 294 260 379 263 392 
62 151 157 296 221 218 233 
63 352 244 189 189 175 388 
64 323 252 259 205 236 162 
65 304 133 195 164 119 293 
66 394 255 295 247 117 163 
67 319 217 106 349 167 339 
68 365 227 154 285 349 176 
69 160 170 104 237 277 308 
70 290 265 129 383 222 206 
71 235 229 181 182 369 330 
72 273 232 391 155 373 241 
73 301 254 383 126 247 163 
74 176 399 255 235 395 200 
75 218 312 306 275 134 289 
76 322 155 382 363 194 121 
77 279 278 202 328 138 110 
78 144 357 106 154 252 179 
79 309 190 126 124 131 132 
80 101 271 208 162 312 257 
81 266 281 320 346 367 183 
82 281 191 160 160 183 124 
83 321 382 149 384 169 108 
