6 
1000 1000 1000 1000 1000 1000 
1 93 168 88 162 199 115 
2 189 134 80 137 153 138 
3 145 191 172 167 101 95 
4 161 129 199 124 135 72 
5 189 115 138 102 59 193 
6 95 163 63 98 194 176 
7 195 141 121 76 176 107 
8 142 119 118 76 161 114 
9 139 80 50 181 116 59 
10 133 121 192 84 149 53 
11 100 133 98 139 130 90 
12 175 128 71 163 124 58 
13 80 177 200 74 194 144 
14 68 109 168 105 169 66 
15 98 69 110 61 127 190 
16 107 191 167 148 170 197 
17 155 198 142 174 65 118 
18 104 113 130 136 84 102 
19 99 63 101 188 184 74 
20 123 165 114 132 143 198 
21 178 181 97 100 161 143 
22 90 156 190 176 190 51 
23 195 68 172 136 128 75 
24 114 80 115 73 157 194 
25 181 171 159 139 133 105 
26 83 71 92 143 54 184 
27 192 103 58 53 169 56 
28 174 94 63 54 144 65 
29 138 66 166 80 145 126 
30 179 144 158 157 129 71 
31 109 76 149 123 134 135 
32 82 139 151 109 145 90 
33 193 114 187 169 51 162 
34 127 86 61 87 112 52 
35 108 67 149 128 148 146 
36 182 189 73 52 146 131 
37 57 104 186 92 176 107 
38 56 156 80 91 187 56 
39 157 103 129 123 196 144 
40 122 156 197 120 180 166 
41 62 169 143 154 135 134 
42 184 144 192 180 149 187 
43 199 134 176 154 193 105 
44 187 58 183 150 97 116 
45 59 198 156 89 175 152 
46 142 125 107 112 130 136 
47 138 188 174 185 91 161 
48 171 70 134 106 148 97 
49 196 150 162 108 177 74 
50 170 99 59 185 196 193 
51 123 101 106 61 62 88 
52 127 98 191 165 90 53 
53 55 115 93 169 194 133 
54 157 103 124 110 131 149 
55 99 64 129 155 87 192 
56 104 114 180 109 74 186 
57 96 94 187 58 159 145 
58 134 146 174 114 150 96 
59 55 140 118 139 112 96 
60 71 173 129 183 150 90 
61 162 173 129 149 171 184 
62 200 184 146 58 65 102 
63 128 152 178 96 104 131 
64 85 100 111 195 134 106 
65 156 55 113 152 185 69 
66 178 131 64 51 112 108 
67 74 138 155 138 182 59 
68 130 59 58 123 150 179 
69 100 121 130 158 167 178 
70 191 93 136 95 54 144 
71 91 146 186 130 121 52 
72 92 189 165 156 139 196 
73 82 117 68 146 131 122 
74 99 163 96 176 200 126 
75 148 80 116 184 179 119 
76 67 86 128 129 82 108 
77 169 60 195 189 96 129 
78 118 73 179 145 175 179 
79 118 142 145 95 79 102 
80 123 87 95 187 176 134 
81 157 68 81 54 194 71 
82 111 185 61 126 62 82 
83 142 120 86 104 117 88 
84 136 197 79 84 157 198 
85 93 156 50 113 118 143 
86 94 174 58 54 134 165 
87 170 169 121 144 50 142 
88 142 198 96 156 169 190 
89 141 55 60 197 155 171 
90 188 62 137 191 171 150 
91 64 69 102 156 102 109 
92 87 150 151 77 159 67 
93 171 115 53 99 157 165 
94 169 193 67 63 98 81 
95 150 148 142 147 53 102 
96 178 63 54 130 100 65 
97 136 192 187 96 170 65 
