6 
1000 1000 1000 1000 1000 1000 
1 354 378 318 625 682 533 
2 800 590 301 662 375 411 
3 208 794 486 445 738 427 
4 626 210 467 437 622 294 
5 548 373 715 535 216 215 
6 347 433 688 518 525 269 
7 782 307 306 331 208 711 
8 311 579 262 680 423 702 
9 474 517 740 717 558 702 
10 508 469 693 368 403 216 
11 381 434 480 648 491 349 
12 685 232 319 258 581 208 
13 319 769 734 293 266 233 
14 799 569 677 334 546 468 
15 744 544 317 728 642 322 
16 510 768 419 271 325 562 
17 283 355 748 248 411 642 
18 554 693 491 473 492 740 
19 329 409 460 276 497 476 
20 502 293 350 259 709 500 
21 363 690 719 753 673 714 
22 264 483 373 484 734 288 
23 776 205 269 202 505 467 
24 707 535 714 342 246 340 
25 484 294 728 373 241 601 
26 500 371 412 435 371 211 
27 525 768 287 713 700 589 
28 592 280 407 338 550 202 
29 575 729 254 244 747 378 
30 230 379 620 653 642 642 
31 234 527 723 475 272 536 
32 256 383 629 581 716 323 
33 490 425 525 766 446 771 
34 535 689 298 624 509 245 
35 577 743 659 548 558 271 
36 462 668 770 585 393 461 
37 356 757 780 728 565 415 
38 319 552 732 347 503 398 
39 210 235 445 605 242 428 
40 379 529 636 357 415 776 
41 272 242 762 525 268 676 
42 607 350 584 211 671 257 
43 418 703 232 778 500 364 
44 389 489 634 656 736 495 
45 722 781 448 756 324 354 
46 290 445 471 769 439 291 
47 454 595 775 248 396 338 
48 476 784 209 520 630 485 
49 640 588 594 769 539 588 
50 644 425 500 798 359 373 
51 800 779 612 229 619 300 
52 518 483 448 631 721 583 
53 754 572 338 620 757 584 
54 577 315 633 457 295 211 
55 321 268 539 516 281 703 
56 347 236 466 351 642 378 
57 766 315 608 559 568 498 
58 263 276 211 252 565 542 
59 610 682 711 628 522 725 
60 499 345 257 794 256 794 
61 740 414 374 769 404 246 
62 720 777 610 510 768 233 
63 249 733 630 563 543 594 
64 791 658 751 249 623 278 
65 756 327 298 498 683 719 
66 463 710 214 571 707 349 
67 787 434 289 209 616 250 
68 406 660 327 323 560 222 
69 342 587 515 321 374 255 
70 752 370 635 371 389 233 
71 336 230 255 640 212 231 
72 514 493 317 779 580 448 
73 484 340 351 242 684 778 
74 693 626 750 549 488 428 
75 566 406 735 587 351 522 
76 599 712 652 578 733 790 
77 407 478 476 645 620 607 
78 523 652 205 578 680 360 
79 525 346 517 303 543 515 
80 597 251 706 225 785 258 
81 200 667 788 384 515 777 
82 657 626 545 751 777 452 
83 768 456 252 489 691 700 
84 454 711 737 610 385 486 
85 682 478 535 573 387 286 
86 291 565 314 718 636 667 
87 628 316 304 478 367 217 
88 567 666 363 352 691 685 
89 752 721 480 407 470 727 
90 305 556 793 725 591 564 
91 297 584 389 636 593 538 
92 626 641 786 737 206 639 
93 744 225 523 315 470 787 
94 201 537 533 478 430 515 
95 467 362 487 518 373 312 
96 310 207 674 224 523 226 
97 598 617 227 787 200 441 
98 564 504 219 741 614 404 
99 571 263 374 280 726 339 
100 742 485 239 375 432 676 
101 311 574 283 365 522 530 
102 555 457 446 352 674 583 
103 373 667 739 369 266 575 
104 752 591 221 689 524 602 
105 595 711 252 451 525 363 
106 377 490 224 372 617 520 
107 431 202 448 354 604 263 
108 346 567 361 634 740 676 
109 204 352 376 800 395 219 
110 590 581 331 481 292 755 
111 342 557 673 675 373 737 
112 686 404 621 680 369 447 
113 716 634 667 666 570 325 
114 668 549 355 377 571 245 
115 463 226 529 787 290 201 
116 526 626 345 294 657 492 
117 621 414 304 580 495 595 
118 461 520 558 677 300 248 
119 664 609 340 230 348 361 
120 284 212 519 422 402 764 
121 262 287 224 761 674 502 
122 539 292 292 633 365 420 
123 600 321 418 631 787 264 
124 629 209 472 703 799 798 
125 715 422 719 367 513 530 
126 718 689 393 648 547 449 
127 519 715 763 534 515 263 
128 725 705 670 305 675 655 
129 488 423 626 622 485 741 
130 617 456 223 523 612 437 
131 239 586 695 698 466 559 
132 409 463 544 370 211 237 
133 548 535 584 454 389 795 
134 212 271 572 318 778 230 
135 497 616 569 305 521 565 
136 724 538 776 767 725 526 
137 208 217 642 364 422 780 
138 563 516 276 297 732 626 
139 576 261 715 621 538 660 
140 621 431 601 575 693 770 
141 781 693 708 502 438 215 
142 540 404 708 272 228 394 
143 316 771 329 348 767 376 
144 670 359 503 321 237 685 
145 516 419 696 297 669 380 
146 256 288 548 699 392 613 
147 408 470 563 447 514 551 
148 300 697 347 364 666 594 
149 566 273 242 781 526 645 
150 610 539 491 673 384 201 
151 369 568 385 612 643 572 
152 317 460 608 584 672 273 
153 275 206 203 439 683 444 
154 408 446 443 464 650 678 
155 336 493 741 419 672 693 
156 590 322 735 371 696 354 
157 618 628 553 276 536 545 
158 527 684 387 580 777 742 
159 282 673 390 713 440 404 
160 225 246 645 666 518 288 
161 409 601 698 457 683 249 
162 643 231 672 235 453 314 
163 628 364 553 609 469 775 
164 426 567 750 708 345 276 
165 270 630 384 682 543 277 
166 702 650 405 453 670 550 
167 609 750 257 509 263 380 
168 452 718 425 660 455 267 
169 719 521 668 576 471 715 
170 230 575 703 388 637 503 
171 537 741 435 225 643 399 
172 297 745 776 647 264 602 
173 300 779 255 232 645 316 
174 512 309 224 319 282 606 
175 713 800 477 516 273 785 
176 654 670 248 202 668 726 
177 219 705 246 521 579 360 
178 410 298 790 561 410 379 
179 331 337 686 455 254 470 
180 606 658 440 533 778 249 
181 345 497 280 714 634 635 
182 601 755 364 289 502 265 
183 389 632 778 419 321 741 
184 345 324 571 222 783 320 
185 621 761 242 534 314 611 
186 372 234 666 539 678 357 
187 527 485 266 248 436 702 
188 636 270 626 415 688 680 
189 653 521 471 430 401 718 
190 443 291 226 618 463 621 
191 554 674 413 512 398 563 
192 251 315 530 597 424 563 
193 716 454 611 204 425 508 
194 571 711 418 548 327 578 
195 414 498 463 426 230 613 
196 233 750 260 498 326 239 
197 696 475 730 353 572 239 
198 699 682 464 469 432 558 
199 314 738 779 414 605 314 
200 497 207 569 259 550 698 
201 642 221 764 283 623 741 
202 366 469 361 221 489 237 
203 743 346 264 284 565 289 
204 669 433 724 721 570 621 
205 613 254 461 235 641 452 
206 305 322 299 529 570 444 
207 460 431 566 315 455 422 
208 492 429 211 663 545 534 
209 679 458 289 466 388 475 
210 234 485 643 596 721 363 
211 510 260 639 294 451 673 
212 205 595 393 589 462 320 
213 790 527 344 299 592 620 
214 732 226 772 301 596 734 
215 500 633 738 460 696 340 
216 554 323 499 396 585 487 
217 555 466 586 313 780 547 
218 456 762 369 689 206 652 
219 590 316 433 750 485 477 
220 642 713 284 224 510 701 
221 407 232 465 519 550 740 
222 553 339 398 367 620 287 
223 696 493 620 262 220 420 
224 261 519 501 623 636 581 
225 600 289 708 702 446 603 
226 626 442 687 626 785 206 
227 680 509 674 300 373 439 
228 586 774 240 635 329 605 
229 452 533 696 698 250 395 
230 283 648 658 731 268 321 
231 735 677 359 602 685 213 
232 427 496 789 566 352 571 
233 309 785 671 333 597 719 
234 793 599 245 765 422 781 
235 290 501 429 470 711 301 
236 209 640 559 604 485 247 
237 554 744 489 551 221 478 
238 768 672 691 244 363 508 
239 445 636 290 375 759 606 
240 340 718 457 626 700 403 
241 683 594 409 501 543 404 
242 588 301 676 269 255 583 
243 646 566 452 381 288 649 
244 399 362 559 609 766 320 
245 451 587 612 487 247 505 
246 535 742 550 718 433 678 
247 794 307 716 235 310 324 
248 382 521 373 598 276 524 
249 225 510 791 466 666 266 
250 533 538 526 443 364 312 
251 419 514 485 584 775 647 
252 215 681 749 360 239 373 
253 231 324 606 798 357 449 
254 652 333 745 320 328 770 
255 642 601 703 203 753 496 
256 800 605 325 260 557 315 
257 294 285 785 407 349 564 
258 461 263 414 525 619 321 
259 355 342 200 588 524 304 
260 370 711 338 546 568 214 
261 318 775 562 582 581 692 
262 428 223 485 425 685 657 
263 736 352 667 387 485 739 
264 480 569 687 384 629 541 
265 488 783 255 596 646 475 
266 361 456 489 551 435 595 
267 596 472 566 452 452 326 
268 236 231 391 731 340 501 
269 490 571 499 213 337 750 
270 285 766 772 457 729 710 
271 747 617 628 255 347 793 
272 772 438 534 380 493 476 
273 706 390 524 789 723 723 
274 433 552 385 764 376 600 
275 498 418 447 232 434 218 
276 552 253 225 574 534 269 
277 278 502 588 613 420 268 
278 202 746 269 292 797 529 
279 769 211 431 649 630 215 
280 770 572 773 491 425 650 
281 489 669 614 613 439 424 
282 310 750 268 490 456 604 
283 212 354 666 336 683 517 
284 520 643 402 689 737 428 
285 518 618 380 766 659 348 
286 549 767 715 595 600 757 
287 401 697 735 768 528 374 
288 508 703 569 406 730 290 
289 361 247 271 627 333 503 
290 543 777 595 425 548 763 
291 385 738 692 407 339 421 
292 668 572 392 683 665 735 
293 352 421 430 668 301 747 
294 372 739 383 456 712 479 
295 301 780 680 469 444 258 
296 506 353 278 376 761 781 
297 765 536 655 727 505 781 
298 326 627 602 285 365 795 
299 768 762 501 666 316 406 
300 367 633 755 379 296 781 
301 450 748 251 647 392 743 
302 359 745 234 475 571 779 
303 461 386 741 770 220 402 
304 675 208 582 569 772 240 
305 370 394 292 650 405 562 
306 652 292 453 655 493 230 
307 555 566 649 215 456 414 
308 243 365 631 289 434 717 
309 357 344 479 292 416 439 
310 216 339 660 658 581 615 
311 470 259 551 682 227 744 
312 507 569 631 410 726 440 
313 395 280 226 359 506 467 
314 220 347 313 483 494 659 
315 358 713 745 703 788 221 
316 366 441 687 418 251 432 
317 787 725 728 390 230 445 
318 697 456 341 601 698 759 
319 425 531 281 792 792 467 
320 347 562 589 558 367 233 
321 397 486 238 383 469 585 
322 551 256 238 520 637 704 
323 589 491 212 662 769 552 
324 364 441 592 371 334 348 
325 289 471 501 247 630 735 
326 440 512 708 372 763 359 
327 614 497 721 608 534 244 
328 751 685 519 446 553 587 
329 525 200 378 406 725 722 
330 561 454 464 490 568 463 
331 373 339 422 602 763 696 
332 461 319 617 246 365 541 
333 739 613 568 219 217 222 
334 242 258 469 757 535 654 
335 661 306 521 267 538 784 
336 619 506 526 730 440 713 
337 745 701 611 316 596 639 
338 542 528 440 426 527 470 
339 417 491 262 253 666 288 
340 393 598 667 461 468 485 
341 527 221 689 769 271 338 
342 549 574 620 307 751 796 
343 350 395 693 303 360 670 
344 502 788 383 723 329 338 
345 489 612 387 639 507 735 
346 615 651 564 486 266 624 
347 505 458 234 792 356 485 
348 397 281 398 279 541 355 
349 507 708 323 519 258 784 
350 759 342 628 260 276 693 
351 721 435 632 626 758 250 
352 230 523 363 501 415 227 
353 616 387 301 787 287 729 
354 725 592 571 776 343 592 
355 533 539 303 625 581 669 
356 537 302 319 358 405 251 
357 320 224 374 346 581 562 
358 448 588 337 337 598 536 
359 347 728 322 553 433 593 
360 526 341 766 542 202 524 
361 421 285 729 637 784 735 
362 606 208 388 719 703 439 
363 349 544 370 406 259 220 
364 287 345 355 665 765 373 
365 704 440 231 581 791 679 
366 323 365 223 506 360 441 
367 615 424 221 428 232 353 
368 585 459 372 314 635 214 
369 467 481 416 711 273 677 
370 294 517 396 350 675 613 
371 457 313 604 604 662 773 
372 755 591 293 728 699 477 
373 707 411 480 455 650 258 
374 584 755 437 687 341 558 
375 356 420 571 458 229 670 
376 358 316 202 574 314 348 
377 499 457 265 331 666 214 
378 304 212 458 771 553 591 
379 462 414 343 775 483 573 
380 513 252 614 790 393 708 
381 775 552 689 512 315 453 
382 700 660 373 356 452 609 
383 776 762 514 570 749 363 
384 235 706 589 587 651 471 
385 543 583 323 460 320 302 
386 588 496 572 765 208 748 
387 736 529 517 224 703 608 
388 630 635 281 409 324 698 
389 755 725 364 574 416 523 
