6 
1000 1000 1000 1000 1000 1000 
1 30 95 52 99 61 72 
2 91 69 66 82 78 78 
3 88 25 40 62 40 73 
4 97 71 25 27 88 27 
5 61 78 75 59 56 38 
6 35 87 75 43 55 98 
7 81 43 33 72 91 96 
8 85 67 50 87 59 36 
9 29 58 52 77 70 76 
10 26 57 75 42 41 28 
11 82 51 88 42 37 84 
12 52 69 97 28 58 74 
13 59 98 30 35 95 87 
14 39 79 61 90 98 32 
15 30 48 100 35 79 63 
16 54 62 100 68 32 38 
17 62 45 36 27 42 60 
18 44 40 30 89 52 48 
19 86 25 59 41 27 74 
20 27 67 97 49 27 87 
21 75 65 56 45 74 51 
22 57 66 92 91 92 75 
23 79 35 55 27 26 81 
24 66 62 85 82 52 95 
25 50 97 62 82 45 29 
26 96 25 87 71 99 92 
27 26 81 88 72 39 79 
28 95 88 62 43 75 55 
29 37 73 91 79 47 73 
30 62 60 44 32 66 34 
31 97 100 58 30 89 96 
32 49 29 39 33 58 70 
33 33 37 77 100 54 92 
34 49 36 67 57 76 71 
35 55 52 89 64 85 50 
36 45 65 76 60 47 84 
37 57 61 44 63 73 80 
38 25 76 56 26 83 49 
39 53 63 50 83 54 90 
40 62 81 72 25 96 78 
41 65 76 40 31 95 100 
42 51 80 38 68 58 72 
43 71 52 25 70 93 87 
44 55 88 95 67 63 67 
45 51 66 38 51 67 55 
46 28 32 80 69 45 36 
47 37 75 100 54 43 79 
48 65 29 62 32 95 31 
49 41 42 44 47 98 100 
50 82 82 42 83 98 83 
51 71 43 92 33 70 93 
52 46 26 49 80 70 96 
53 72 98 94 61 28 28 
54 75 53 65 95 35 36 
55 39 85 31 90 88 66 
56 32 31 75 50 94 93 
57 39 67 57 83 31 62 
58 43 72 39 36 62 42 
59 36 30 57 25 41 94 
60 51 89 77 99 64 57 
61 86 47 49 35 50 96 
62 46 76 53 72 89 89 
63 45 91 91 83 55 38 
64 71 40 47 48 86 76 
65 59 97 31 54 87 75 
66 57 62 46 34 69 43 
67 46 76 72 49 37 93 
68 65 41 65 86 36 27 
69 46 54 92 92 52 95 
70 81 69 79 65 85 97 
71 68 29 71 93 42 56 
72 57 35 55 58 91 61 
73 88 39 41 91 67 32 
74 48 84 34 97 97 73 
75 48 64 100 76 84 53 
76 52 88 71 66 94 68 
77 88 59 91 97 42 28 
78 75 60 72 36 72 80 
79 73 66 45 92 35 36 
80 36 43 75 30 100 27 
81 36 43 73 77 51 98 
82 57 36 100 63 95 96 
83 36 28 48 75 75 95 
84 27 25 26 95 49 37 
85 93 89 87 44 63 27 
86 50 94 48 37 36 41 
87 28 28 31 92 83 42 
88 49 28 46 80 51 66 
89 36 88 37 48 52 37 
90 87 90 97 97 75 54 
91 59 51 43 88 69 94 
92 98 63 76 92 64 69 
93 77 83 89 99 45 59 
94 44 42 93 63 80 26 
95 48 56 43 54 29 75 
