400 
1000 1000 1000  
1 100 399 116 
2 146 356 173 
3 371 315 289 
4 334 156 268 
5 275 250 369 
6 296 236 202 
7 370 379 244 
8 178 386 151 
9 242 174 215 
10 222 178 337 
11 141 227 202 
12 185 286 312 
13 287 372 391 
14 222 129 370 
15 167 174 257 
16 113 344 118 
17 302 139 213 
18 338 106 362 
19 271 176 200 
20 199 297 213 
21 360 318 222 
22 349 140 332 
23 117 175 182 
24 140 262 123 
25 392 271 377 
26 165 243 316 
27 286 354 263 
28 202 127 346 
29 341 255 128 
30 278 263 312 
31 132 175 292 
32 296 304 220 
33 312 247 280 
34 280 108 180 
35 392 201 141 
36 385 224 211 
37 358 158 297 
38 198 286 360 
39 242 116 337 
40 150 257 218 
41 140 311 395 
42 123 354 101 
43 114 266 319 
44 218 157 287 
45 350 369 376 
46 204 380 159 
47 326 122 308 
48 386 354 102 
49 217 266 397 
50 389 264 312 
51 118 282 339 
52 164 229 289 
53 361 222 286 
54 394 216 335 
55 319 248 260 
56 254 188 262 
57 274 104 351 
58 213 137 100 
59 197 301 240 
60 384 232 157 
61 335 267 102 
62 271 190 185 
63 287 339 283 
64 173 209 352 
65 304 100 355 
66 114 326 137 
67 351 237 305 
68 400 377 258 
69 344 291 226 
70 200 308 255 
71 400 296 308 
72 314 211 112 
73 311 264 272 
74 333 269 217 
75 192 160 218 
76 336 220 161 
77 207 352 113 
78 377 387 166 
79 243 178 144 
80 387 333 370 
81 186 389 343 
82 134 342 393 
83 131 262 322 
84 272 130 235 
85 100 378 244 
86 185 210 378 
87 119 119 270 
88 210 104 184 
89 392 333 288 
90 245 364 230 
91 266 295 247 
92 113 246 227 
93 250 372 220 
94 343 268 260 
95 321 273 215 
96 390 169 393 
97 110 220 256 
98 157 161 162 
99 319 393 185 
100 261 345 284 
101 182 115 197 
102 120 177 239 
103 399 150 331 
104 339 200 338 
105 115 318 226 
106 292 264 335 
107 239 311 396 
108 265 336 353 
109 114 145 224 
110 256 274 153 
111 274 226 291 
112 209 339 209 
113 188 182 136 
114 263 345 340 
115 171 232 112 
116 135 113 367 
117 334 144 342 
118 117 337 207 
119 158 371 325 
120 318 394 198 
121 288 129 168 
122 384 286 259 
123 314 132 138 
124 290 123 309 
125 219 320 377 
126 251 355 171 
127 246 180 361 
128 345 110 111 
129 350 245 151 
130 102 212 310 
131 287 147 355 
132 201 133 400 
133 367 186 249 
134 322 236 241 
135 346 172 145 
136 136 149 363 
137 145 221 348 
138 349 101 207 
139 177 228 242 
140 191 198 104 
141 285 381 311 
142 320 380 153 
143 277 259 288 
144 398 204 107 
145 389 182 181 
146 179 367 141 
147 390 270 283 
148 292 289 297 
149 101 253 338 
150 329 345 386 
151 188 115 114 
152 189 319 218 
153 397 114 257 
154 203 292 226 
155 171 284 127 
156 395 218 186 
157 219 319 328 
158 345 198 201 
159 312 306 254 
160 105 123 134 
161 141 365 159 
162 397 195 141 
163 400 111 143 
164 203 352 253 
165 342 167 311 
166 324 374 302 
167 139 362 319 
168 243 264 377 
169 231 202 382 
170 392 194 373 
171 380 338 366 
172 391 152 382 
173 137 257 138 
174 155 317 147 
175 355 149 114 
176 385 350 105 
177 138 257 124 
178 374 342 297 
179 151 249 120 
180 146 261 193 
181 179 255 280 
182 105 306 132 
183 271 356 349 
184 233 148 274 
185 159 113 280 
186 331 380 157 
187 233 199 221 
188 101 222 139 
189 356 161 131 
190 264 359 193 
191 238 391 360 
192 362 308 317 
193 139 253 270 
194 270 107 330 
195 315 295 154 
196 289 323 227 
197 299 130 255 
198 297 247 250 
199 117 306 113 
200 371 162 144 
201 275 288 398 
202 111 311 336 
203 175 164 142 
204 105 304 118 
205 307 191 231 
206 347 238 225 
207 236 175 307 
208 285 130 205 
209 280 304 205 
210 266 353 141 
211 257 221 355 
212 180 351 394 
213 108 284 335 
214 379 187 154 
215 119 179 153 
216 321 223 232 
217 161 274 203 
218 353 219 248 
219 293 252 130 
220 232 202 317 
221 324 237 153 
222 157 382 298 
223 129 185 336 
224 240 184 178 
225 154 354 276 
226 284 323 241 
227 390 239 120 
228 308 304 134 
229 300 349 170 
230 103 156 211 
231 146 230 138 
232 249 292 106 
233 328 231 316 
234 391 165 330 
235 264 290 219 
236 234 193 345 
237 216 322 281 
238 105 217 132 
239 139 380 305 
240 209 135 353 
241 379 333 265 
242 233 254 316 
243 218 122 339 
244 380 149 212 
245 199 198 341 
246 189 383 115 
247 283 196 122 
248 241 259 285 
249 106 186 165 
250 393 278 192 
251 269 332 109 
252 246 111 344 
253 338 327 211 
254 120 230 168 
255 103 312 310 
256 152 388 250 
257 306 117 352 
258 242 173 221 
259 349 182 283 
260 261 164 371 
261 260 348 323 
262 290 137 338 
263 265 388 317 
264 185 200 143 
265 347 156 153 
266 310 104 166 
267 180 320 304 
