1000 
1000 1000 1000  
1 115 292 349 
2 132 120 273 
3 144 253 184 
4 328 178 309 
5 207 347 226 
6 217 281 123 
7 138 358 184 
8 111 205 145 
9 326 134 250 
10 204 274 315 
11 212 381 158 
12 159 277 115 
13 200 206 315 
14 218 273 330 
15 124 208 249 
16 370 384 341 
17 345 226 119 
18 360 169 236 
19 203 372 354 
20 171 172 182 
21 332 121 284 
22 344 374 173 
23 174 388 221 
24 333 218 107 
25 307 350 140 
26 118 372 163 
27 320 283 215 
28 396 313 349 
29 142 352 149 
30 168 302 386 
31 235 168 294 
32 311 262 316 
33 172 249 253 
34 281 348 132 
35 326 252 353 
36 373 174 360 
37 265 239 354 
38 370 204 326 
39 172 289 124 
40 234 382 370 
41 308 104 305 
42 307 271 161 
43 366 306 351 
44 159 360 225 
45 122 334 110 
46 108 251 272 
47 223 220 363 
48 268 177 293 
49 247 311 307 
50 260 184 377 
51 291 179 168 
52 368 398 158 
53 267 131 388 
54 357 227 318 
55 318 366 355 
56 149 213 270 
57 360 134 271 
58 391 148 320 
59 152 230 270 
60 364 302 373 
61 193 208 206 
62 347 386 148 
63 115 138 205 
64 360 118 149 
65 258 149 273 
66 167 284 105 
67 235 259 215 
68 244 177 398 
69 270 391 130 
70 102 128 338 
71 350 121 209 
72 306 285 249 
73 117 212 288 
74 397 352 293 
75 281 239 176 
76 224 214 135 
77 102 363 159 
78 224 149 235 
79 199 357 176 
80 366 102 133 
81 249 373 295 
82 239 142 295 
83 225 141 133 
84 122 359 175 
85 279 117 323 
86 239 135 375 
87 152 212 208 
88 116 357 115 
89 317 249 400 
90 318 322 169 
91 146 304 314 
92 167 268 131 
93 255 189 271 
94 112 146 314 
95 382 209 190 
96 367 229 390 
97 211 191 355 
98 267 366 393 
99 186 273 358 
100 190 332 264 
101 142 218 370 
102 119 275 121 
103 191 369 370 
104 368 276 215 
105 226 370 363 
106 274 233 268 
107 344 107 193 
108 329 323 321 
109 200 395 205 
110 392 183 189 
111 220 396 393 
112 242 322 181 
113 364 199 184 
114 297 315 367 
115 345 201 348 
116 335 124 342 
117 211 271 118 
118 136 285 278 
119 348 128 217 
120 156 331 310 
121 384 398 245 
122 346 134 123 
123 362 383 262 
124 375 309 177 
125 250 152 264 
126 173 213 187 
127 156 396 316 
128 400 137 275 
129 269 257 359 
130 255 371 346 
131 312 239 306 
132 194 330 290 
133 160 294 129 
134 174 200 117 
135 313 240 310 
136 294 290 292 
137 106 154 249 
138 270 222 366 
139 253 264 367 
140 152 128 113 
141 182 347 104 
142 263 296 329 
143 367 263 285 
144 309 359 270 
145 123 251 269 
146 377 337 200 
147 122 373 125 
148 214 234 216 
149 121 383 104 
150 301 173 111 
151 322 393 382 
152 380 137 248 
153 326 249 383 
154 339 331 375 
155 168 374 132 
156 242 386 121 
157 112 361 363 
158 310 227 274 
159 109 170 183 
160 254 392 353 
161 311 248 248 
162 394 210 360 
163 276 118 274 
164 278 379 146 
165 331 397 309 
166 236 129 173 
167 207 374 183 
168 180 398 322 
169 181 217 397 
170 292 279 119 
171 125 353 343 
172 346 317 182 
173 348 308 266 
174 103 145 217 
175 237 201 389 
176 376 391 115 
177 157 355 153 
178 209 240 362 
179 341 307 261 
180 289 248 269 
181 309 115 380 
182 225 191 241 
183 182 397 269 
184 317 250 322 
185 257 397 383 
186 391 388 334 
187 181 173 206 
188 281 162 380 
189 155 368 319 
190 262 337 308 
191 139 204 114 
192 223 174 331 
193 153 332 203 
194 329 366 135 
195 131 219 176 
196 198 242 264 
197 227 172 386 
198 211 389 109 
199 374 362 313 
200 310 254 124 
201 303 325 335 
202 155 227 194 
203 206 142 127 
204 303 137 268 
205 362 104 151 
206 151 335 205 
207 179 215 329 
208 382 326 319 
209 146 256 230 
210 225 273 102 
211 114 246 266 
212 375 247 203 
213 104 344 396 
214 235 150 381 
215 317 368 267 
216 353 203 113 
217 136 106 285 
218 137 247 260 
219 180 342 199 
220 231 147 268 
221 168 314 342 
222 386 218 330 
223 171 100 291 
224 299 126 202 
225 338 147 348 
226 146 233 178 
227 133 385 144 
228 251 216 375 
229 352 170 288 
230 400 236 201 
231 320 331 291 
232 391 231 174 
233 380 267 303 
234 261 106 158 
235 378 393 297 
236 288 395 106 
237 181 116 360 
238 138 118 186 
239 200 286 115 
240 314 391 394 
241 255 275 170 
242 289 192 111 
243 259 279 296 
244 302 155 369 
245 142 220 369 
246 306 145 293 
247 132 337 333 
248 382 167 332 
249 312 322 278 
250 327 215 131 
251 354 392 352 
252 191 302 323 
253 335 107 148 
254 363 287 247 
255 235 172 312 
256 159 133 109 
257 139 154 111 
258 184 105 344 
259 206 233 356 
260 296 327 337 
261 127 375 102 
262 305 123 225 
263 365 243 148 
264 331 156 270 
265 206 392 243 
266 107 255 399 
267 271 296 119 
