800 
1000 1000 1000  
1 97 32 93 
2 26 60 45 
3 48 68 88 
4 73 95 33 
5 82 40 37 
6 60 51 99 
7 79 46 87 
8 25 34 61 
9 89 25 28 
10 65 39 58 
11 54 76 100 
12 30 45 76 
13 77 41 72 
14 49 42 48 
15 63 39 78 
16 50 95 69 
17 36 36 55 
18 63 84 91 
19 62 53 81 
20 57 79 75 
21 84 81 39 
22 68 43 74 
23 49 46 64 
24 97 50 62 
25 65 54 80 
26 96 41 86 
27 46 63 55 
28 67 26 26 
29 90 74 62 
30 50 34 94 
31 82 49 72 
32 58 48 48 
33 35 45 58 
34 62 56 39 
35 47 49 71 
36 93 76 70 
37 85 92 53 
38 93 59 39 
39 97 67 41 
40 71 73 35 
41 64 93 80 
42 30 75 29 
43 48 68 85 
44 27 76 79 
45 27 94 85 
46 34 28 46 
47 63 29 90 
48 45 30 27 
49 65 31 33 
50 96 95 47 
51 66 90 79 
52 28 94 73 
53 93 46 41 
54 67 66 66 
55 79 37 72 
56 41 100 35 
57 28 86 75 
58 67 93 44 
59 87 35 41 
60 52 73 48 
61 31 35 68 
62 82 34 100 
63 26 89 57 
64 100 66 58 
65 77 34 83 
66 59 32 36 
67 53 30 31 
68 99 82 47 
69 63 79 100 
70 78 31 91 
71 75 99 82 
72 51 54 59 
73 72 40 26 
74 97 51 25 
75 80 82 85 
76 85 31 83 
77 74 38 89 
78 71 89 53 
79 84 39 87 
80 92 68 35 
81 97 97 64 
82 25 26 84 
83 47 93 72 
84 70 27 70 
85 95 45 54 
86 63 75 36 
87 50 90 29 
88 62 61 45 
89 65 44 63 
90 95 32 79 
91 40 58 86 
92 28 40 74 
93 47 91 77 
94 72 28 49 
95 86 42 34 
96 73 80 98 
97 27 30 46 
98 88 39 74 
99 39 79 27 
100 71 66 76 
101 67 58 87 
102 28 54 79 
103 78 76 83 
104 25 67 47 
105 46 49 86 
106 95 83 49 
107 52 31 88 
108 91 88 67 
109 69 49 72 
110 30 62 86 
111 68 37 48 
112 77 28 67 
113 44 62 37 
114 61 66 97 
115 92 44 35 
116 78 66 98 
117 62 43 93 
118 67 42 83 
119 69 85 89 
120 75 46 41 
121 56 60 57 
122 70 27 96 
123 25 51 70 
124 75 55 78 
125 69 68 78 
126 77 100 43 
127 32 26 66 
128 84 75 50 
129 91 98 50 
130 68 64 71 
131 42 82 33 
132 81 64 52 
133 39 67 30 
134 43 52 52 
135 42 25 51 
136 65 45 71 
137 91 27 84 
138 30 71 47 
139 42 75 43 
140 88 70 44 
141 41 69 33 
142 72 62 41 
143 59 25 82 
144 99 53 40 
145 80 30 89 
146 85 33 98 
147 85 37 78 
148 82 31 90 
149 38 34 60 
150 66 26 44 
151 92 65 33 
152 82 96 39 
153 34 83 31 
154 73 28 94 
155 33 83 61 
156 63 52 72 
157 87 59 50 
158 33 39 48 
159 74 82 30 
160 40 28 52 
161 28 48 94 
162 61 61 99 
163 66 30 40 
164 26 44 95 
165 56 41 100 
166 52 76 75 
167 95 99 27 
168 73 61 55 
169 57 76 48 
170 67 95 88 
171 69 94 36 
172 43 76 95 
173 100 99 65 
174 31 26 69 
175 39 44 68 
176 67 44 89 
177 81 64 76 
178 67 60 49 
179 40 51 38 
180 93 49 54 
181 43 29 100 
182 86 62 58 
183 72 29 89 
184 86 77 70 
185 69 39 69 
186 30 100 38 
187 83 66 27 
188 84 60 76 
189 48 94 39 
190 39 94 38 
191 46 48 84 
192 26 100 58 
193 41 35 49 
194 85 85 74 
195 90 84 25 
196 38 88 59 
197 30 98 97 
198 54 61 99 
199 56 31 94 
200 68 62 79 
201 45 91 59 
202 32 94 30 
203 84 92 85 
204 63 77 59 
205 68 27 59 
206 43 74 69 
207 94 51 90 
208 72 30 97 
209 97 80 87 
210 65 25 99 
211 91 63 82 
212 87 97 38 
213 92 34 64 
214 51 81 81 
215 47 54 72 
216 78 26 53 
217 97 75 51 
218 74 53 37 
219 42 50 66 
220 51 98 97 
221 58 34 32 
222 49 55 94 
223 51 96 41 
224 61 53 100 
225 76 41 71 
226 98 87 53 
227 44 57 70 
228 45 88 30 
229 48 27 83 
230 77 36 44 
231 49 93 27 
232 96 90 76 
233 56 65 72 
234 91 70 61 
235 27 61 45 
236 41 49 55 
237 72 65 73 
238 53 30 62 
239 35 41 84 
240 58 73 89 
241 83 56 39 
242 71 86 45 
243 97 53 88 
244 93 29 90 
245 27 50 95 
246 100 90 48 
247 31 79 75 
248 54 91 77 
249 37 71 27 
250 78 56 33 
251 78 47 60 
252 90 80 36 
253 25 95 65 
254 71 69 66 
255 67 59 66 
256 29 29 39 
257 26 34 66 
258 80 76 58 
259 77 81 76 
260 28 31 71 
261 62 62 87 
262 79 97 37 
263 94 89 53 
264 52 38 74 
265 82 94 32 
266 80 72 48 
267 60 62 88 
268 87 71 99 
269 100 96 86 
270 80 75 26 
271 66 61 33 
272 52 66 87 
273 72 92 65 
274 91 36 59 
275 64 39 44 
276 25 99 62 
277 36 94 55 
278 48 51 52 
279 52 72 66 
280 30 68 92 
281 61 70 84 
282 29 71 60 
283 43 56 93 
284 67 50 72 
285 89 85 94 
286 78 26 80 
287 73 47 64 
288 67 32 61 
289 42 46 78 
