4 
40 40 40 40  
1 31 15 7 28 
2 5 2 20 7 
3 31 33 8 20 
4 19 12 2 15 
5 16 31 20 11 
6 4 22 8 21 
7 7 11 1 33 
8 17 32 6 8 
9 8 23 3 19 
10 20 30 33 22 
11 27 7 23 7 
12 24 27 6 10 
13 35 31 35 22 
14 20 5 21 15 
15 10 15 34 25 
16 29 22 15 2 
17 3 32 12 27 
18 35 17 28 35 
19 23 26 20 15 
20 33 29 9 9 
21 19 17 14 4 
22 10 4 33 11 
23 34 22 11 20 
24 34 26 33 7 
25 26 11 20 29 
26 33 4 13 25 
27 20 14 16 18 
28 30 11 32 16 
29 21 12 4 26 
30 35 32 25 12 
31 23 30 29 31 
32 17 9 8 31 
33 5 15 15 25 
34 27 14 7 32 
35 5 29 30 9 
36 11 3 32 27 
37 1 13 1 21 
38 22 23 13 28 
39 31 33 2 10 
40 12 24 25 31 
41 12 12 16 12 
42 1 29 8 27 
43 10 7 3 28 
44 28 28 24 9 
45 4 16 2 12 
46 26 9 3 4 
47 5 31 3 20 
48 12 8 5 13 
49 3 4 34 3 
50 23 19 3 15 
51 27 19 24 5 
52 35 4 16 6 
53 17 18 33 15 
54 11 13 2 27 
55 20 11 19 31 
56 24 8 14 17 
57 20 32 33 14 
58 30 1 1 11 
59 33 29 1 11 
60 17 24 24 33 
61 35 30 1 24 
62 24 27 19 30 
63 3 32 10 9 
64 33 2 26 24 
65 11 15 34 20 
66 16 25 7 30 
67 31 15 26 5 
68 22 16 22 23 
69 17 6 24 8 
70 10 10 6 29 
71 25 22 7 15 
72 31 17 32 22 
73 1 35 26 17 
74 34 9 10 14 
75 30 21 13 2 
76 33 32 13 16 
77 20 7 27 22 
78 17 32 35 34 
79 16 29 35 34 
80 7 15 27 34 
81 15 20 18 9 
82 18 25 8 24 
83 25 33 13 29 
84 33 12 17 4 
85 18 24 31 21 
86 11 19 15 1 
87 3 34 1 10 
88 3 29 4 7 
89 29 21 26 33 
90 7 13 10 35 
91 11 24 6 30 
92 25 30 25 18 
93 25 34 26 31 
94 20 16 15 30 
95 25 11 2 5 
96 7 26 31 13 
97 11 32 23 34 
98 33 4 12 14 
99 26 24 8 23 
100 8 6 11 4 
101 2 16 18 9 
102 12 21 35 24 
103 24 12 26 16 
104 21 3 25 27 
105 35 19 25 3 
106 19 32 21 35 
107 16 33 22 34 
108 21 29 2 4 
109 35 11 1 8 
110 25 3 12 6 
111 30 29 12 15 
112 26 17 31 4 
113 5 30 1 21 
114 15 33 16 23 
115 2 14 24 32 
116 12 35 4 26 
117 15 25 5 33 
118 31 34 17 18 
119 7 25 35 17 
120 16 27 14 22 
121 28 9 2 7 
122 20 6 23 26 
123 3 8 8 9 
124 28 3 20 16 
125 25 26 28 23 
126 25 10 2 18 
127 34 20 17 16 
128 18 13 18 18 
129 8 5 9 8 
130 22 20 34 1 
131 4 2 5 3 
132 23 4 6 11 
133 6 20 6 8 
134 31 1 30 7 
135 24 35 20 28 
136 4 12 24 12 
137 1 4 11 4 
138 12 30 12 27 
139 9 12 13 9 
140 12 23 12 18 
141 21 6 33 10 
142 6 9 35 7 
143 1 18 18 23 
144 24 17 30 8 
145 34 24 26 28 
146 4 24 20 16 
147 18 22 9 26 
148 14 29 24 26 
149 1 3 2 23 
150 18 31 1 11 
151 21 17 30 2 
152 26 19 29 25 
153 31 26 20 6 
154 17 14 15 19 
155 16 33 17 17 
156 10 29 33 17 
157 29 11 29 28 
158 29 34 30 17 
159 34 11 20 1 
160 18 9 2 4 
161 8 33 24 24 
162 5 17 31 2 
163 29 23 21 19 
164 13 13 14 27 
165 14 33 21 20 
166 22 6 28 21 
167 9 16 14 19 
168 23 9 27 7 
169 35 34 12 31 
170 1 20 33 35 
171 8 35 23 8 
172 16 23 12 15 
173 32 25 20 1 
174 26 16 17 14 
175 11 12 15 34 
176 3 6 31 34 
177 31 24 15 21 
178 9 22 34 5 
179 12 10 19 28 
180 13 26 25 10 
181 10 2 3 4 
182 4 29 23 11 
183 27 7 11 29 
184 22 26 6 16 
185 23 8 5 6 
186 8 4 9 15 
187 9 4 24 22 
188 24 13 22 26 
189 23 24 5 25 
190 20 3 32 13 
191 11 21 1 24 
192 23 13 12 1 
193 14 1 33 4 
194 1 30 35 23 
195 24 28 34 35 
196 17 29 15 12 
197 12 14 31 31 
198 2 21 26 19 
199 19 3 14 19 
200 34 16 33 12 
201 30 1 33 23 
202 27 6 29 7 
203 31 24 12 18 
204 28 19 34 34 
205 17 21 5 22 
206 12 30 26 12 
207 4 3 26 31 
208 32 35 2 26 
209 15 33 11 29 
210 3 6 25 10 
211 29 5 16 20 
212 6 1 18 4 
213 28 23 34 6 
214 6 7 9 34 
215 7 23 27 23 
216 20 33 15 14 
217 7 12 3 23 
218 16 8 20 5 
219 15 33 32 18 
220 17 13 21 17 
221 23 10 14 18 
222 16 8 26 19 
223 11 20 30 5 
224 13 20 29 17 
225 29 21 23 23 
226 4 18 8 24 
227 14 31 13 28 
228 29 24 12 27 
229 28 33 24 3 
230 20 9 1 17 
231 25 24 21 20 
232 23 27 13 31 
233 31 11 13 8 
234 23 1 12 22 
235 27 31 32 35 
236 11 3 3 30 
237 26 1 12 24 
238 14 35 8 20 
239 9 5 14 14 
240 2 30 22 10 
241 7 18 8 27 
242 23 31 26 10 
243 12 4 8 6 
244 30 32 25 26 
245 25 16 9 20 
246 34 21 35 11 
247 3 20 27 3 
248 21 21 33 5 
249 23 11 13 17 
250 19 19 13 6 
251 10 26 32 35 
252 5 34 18 9 
253 10 17 12 18 
254 1 9 12 33 
255 1 27 27 17 
256 13 34 24 13 
257 29 7 20 9 
258 27 20 24 31 
259 32 15 1 25 
260 16 31 3 18 
261 16 16 3 35 
262 24 27 30 21 
263 20 17 33 33 
264 29 17 32 9 
265 27 28 9 20 
266 8 22 5 20 
267 30 16 25 31 
268 21 33 19 31 
269 8 3 9 17 
270 3 15 18 25 
271 25 18 23 13 
272 34 13 30 29 
273 29 32 28 7 
274 19 9 11 29 
275 1 22 33 19 
276 15 12 8 16 
277 24 27 25 20 
278 18 31 6 4 
279 6 14 12 17 
280 30 34 23 13 
281 14 4 26 31 
282 8 22 19 6 
283 32 33 17 16 
284 21 26 35 29 
285 23 2 22 26 
286 14 21 12 21 
287 34 16 14 24 
288 26 3 21 20 
289 20 12 3 6 
290 18 1 17 25 
291 23 35 6 21 
292 18 7 6 34 
293 21 9 14 22 
294 28 2 30 29 
295 28 12 10 19 
296 29 20 18 21 
297 27 26 4 12 
298 20 17 10 21 
299 18 33 25 18 
300 9 23 18 29 
301 2 25 28 35 
302 2 5 35 3 
303 23 21 8 12 
304 26 23 2 10 
305 16 6 28 35 
306 19 30 25 9 
307 35 11 33 26 
308 32 9 31 2 
309 31 24 20 8 
310 35 19 27 10 
311 26 2 14 20 
312 6 34 19 28 
313 8 34 25 24 
314 7 12 18 11 
315 34 11 7 23 
316 32 6 1 7 
317 5 1 33 32 
318 17 27 2 4 
319 6 33 12 28 
320 12 14 4 18 
321 28 9 31 2 
322 10 20 35 30 
323 9 15 16 9 
324 20 4 17 30 
325 2 23 24 3 
326 32 33 24 8 
327 32 24 21 3 
328 18 20 6 12 
329 20 11 34 10 
330 13 18 33 22 
331 35 4 20 25 
332 9 33 30 13 
333 30 22 29 15 
334 28 27 20 33 
335 1 24 13 23 
336 9 6 18 16 
337 15 31 6 27 
338 26 29 3 24 
339 26 27 32 26 
340 22 22 10 11 
341 33 14 12 3 
342 18 19 11 11 
343 26 22 10 14 
344 30 20 21 18 
345 34 12 8 3 
346 16 30 3 18 
347 15 19 25 3 
348 5 7 19 6 
349 34 32 24 12 
350 27 20 25 8 
351 11 3 35 14 
352 7 35 29 21 
353 26 2 35 31 
354 1 12 16 6 
355 1 5 35 18 
356 19 28 35 20 
357 28 35 14 5 
358 4 24 6 19 
359 7 21 25 20 
360 15 14 9 32 
361 10 12 21 28 
362 9 11 8 12 
363 12 11 7 27 
364 16 18 18 32 
365 3 34 35 31 
366 9 26 18 30 
367 30 30 20 10 
368 3 33 25 29 
369 35 17 22 24 
370 8 34 4 24 
371 3 20 17 22 
