4 
1000 1000 1000 1000  
1 32 94 68 31 
2 74 83 31 95 
3 96 50 33 45 
4 94 74 43 35 
5 89 28 36 52 
6 72 76 98 98 
7 47 54 46 80 
8 93 59 54 72 
9 45 60 39 27 
10 50 75 31 60 
11 82 92 66 64 
12 68 92 71 48 
13 33 72 32 81 
14 87 52 41 64 
15 36 62 32 49 
16 31 54 30 98 
17 42 60 99 92 
18 96 48 63 77 
19 59 77 46 25 
20 34 48 89 77 
21 61 68 65 49 
22 35 68 46 77 
23 51 85 32 38 
24 78 47 87 61 
25 47 35 76 39 
26 49 55 37 36 
27 95 82 93 44 
28 63 49 29 27 
29 35 86 25 62 
30 30 30 30 25 
31 99 27 33 61 
32 30 76 32 42 
33 58 52 77 44 
34 91 58 65 67 
35 44 68 67 93 
36 26 71 49 39 
37 51 61 57 47 
38 34 68 61 35 
39 78 82 79 71 
40 88 45 42 47 
41 26 59 82 91 
42 76 69 31 64 
43 47 62 97 84 
44 37 53 46 80 
45 42 47 90 68 
46 26 41 50 26 
47 25 44 88 33 
48 49 59 44 45 
49 44 31 34 70 
50 34 63 79 41 
51 38 87 41 42 
52 91 54 52 63 
53 53 58 100 59 
54 43 39 27 98 
55 95 30 57 29 
56 58 100 90 57 
57 61 64 61 74 
58 42 98 28 59 
59 28 45 42 42 
60 39 43 36 54 
61 39 98 87 77 
62 26 32 67 37 
63 90 58 33 85 
64 86 77 55 39 
65 25 75 91 74 
66 81 60 87 52 
67 70 71 54 82 
68 92 47 77 57 
69 42 37 79 68 
70 49 73 55 26 
71 41 81 65 76 
72 96 28 34 69 
73 60 53 67 55 
74 31 73 38 96 
75 37 38 54 38 
76 66 41 64 31 
77 74 90 81 88 
78 96 33 59 77 
79 35 29 79 62 
80 88 60 47 42 
81 87 43 88 35 
82 57 97 26 72 
83 78 89 71 72 
84 26 37 45 96 
85 92 77 31 72 
86 53 26 82 94 
87 93 47 49 74 
88 98 37 54 92 
89 64 71 90 63 
90 89 98 90 49 
91 81 89 71 90 
92 89 33 68 64 
93 82 40 30 86 
94 100 93 57 72 
95 50 52 57 27 
96 86 46 73 83 
97 55 48 47 77 
98 36 69 28 79 
99 36 70 37 79 
100 60 62 69 63 
101 81 32 25 95 
102 37 57 35 96 
103 60 41 30 73 
104 41 31 73 53 
105 60 83 44 66 
106 48 65 60 55 
107 55 59 35 64 
108 70 47 66 62 
109 65 32 61 31 
110 57 96 78 77 
111 75 27 35 100 
112 92 35 75 94 
113 88 75 40 57 
114 50 34 63 61 
115 72 44 95 79 
116 47 91 86 74 
117 99 90 96 42 
118 92 95 51 78 
119 98 86 42 90 
120 36 25 60 72 
121 39 82 68 75 
122 59 77 68 28 
123 51 36 47 91 
124 65 86 100 97 
125 87 65 47 80 
126 53 73 74 93 
127 28 76 52 49 
128 99 43 65 100 
129 87 62 31 47 
130 99 44 70 33 
131 72 57 93 71 
132 63 81 32 34 
133 89 51 87 70 
134 25 71 40 65 
135 87 68 63 98 
136 81 31 39 35 
137 27 36 42 56 
138 29 27 26 36 
139 42 74 26 38 
140 85 62 80 69 
141 88 43 95 34 
142 82 85 49 90 
143 49 90 38 39 
144 45 32 29 49 
145 76 100 70 47 
146 60 85 93 87 
147 85 63 43 40 
148 87 42 73 61 
149 75 30 39 75 
150 50 30 93 46 
151 45 61 25 87 
152 44 86 32 78 
153 64 79 72 61 
154 45 66 41 79 
155 32 50 74 31 
156 99 57 59 30 
157 84 68 34 96 
158 37 80 73 58 
159 81 26 85 88 
160 40 66 96 50 
161 61 76 54 39 
162 97 55 35 48 
163 94 58 82 47 
164 95 64 96 44 
165 44 39 28 72 
166 75 54 91 85 
167 34 37 85 37 
168 49 35 56 31 
169 56 56 92 79 
170 54 74 66 44 
171 67 100 96 93 
