4 
40 40 40 40  
1 30 16 5 29 
2 5 26 24 2 
3 1 2 19 24 
4 16 35 32 10 
5 30 28 26 24 
6 24 9 28 24 
7 34 24 12 18 
8 28 7 30 8 
9 2 12 14 27 
10 15 2 34 6 
11 15 33 30 12 
12 33 25 13 9 
13 1 32 4 9 
14 21 8 4 15 
15 1 3 2 16 
16 2 25 13 35 
17 13 3 27 12 
18 11 17 9 10 
19 30 13 21 3 
20 2 16 34 35 
21 3 35 10 3 
22 31 9 28 19 
23 2 24 28 14 
24 11 14 20 6 
25 19 3 23 33 
26 33 18 29 23 
27 9 29 35 24 
28 31 26 20 26 
29 34 17 22 12 
30 28 32 31 21 
31 17 10 4 11 
32 12 3 2 32 
33 6 34 27 4 
34 15 11 35 25 
35 33 19 13 19 
36 17 19 31 4 
37 34 5 1 9 
38 7 14 7 4 
39 4 15 30 28 
40 6 33 1 7 
41 26 3 15 3 
42 2 18 27 31 
43 2 28 3 8 
44 11 18 27 34 
45 6 13 11 13 
46 11 6 21 26 
47 27 22 1 25 
48 29 34 31 5 
49 20 5 27 27 
50 20 25 14 12 
51 28 29 23 3 
52 6 10 15 13 
53 14 10 12 35 
54 10 17 4 2 
55 19 20 32 31 
56 35 19 34 30 
57 10 27 26 26 
58 22 34 5 10 
59 12 15 14 11 
60 19 14 34 29 
61 31 26 5 10 
62 2 16 23 4 
63 18 30 13 21 
64 2 21 2 29 
65 32 33 5 21 
66 16 17 3 33 
67 18 34 17 26 
68 19 23 24 35 
69 29 14 19 20 
70 13 6 7 26 
71 11 35 17 16 
72 30 9 30 22 
73 7 27 20 17 
74 14 7 11 33 
75 23 14 13 5 
76 34 11 33 1 
77 17 1 31 22 
78 13 26 24 25 
79 3 33 34 21 
80 15 1 31 10 
81 29 30 10 18 
82 8 21 22 4 
83 31 31 11 12 
84 20 4 4 28 
85 15 13 16 32 
86 35 21 25 7 
87 32 16 24 35 
88 32 27 32 4 
89 30 20 2 27 
90 32 16 30 8 
91 11 30 12 29 
92 7 32 7 7 
93 1 4 3 19 
94 2 29 16 25 
95 7 16 30 34 
96 11 35 22 16 
97 9 28 29 9 
98 27 21 34 3 
99 23 27 30 21 
100 20 32 10 12 
101 16 9 5 23 
102 27 29 34 24 
103 26 33 11 18 
104 24 4 24 23 
105 4 2 34 6 
106 30 32 1 4 
107 12 26 17 1 
108 23 34 16 34 
109 3 16 5 7 
110 9 24 10 26 
111 10 12 31 24 
112 7 13 18 11 
113 35 23 7 6 
114 18 17 30 33 
115 29 21 35 34 
116 29 22 6 8 
117 18 10 31 9 
118 27 17 29 15 
119 30 15 26 15 
120 15 13 1 17 
121 4 22 15 13 
122 21 13 24 15 
123 1 16 20 22 
124 16 4 19 10 
125 11 20 27 13 
126 1 15 2 24 
127 8 31 10 30 
128 10 12 6 27 
129 7 5 16 14 
130 25 23 23 26 
131 26 3 14 20 
132 12 19 3 35 
133 35 1 35 8 
134 20 23 8 35 
135 1 14 33 29 
136 15 12 24 18 
137 10 11 22 6 
138 14 5 35 2 
139 11 29 8 29 
140 26 17 11 21 
141 7 2 35 23 
142 27 24 20 15 
