4 
100 100 100 100  
1 23 4 19 44 
2 19 36 50 11 
3 48 20 21 45 
4 5 40 43 8 
5 42 8 19 27 
6 50 34 22 23 
7 39 38 50 25 
8 32 24 22 37 
9 2 36 12 28 
10 7 32 1 28 
11 2 41 8 44 
12 5 28 13 29 
13 49 44 4 6 
14 20 24 32 37 
15 35 7 26 48 
16 14 18 15 29 
17 8 14 26 11 
18 17 26 24 11 
19 37 45 7 24 
20 49 8 35 42 
21 3 10 22 34 
22 10 39 10 39 
23 13 31 40 28 
24 25 31 14 3 
25 8 12 20 6 
26 10 6 31 19 
27 34 47 43 1 
28 22 6 30 19 
29 29 19 39 44 
30 15 39 8 4 
31 10 15 4 30 
32 4 49 11 35 
33 30 22 50 50 
34 8 14 8 38 
35 19 12 39 15 
36 45 36 21 49 
37 26 3 48 22 
38 22 16 11 39 
39 3 7 8 9 
40 16 1 13 27 
41 30 27 28 13 
42 34 11 20 3 
43 50 46 41 36 
44 25 43 49 22 
45 49 36 50 49 
46 35 26 49 4 
47 50 40 40 49 
48 8 33 5 41 
49 22 30 6 5 
50 4 3 31 15 
51 42 10 8 8 
52 27 46 44 16 
53 12 15 48 40 
54 27 40 13 8 
55 1 3 40 46 
56 18 45 36 35 
57 50 18 35 44 
58 15 46 10 11 
59 31 12 26 42 
60 25 26 10 11 
61 15 28 34 27 
62 42 23 32 17 
63 17 37 47 7 
64 5 24 48 29 
65 36 45 25 27 
66 24 10 33 9 
67 49 18 49 30 
68 37 29 37 28 
69 13 27 31 4 
70 20 45 43 18 
71 10 29 44 34 
72 41 25 9 8 
73 39 25 26 35 
74 24 39 5 11 
75 5 27 13 31 
76 31 22 1 24 
77 7 20 11 34 
78 18 17 36 1 
79 37 40 25 14 
80 7 7 25 12 
81 10 14 9 17 
82 11 39 35 36 
83 1 27 49 4 
84 1 20 3 1 
85 47 32 35 7 
86 27 13 1 36 
87 3 1 33 40 
88 45 40 20 32 
89 18 3 45 15 
90 14 13 31 39 
91 16 18 24 23 
92 16 30 19 18 
93 13 32 15 33 
94 6 33 7 41 
95 41 34 36 31 
96 19 10 6 16 
97 3 31 34 34 
98 32 8 34 11 
99 18 19 5 22 
100 15 49 35 50 
101 24 26 32 9 
102 36 22 12 10 
103 28 11 22 46 
104 34 50 28 42 
105 37 13 49 17 
106 33 14 27 44 
107 40 23 19 30 
108 15 44 16 18 
109 17 28 6 28 
110 28 49 11 35 
111 50 40 38 20 
112 31 4 28 37 
113 9 18 7 26 
114 16 31 41 13 
115 38 20 37 41 
116 44 22 37 25 
117 44 18 46 42 
118 44 9 2 33 
119 40 32 33 33 
120 9 46 46 2 
121 26 1 4 9 
122 5 45 31 24 
123 21 20 4 31 
124 18 31 3 20 
125 38 32 2 12 
126 25 16 4 46 
127 21 19 28 2 
128 1 44 50 10 
129 8 5 8 40 
130 36 22 37 38 
131 27 15 26 13 
132 27 13 24 20 
133 40 4 25 11 
134 27 23 10 6 
135 7 24 21 44 
136 26 13 44 29 
137 48 16 22 31 
138 23 22 6 11 
139 2 9 40 36 
140 43 40 12 10 
141 26 14 42 34 
142 22 48 34 48 
143 48 21 12 36 
144 33 21 31 32 
145 24 13 27 35 
146 30 15 1 20 
147 40 7 42 36 
148 8 3 32 24 
