4 
100 100 100 100  
1 26 17 20 13 
2 49 33 5 37 
3 11 39 41 24 
4 27 24 8 37 
5 18 4 21 15 
6 41 3 47 14 
7 41 43 17 11 
8 32 24 8 3 
9 26 6 15 38 
10 47 16 20 40 
11 5 17 6 6 
12 45 29 14 45 
13 9 50 14 14 
14 15 46 33 25 
15 24 25 15 26 
16 21 48 4 40 
17 20 31 25 27 
18 7 24 24 42 
19 23 23 29 5 
20 11 47 47 39 
21 6 9 42 44 
22 3 45 26 37 
23 43 25 10 19 
24 10 1 9 4 
25 16 9 48 38 
26 6 3 36 32 
27 31 47 24 19 
28 48 30 17 22 
29 20 2 39 5 
30 40 43 46 11 
31 39 3 2 41 
32 34 16 44 41 
33 47 6 48 45 
34 27 41 42 17 
35 35 27 42 34 
36 24 2 36 9 
37 35 36 16 2 
38 32 16 5 11 
39 8 12 2 48 
40 30 29 9 30 
41 45 29 3 49 
42 23 50 33 50 
43 41 49 28 45 
44 23 11 14 32 
45 12 3 3 36 
46 29 2 8 31 
47 12 13 41 26 
48 3 29 1 49 
49 33 12 4 3 
50 29 15 26 16 
51 12 5 35 9 
52 14 39 29 33 
53 7 10 39 18 
54 37 3 49 50 
55 48 35 49 31 
56 16 16 27 28 
57 44 35 18 12 
58 50 35 22 35 
59 24 20 13 37 
60 41 32 12 19 
61 34 22 32 48 
62 47 35 6 10 
63 18 29 22 38 
64 44 36 20 18 
65 25 8 37 4 
66 27 33 8 28 
67 1 14 14 43 
68 4 23 18 15 
69 44 40 10 40 
70 7 30 2 16 
71 11 17 38 40 
72 8 45 41 36 
73 30 17 17 28 
74 18 21 4 42 
75 7 14 23 48 
76 22 16 35 47 
77 13 24 35 45 
78 28 2 28 13 
79 46 9 39 8 
80 10 49 23 42 
81 39 1 31 50 
82 10 14 39 28 
83 11 12 32 2 
84 14 25 20 48 
85 24 49 7 26 
86 44 39 7 20 
87 25 20 23 21 
88 30 7 5 28 
89 2 33 46 11 
90 19 41 27 15 
91 3 5 20 14 
92 30 33 27 33 
93 12 24 11 26 
94 7 44 16 33 
95 15 24 42 43 
96 45 40 27 28 
97 24 1 43 28 
98 38 43 44 26 
99 20 10 15 21 
100 8 28 10 6 
101 43 46 18 44 
102 48 17 47 35 
103 35 20 19 40 
104 32 35 43 44 
105 34 1 8 36 
106 39 14 22 12 
107 1 25 41 18 
108 29 43 11 20 
109 30 34 41 27 
110 9 1 17 45 
111 17 5 9 12 
112 30 10 44 27 
113 6 3 1 7 
114 35 43 24 22 
115 47 27 26 23 
116 4 29 29 14 
117 38 24 38 41 
118 44 9 30 1 
119 11 40 31 14 
120 24 38 21 24 
121 45 15 41 8 
122 19 8 25 43 
123 15 3 27 40 
124 16 23 5 15 
125 44 13 30 13 
126 47 5 38 22 
127 42 26 25 27 
128 29 18 39 13 
129 36 46 31 50 
130 40 33 17 47 
131 8 28 8 7 
132 6 48 4 13 
133 39 11 46 18 
134 15 45 2 6 
135 2 21 4 31 
136 40 32 6 17 
137 37 19 45 35 
138 33 45 23 8 
139 18 4 9 48 
140 45 23 50 33 
141 46 9 41 49 
142 44 10 29 19 
143 33 11 2 4 
144 10 34 11 8 
145 12 28 34 46 
146 5 42 17 27 
147 15 45 35 8 
148 10 23 49 29 
149 17 11 22 47 
150 21 6 49 19 
151 37 14 10 6 
152 18 5 40 19 
153 41 44 2 24 
154 18 50 1 23 
155 30 18 42 7 
156 31 19 4 43 
157 19 15 25 42 
158 45 21 25 34 
159 12 10 43 35 
160 4 4 25 5 
161 16 25 45 18 
162 17 40 18 35 
163 16 16 49 48 
164 46 22 17 35 
165 15 26 1 40 
166 50 36 24 36 
167 25 10 21 47 
168 44 37 50 26 
169 47 24 17 19 
170 36 34 33 27 
171 9 49 11 18 
172 24 6 30 21 
173 13 47 19 34 
174 39 36 15 42 
175 26 50 49 37 
