4 
1000 1000 1000 1000  
1 35 34 41 93 
2 75 80 99 33 
3 43 86 29 29 
4 64 60 95 100 
5 58 80 29 58 
6 46 90 58 26 
7 57 80 47 76 
8 64 51 37 92 
9 71 54 57 89 
10 44 85 60 88 
11 92 32 34 98 
12 80 62 96 69 
13 57 98 73 78 
14 93 42 91 96 
15 55 52 78 83 
16 56 49 31 53 
17 97 84 55 94 
18 37 29 87 98 
19 60 56 51 76 
20 58 55 33 67 
21 38 89 62 46 
22 93 90 36 51 
23 27 32 64 26 
24 97 94 35 32 
25 59 74 96 31 
26 57 96 38 91 
27 48 99 84 93 
28 42 62 39 30 
29 100 36 94 84 
30 98 53 72 94 
31 53 43 85 83 
32 71 88 56 81 
33 28 48 92 40 
34 52 30 94 83 
35 76 25 87 90 
36 59 48 89 52 
37 71 38 55 55 
38 84 79 44 43 
39 68 74 99 50 
40 85 30 94 80 
41 51 27 45 47 
42 61 42 82 95 
43 47 79 87 99 
44 31 92 80 60 
45 81 53 90 67 
46 57 75 44 25 
47 99 72 73 48 
48 54 75 80 34 
49 43 85 75 53 
50 48 98 44 35 
51 39 82 75 40 
52 71 80 78 65 
53 58 91 86 47 
54 68 79 34 43 
55 70 96 75 81 
56 27 63 40 66 
57 74 60 81 97 
58 44 78 97 92 
59 36 29 26 57 
60 70 45 33 49 
61 54 39 91 98 
62 75 87 57 50 
63 69 75 89 53 
64 93 98 36 69 
65 68 72 79 39 
66 64 81 63 69 
67 34 31 59 71 
68 33 60 44 67 
69 93 30 99 87 
70 99 99 40 47 
71 92 100 36 51 
72 64 69 90 29 
73 74 77 80 50 
74 74 54 30 49 
75 58 100 29 76 
76 94 96 40 54 
77 91 70 98 92 
78 28 95 81 69 
79 64 65 76 55 
80 83 79 63 70 
81 37 75 75 28 
82 64 62 77 49 
83 57 83 26 56 
84 84 39 59 81 
85 57 77 94 76 
86 97 65 35 34 
87 41 72 94 57 
88 30 39 30 44 
89 39 81 57 33 
90 69 27 33 29 
91 28 40 69 52 
92 96 89 88 51 
93 25 26 33 92 
94 59 77 86 33 
95 44 66 86 30 
96 80 50 83 32 
97 92 85 66 26 
98 94 68 87 26 
99 79 67 25 44 
100 89 85 26 64 
101 100 65 46 66 
102 76 95 44 63 
103 69 31 54 33 
104 100 60 90 30 
105 33 75 57 34 
106 62 50 35 90 
107 33 53 88 50 
108 67 49 43 35 
109 52 47 51 91 
110 25 66 26 66 
111 81 27 41 70 
112 54 45 68 81 
113 69 81 94 68 
114 80 75 56 63 
115 85 37 78 56 
116 61 37 49 50 
117 35 26 91 39 
118 46 40 64 99 
119 33 92 54 75 
120 70 76 66 64 
121 33 96 38 37 
122 62 76 60 40 
123 62 59 87 46 
124 55 52 29 92 
125 46 40 79 25 
126 59 97 91 66 
127 62 80 29 41 
128 77 46 49 73 
129 41 57 80 95 
130 84 72 59 62 
131 96 47 65 78 
132 43 57 97 65 
133 72 38 93 100 
134 80 69 86 44 
135 36 62 46 95 
136 34 86 44 48 
137 31 51 97 62 
138 39 76 38 85 
139 81 45 74 57 
140 67 62 58 51 
141 68 68 93 61 
142 77 42 58 42 
143 69 98 46 89 
144 41 33 71 40 
145 95 62 78 59 
146 26 37 85 72 
147 60 93 34 30 
148 82 93 29 34 
149 44 93 40 71 
150 25 31 53 48 
151 41 93 91 78 
152 91 73 65 27 
153 30 29 63 76 
154 46 48 68 86 
155 66 56 30 53 
156 95 46 64 34 
157 49 61 81 73 
158 60 67 67 84 
159 86 41 64 43 
160 31 42 91 72 
161 95 51 85 76 
162 49 38 81 83 
163 51 34 41 62 
164 59 37 52 76 
165 62 81 79 87 
166 28 84 53 60 
167 31 93 36 27 
168 62 100 62 70 
169 40 59 67 88 
170 33 61 61 35 
171 31 69 56 31 
172 43 83 31 57 
173 71 31 69 48 
174 29 41 51 100 
175 43 80 63 77 
176 27 69 40 100 
177 84 84 36 41 
178 40 81 69 55 
179 25 98 82 29 
180 76 60 35 87 
181 56 39 41 96 
182 39 84 55 52 
183 96 76 25 47 
184 57 82 49 32 
185 26 90 94 70 
186 57 66 48 44 
187 66 61 79 69 
188 46 40 94 85 
189 52 61 40 92 
190 48 44 92 56 
191 42 62 77 76 
192 89 31 31 91 
193 30 60 61 61 
194 83 38 35 83 
195 76 61 38 30 
196 54 36 67 66 
197 91 83 39 94 
198 76 28 88 71 
199 51 57 76 49 
200 28 65 82 98 
201 48 82 46 70 
202 29 37 66 59 
203 39 25 76 49 
204 97 48 77 99 
205 93 45 60 50 
206 42 68 86 95 
207 75 50 39 30 
208 35 58 42 86 
209 96 34 99 27 
210 74 43 65 98 
211 38 74 61 87 
212 56 25 87 60 
213 44 74 26 85 
214 86 89 72 98 
215 48 95 90 73 
216 83 43 89 71 
217 64 75 62 39 
218 97 35 98 80 
219 48 71 62 72 
220 57 35 81 58 
221 41 50 47 42 
222 97 43 80 81 
223 37 30 61 50 
224 94 31 32 56 
225 72 72 25 32 
226 54 36 62 88 
227 48 52 42 27 
228 52 72 37 84 
229 100 80 28 79 
230 94 85 31 88 
231 53 40 44 51 
232 84 88 75 41 
233 98 99 61 37 
234 40 83 55 91 
235 92 70 78 59 
236 85 72 94 33 
237 69 80 65 66 
238 41 43 79 68 
239 82 57 26 89 
240 79 51 27 49 
241 91 38 58 61 
242 99 62 42 41 
243 97 51 61 66 
244 30 72 36 74 
245 36 51 45 39 
246 51 30 78 83 
247 47 70 87 42 
248 32 34 74 88 
249 100 25 89 95 
250 81 89 69 74 
251 49 25 73 80 
252 39 79 87 72 
253 98 45 74 52 
254 63 90 58 91 
255 46 99 44 57 
256 78 43 98 74 
257 42 91 50 41 
258 73 45 35 77 
259 59 25 58 25 
260 51 81 88 84 
