4 
1000 1000 1000 1000  
1 178 77 62 102 
2 120 191 178 110 
3 130 159 147 140 
4 164 185 164 155 
5 81 132 184 95 
6 155 58 81 85 
7 112 107 133 72 
8 152 135 160 140 
9 74 119 146 82 
10 113 126 102 135 
11 60 125 183 50 
12 70 148 107 53 
13 138 131 95 134 
14 53 54 169 162 
15 158 74 77 105 
16 92 90 117 97 
17 145 66 135 55 
18 88 51 112 136 
19 156 70 115 150 
20 160 84 51 158 
21 123 103 52 141 
22 148 56 131 195 
23 66 127 99 144 
24 70 83 175 173 
25 193 146 50 178 
26 196 61 146 165 
27 92 146 191 80 
28 115 115 180 69 
29 73 78 77 188 
30 104 63 130 51 
31 155 108 179 147 
32 135 131 175 177 
33 70 97 95 51 
34 66 92 76 173 
35 85 87 157 182 
36 114 107 64 67 
37 123 196 143 127 
38 84 198 60 160 
39 196 108 189 139 
40 60 150 116 93 
41 154 104 124 116 
42 162 128 148 127 
43 109 109 60 96 
44 154 107 200 69 
45 90 53 197 190 
46 150 160 134 109 
47 66 174 68 122 
48 156 175 90 142 
49 80 104 137 159 
50 161 69 95 144 
51 79 133 168 168 
52 157 130 178 162 
53 147 121 57 86 
54 183 179 133 84 
55 166 67 118 88 
56 182 115 102 63 
57 150 89 101 167 
58 58 177 125 143 
59 147 82 89 102 
60 135 186 165 118 
61 170 139 161 128 
62 188 62 100 84 
63 90 73 85 170 
64 97 199 112 98 
65 157 117 148 54 
66 68 64 119 189 
67 66 170 136 116 
68 178 159 116 114 
69 156 147 96 67 
70 181 71 65 144 
71 77 114 161 72 
72 102 138 61 111 
73 176 104 176 147 
74 83 157 157 176 
75 80 97 123 148 
76 194 144 173 89 
77 186 73 166 168 
78 119 133 147 195 
79 156 124 174 169 
80 149 140 53 101 
81 122 121 115 137 
82 193 181 191 139 
83 192 103 66 191 
84 57 140 194 98 
85 104 96 169 111 
86 188 165 169 138 
87 159 185 198 66 
88 147 60 136 171 
89 161 173 144 83 
90 78 154 184 170 
91 137 110 72 152 
92 70 175 150 187 
93 70 185 58 167 
