4 
1000 1000 1000 1000  
1 314 241 380 397 
2 208 313 116 110 
3 144 218 332 281 
4 361 378 321 179 
5 264 239 381 312 
6 396 289 206 133 
7 232 230 302 342 
8 206 202 321 289 
9 202 268 174 131 
10 154 367 274 379 
11 311 125 231 355 
12 308 305 294 207 
13 307 333 135 393 
14 158 370 192 215 
15 157 324 335 331 
16 363 166 341 303 
17 284 270 110 285 
18 119 368 325 315 
19 396 217 243 246 
20 369 285 276 395 
21 319 105 168 176 
22 158 325 193 326 
23 363 195 166 329 
24 335 271 184 292 
25 379 274 249 249 
26 244 387 124 279 
27 398 245 283 399 
28 332 162 397 164 
29 360 168 204 317 
30 110 273 219 117 
31 374 174 203 388 
32 136 276 297 241 
33 383 395 358 147 
34 129 228 283 137 
35 170 374 276 116 
36 284 358 128 378 
37 230 336 269 362 
38 203 315 300 163 
39 267 323 282 287 
40 330 116 203 103 
41 142 256 129 295 
42 395 219 152 217 
43 145 307 221 340 
44 312 267 155 343 
45 219 193 106 286 
46 184 225 381 280 
47 388 342 248 211 
48 212 214 329 398 
49 360 399 364 381 
50 199 261 104 341 
51 197 205 125 114 
52 338 338 381 202 
53 281 220 242 158 
54 196 385 332 279 
55 275 136 358 320 
56 221 341 126 329 
57 219 190 291 109 
58 231 385 315 324 
59 141 294 346 371 
60 340 132 138 197 
61 374 280 225 216 
62 320 353 395 224 
63 130 210 102 178 
64 377 106 126 317 
65 202 351 159 127 
66 156 225 330 253 
67 339 340 335 356 
68 264 400 348 172 
69 195 312 205 362 
70 147 260 254 294 
71 124 166 280 382 
72 216 329 220 274 
73 342 163 369 229 
74 343 259 115 243 
75 348 319 329 145 
76 320 253 115 224 
77 326 349 236 105 
78 224 277 222 299 
79 130 153 234 165 
80 369 130 336 312 
81 148 123 305 359 
82 330 246 165 331 
83 343 146 289 367 
84 165 294 350 339 
85 189 315 280 139 
86 184 200 109 296 
87 330 397 298 160 
88 307 230 196 153 
89 145 317 386 253 
90 127 162 296 371 
91 382 256 198 191 
92 124 187 161 330 
93 302 190 139 287 
94 232 314 309 307 
95 325 257 265 277 
96 150 104 394 191 
97 175 269 240 345 
98 224 270 241 303 
99 146 256 110 378 
100 123 364 127 356 
101 250 394 235 179 
102 220 263 261 295 
103 230 310 152 314 
104 179 351 380 291 
105 342 114 283 279 
106 280 373 129 164 
107 320 301 157 331 
108 116 263 263 224 
109 182 171 105 184 
110 128 227 343 158 
111 247 141 151 343 
112 332 266 211 169 
113 199 293 223 111 
114 301 253 248 126 
115 142 357 187 161 
116 284 275 158 398 
117 368 355 197 355 
118 289 231 241 289 
119 247 308 190 236 
120 308 274 349 337 
121 393 369 300 150 
122 294 310 238 103 
123 133 149 325 317 
124 235 154 271 236 
125 342 222 197 196 
126 142 118 282 103 
127 353 334 282 399 
128 116 246 193 147 
129 359 267 287 270 
130 197 188 359 191 
131 365 268 372 345 
132 235 233 328 322 
133 141 214 185 147 
134 104 261 223 173 
135 238 307 287 318 
136 222 119 348 386 
137 247 141 348 330 
138 270 356 222 223 
139 370 134 171 391 
140 178 170 368 296 
141 234 160 165 188 
142 136 285 290 182 
143 123 338 191 320 
144 248 171 114 128 
145 346 330 303 219 
146 292 336 123 390 
147 284 150 375 327 
148 346 255 203 165 
149 289 151 369 367 
150 375 170 368 352 
151 140 148 162 397 
152 250 233 247 196 
153 283 314 296 111 
154 147 231 365 362 
155 148 324 143 152 
156 263 355 207 108 
157 308 299 162 389 
158 351 203 368 327 
159 350 170 361 221 
160 283 213 380 209 
161 124 226 234 381 
162 355 374 370 106 
163 147 135 198 112 
164 152 291 285 369 
165 376 231 185 350 
166 391 148 271 146 
167 192 123 125 293 
168 104 128 199 392 
169 223 263 276 125 
170 258 342 326 281 
171 246 167 263 158 
172 290 233 369 381 
173 224 362 250 196 
174 187 119 133 397 
175 148 236 381 144 
176 179 175 287 261 
177 325 391 378 359 
178 242 194 377 374 
179 163 292 302 316 
180 126 199 325 280 
181 351 181 388 170 
182 114 152 363 126 
183 303 321 369 360 
184 339 292 201 279 
185 191 379 314 334 
186 102 353 116 152 
187 324 185 226 289 
188 234 319 285 252 
189 289 207 242 329 
190 348 164 262 243 
191 169 262 207 284 
192 125 100 112 361 
193 196 337 227 176 
194 176 177 185 361 
195 172 332 149 231 
196 358 217 330 178 
197 237 366 101 353 
198 364 258 186 216 
199 198 275 301 294 
200 187 262 162 112 
201 111 150 321 400 
202 142 270 352 125 
203 110 257 177 231 
204 340 367 318 379 
205 312 275 124 297 
206 122 138 299 177 
207 150 327 252 247 
208 293 243 324 146 
209 243 327 388 259 
210 373 307 323 202 
211 253 340 388 286 
212 159 231 294 140 
213 129 360 321 260 
214 327 229 192 249 
215 224 193 304 315 
